Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,0
240,4,0
300,5,0
360,6,0
420,7,0
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,0
840,14,1
900,15,2
960,16,1
1020,17,0
1080,18,3
1140,19,2
1200,20,4
1260,21,10
1320,22,10
1380,23,11
1440,0,9
1500,1,12
1560,2,13
1620,3,15
1680,4,16
1740,5,15
1800,6,16
1860,7,16
1920,8,19
1980,9,19
2040,10,16
2100,11,14
2160,12,14
2220,13,13
2280,14,13
2340,15,14
2400,16,12
2460,17,11
2520,18,13
2580,19,12
2640,20,14
2700,21,17
2760,22,19
2820,23,19
2880,0,19
2940,1,13
3000,2,14
3060,3,11
3120,4,13
3180,5,13
3240,6,13
3300,7,15
3360,8,14
3420,9,15
3480,10,13
3540,11,11
3600,12,8
3660,13,7
3720,14,6
3780,15,7
3840,16,5
3900,17,5
3960,18,7
4020,19,6
4080,20,10
4140,21,15
4200,22,18
4260,23,6
4320,0,8
4380,1,9
4440,2,13
4500,3,8
4560,4,10
4620,5,11
4680,6,14
4740,7,15
4800,8,16
4860,9,16
4920,10,14
4980,11,11
5040,12,12
5100,13,11
5160,14,9
5220,15,8
5280,16,8
5340,17,7
5400,18,9
5460,19,10
5520,20,10
5580,21,12
5640,22,16
5700,23,14
5760,0,15
5820,1,15
5880,2,17
5940,3,16
6000,4,17
6060,5,18
6120,6,17
6180,7,21
6240,8,19
6300,9,19
6360,10,15
6420,11,14
6480,12,14
6540,13,15
6600,14,15
6660,15,17
6720,16,18
6780,17,16
6840,18,17
6900,19,18
6960,20,19
7020,21,21
7080,22,23
7140,23,23
7200,0,16
7260,1,17
7320,2,16
7380,3,15
7440,4,16
7500,5,17
7560,6,19
7620,7,21
7680,8,19
7740,9,18
7800,10,18
7860,11,17
7920,12,16
7980,13,17
8040,14,17
8100,15,19
8160,16,18
8220,17,18
8280,18,21
8340,19,24
8400,20,26
8460,21,27
8520,22,30
8580,23,29
8640,0,27
8700,1,30
8760,2,33
8820,3,33
8880,4,35
8940,5,35
9000,6,35
9060,7,36
9120,8,37
9180,9,35
9240,10,35
9300,11,33
9360,12,31
9420,13,30
9480,14,31
9540,15,30
9600,16,29
9660,17,30
9720,18,33
9780,19,33
9840,20,37
9900,21,40
9960,22,42
10020,23,43
10080,0,43
10140,1,44
10200,2,46
10260,3,46
10320,4,46
10380,5,47
10440,6,49
10500,7,48
10560,8,50
10620,9,50
10680,10,49
10740,11,46
10800,12,48
10860,13,48
10920,14,50
10980,15,48
11040,16,49
11100,17,51
11160,18,51
11220,19,52
11280,20,53
11340,21,57
11400,22,55
11460,23,55
11520,0,55
11580,1,49
11640,2,51
11700,3,54
11760,4,55
11820,5,52
11880,6,56
11940,7,58
12000,8,57
12060,9,55
12120,10,55
12180,11,51
12240,12,52
12300,13,50
12360,14,51
12420,15,51
12480,16,51
12540,17,51
12600,18,52
12660,19,53
12720,20,53
12780,21,57
12840,22,58
12900,23,58
12960,0,59
13020,1,51
13080,2,50
13140,3,51
13200,4,50
13260,5,50
13320,6,49
13380,7,52
13440,8,53
13500,9,53
13560,10,51
13620,11,50
13680,12,51
13740,13,51
13800,14,51
13860,15,50
13920,16,51
13980,17,50
14040,18,52
14100,19,53
14160,20,55
14220,21,56
14280,22,58
14340,23,57
14400,0,58
14460,1,58
14520,2,62
14580,3,63
14640,4,64
14700,5,67
14760,6,67
14820,7,68
14880,8,67
14940,9,66
15000,10,64
15060,11,63
15120,12,60
15180,13,58
15240,14,60
15300,15,58
15360,16,61
15420,17,59
15480,18,61
15540,19,61
15600,20,63
15660,21,68
15720,22,71
15780,23,70
15840,0,72
15900,1,72
15960,2,73
16020,3,74
16080,4,75
16140,5,76
16200,6,78
16260,7,78
16320,8,78
16380,9,78
16440,10,77
16500,11,75
16560,12,76
16620,13,76
16680,14,76
16740,15,75
16800,16,76
16860,17,76
16920,18,78
16980,19,80
17040,20,78
17100,21,79
17160,22,80
17220,23,79
17280,0,76
17340,1,76
17400,2,78
17460,3,76
17520,4,78
17580,5,78
17640,6,78
17700,7,77
17760,8,76
17820,9,76
17880,10,73
17940,11,73
18000,12,71
18060,13,73
18120,14,75
18180,15,76
18240,16,77
18300,17,77
18360,18,78
18420,19,78
18480,20,78
18540,21,83
18600,22,82
18660,23,84
18720,0,83
18780,1,84
18840,2,86
18900,3,84
18960,4,87
19020,5,89
19080,6,91
19140,7,91
19200,8,88
19260,9,88
19320,10,87
19380,11,84
19440,12,84
19500,13,85
19560,14,86
19620,15,86
19680,16,86
19740,17,88
19800,18,89
19860,19,89
19920,20,89
19980,21,95
20040,22,96
20100,23,96
20160,0,96
20220,1,94
20280,2,97
20340,3,97
20400,4,97
20460,5,99
20520,6,101
20580,7,103
20640,8,105
20700,9,104
20760,10,102
20820,11,98
20880,12,97
20940,13,97
21000,14,98
21060,15,100
21120,16,100
21180,17,100
21240,18,104
21300,19,105
21360,20,104
21420,21,111
21480,22,112
21540,23,112
