Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,0
240,4,0
300,5,0
360,6,0
420,7,0
480,8,0
540,9,0
600,10,0
660,11,0
720,12,2
780,13,0
840,14,0
900,15,0
960,16,1
1020,17,1
1080,18,1
1140,19,0
1200,20,1
1260,21,2
1320,22,4
1380,23,4
1440,0,2
1500,1,4
1560,2,7
1620,3,10
1680,4,10
1740,5,9
1800,6,10
1860,7,10
1920,8,10
1980,9,11
2040,10,8
2100,11,4
2160,12,4
2220,13,4
2280,14,6
2340,15,6
2400,16,4
2460,17,4
2520,18,8
2580,19,9
2640,20,8
2700,21,11
2760,22,12
2820,23,14
2880,0,13
2940,1,8
3000,2,9
3060,3,10
3120,4,13
3180,5,14
3240,6,13
3300,7,14
3360,8,14
3420,9,11
3480,10,10
3540,11,8
3600,12,10
3660,13,9
3720,14,9
3780,15,8
3840,16,7
3900,17,6
3960,18,8
4020,19,13
4080,20,15
4140,21,16
4200,22,17
4260,23,17
4320,0,17
4380,1,16
4440,2,17
4500,3,18
4560,4,18
4620,5,21
4680,6,19
4740,7,22
4800,8,20
4860,9,20
4920,10,20
4980,11,18
5040,12,18
5100,13,19
5160,14,18
5220,15,18
5280,16,17
5340,17,16
5400,18,14
5460,19,14
5520,20,16
5580,21,18
5640,22,20
5700,23,17
5760,0,17
5820,1,16
5880,2,20
5940,3,18
6000,4,19
6060,5,17
6120,6,16
6180,7,18
6240,8,18
6300,9,18
6360,10,16
6420,11,14
6480,12,14
6540,13,14
6600,14,14
6660,15,15
6720,16,16
6780,17,15
6840,18,13
6900,19,12
6960,20,14
7020,21,16
7080,22,19
7140,23,15
7200,0,15
7260,1,14
7320,2,16
7380,3,12
7440,4,14
7500,5,15
7560,6,17
7620,7,19
7680,8,20
7740,9,18
7800,10,17
7860,11,16
7920,12,16
7980,13,16
8040,14,17
8100,15,17
8160,16,18
8220,17,18
8280,18,19
8340,19,21
8400,20,21
8460,21,26
8520,22,29
8580,23,28
8640,0,29
8700,1,31
8760,2,32
8820,3,31
8880,4,31
8940,5,31
9000,6,31
9060,7,31
9120,8,32
9180,9,30
9240,10,31
9300,11,28
9360,12,28
9420,13,26
9480,14,28
9540,15,28
9600,16,28
9660,17,30
9720,18,32
9780,19,33
9840,20,37
9900,21,40
9960,22,43
10020,23,44
10080,0,46
10140,1,48
10200,2,48
10260,3,50
10320,4,51
10380,5,55
10440,6,55
10500,7,56
10560,8,56
10620,9,57
10680,10,55
10740,11,52
10800,12,53
10860,13,53
10920,14,56
10980,15,56
11040,16,57
11100,17,58
11160,18,59
11220,19,63
11280,20,61
11340,21,67
11400,22,67
11460,23,68
11520,0,67
11580,1,63
11640,2,65
11700,3,65
11760,4,66
11820,5,68
11880,6,68
11940,7,67
12000,8,68
12060,9,68
12120,10,67
12180,11,65
12240,12,66
12300,13,67
12360,14,67
12420,15,66
12480,16,65
12540,17,65
12600,18,65
12660,19,68
12720,20,71
12780,21,73
12840,22,72
12900,23,73
12960,0,70
13020,1,70
13080,2,71
13140,3,68
13200,4,69
13260,5,69
13320,6,69
13380,7,72
13440,8,73
13500,9,72
13560,10,69
13620,11,68
13680,12,67
13740,13,67
13800,14,67
13860,15,70
13920,16,69
13980,17,68
14040,18,68
14100,19,70
14160,20,70
14220,21,72
14280,22,71
14340,23,71
14400,0,68
14460,1,68
14520,2,68
14580,3,63
14640,4,66
14700,5,61
14760,6,63
14820,7,64
14880,8,63
14940,9,63
15000,10,62
15060,11,61
15120,12,60
15180,13,61
15240,14,62
15300,15,63
15360,16,62
15420,17,62
15480,18,60
15540,19,61
15600,20,61
15660,21,66
15720,22,66
15780,23,64
15840,0,65
15900,1,66
15960,2,70
16020,3,69
16080,4,69
16140,5,71
16200,6,74
16260,7,73
16320,8,72
16380,9,72
16440,10,72
16500,11,69
16560,12,69
16620,13,70
16680,14,69
16740,15,68
16800,16,66
16860,17,66
16920,18,66
16980,19,67
17040,20,69
17100,21,70
17160,22,71
17220,23,69
17280,0,63
17340,1,64
17400,2,64
17460,3,64
17520,4,64
17580,5,65
17640,6,66
17700,7,68
17760,8,67
17820,9,64
17880,10,63
17940,11,61
18000,12,61
18060,13,60
18120,14,59
18180,15,60
18240,16,61
18300,17,58
18360,18,59
18420,19,59
18480,20,61
18540,21,62
18600,22,64
18660,23,63
18720,0,62
18780,1,63
18840,2,64
18900,3,65
18960,4,66
19020,5,66
19080,6,68
19140,7,68
19200,8,68
19260,9,68
19320,10,67
19380,11,65
19440,12,64
19500,13,63
19560,14,62
19620,15,63
19680,16,60
19740,17,59
19800,18,58
19860,19,61
19920,20,63
19980,21,67
20040,22,68
20100,23,69
20160,0,67
20220,1,69
20280,2,71
20340,3,70
20400,4,72
20460,5,74
20520,6,75
20580,7,76
20640,8,75
20700,9,76
20760,10,74
20820,11,72
20880,12,73
20940,13,73
21000,14,72
21060,15,72
21120,16,72
21180,17,73
21240,18,73
21300,19,73
21360,20,76
21420,21,81
21480,22,83
21540,23,84
