Patient ID,Queue Length,Time
,0,0.0
,1,60.0
,0,120.0
,0,180.0
,0,240.0
,0,300.0
,0,360.0
,0,420.0
,0,480.0
,0,540.0
,3,600.0
,5,660.0
,13,720.0
,14,780.0
,15,840.0
,16,900.0
,22,960.0
,22,1020.0
,25,1080.0
,29,1140.0
,31,1200.0
,38,1260.0
,36,1320.0
,34,1380.0
,34,1440.0
,32,1500.0
,35,1560.0
,32,1620.0
,34,1680.0
,34,1740.0
,35,1800.0
,35,1860.0
,34,1920.0
,36,1980.0
,38,2040.0
,41,2100.0
,44,2160.0
,51,2220.0
,55,2280.0
,54,2340.0
,58,2400.0
,59,2460.0
,61,2520.0
,61,2580.0
,61,2640.0
,64,2700.0
,64,2760.0
,64,2820.0
,66,2880.0
,61,2940.0
,63,3000.0
,62,3060.0
,62,3120.0
,61,3180.0
,60,3240.0
,59,3300.0
,59,3360.0
,58,3420.0
,54,3480.0
,56,3540.0
,61,3600.0
,62,3660.0
,66,3720.0
,70,3780.0
,71,3840.0
,74,3900.0
,77,3960.0
,75,4020.0
,73,4080.0
,68,4140.0
,70,4200.0
,71,4260.0
,70,4320.0
,71,4380.0
,70,4440.0
,66,4500.0
,66,4560.0
,67,4620.0
,65,4680.0
,65,4740.0
,63,4800.0
,60,4860.0
,63,4920.0
,64,4980.0
,66,5040.0
,73,5100.0
,79,5160.0
,79,5220.0
,79,5280.0
,80,5340.0
,85,5400.0
,84,5460.0
,80,5520.0
,80,5580.0
,86,5640.0
,86,5700.0
,85,5760.0
,86,5820.0
,88,5880.0
,86,5940.0
,86,6000.0
,86,6060.0
,83,6120.0
,84,6180.0
,82,6240.0
,84,6300.0
,88,6360.0
,93,6420.0
,96,6480.0
,95,6540.0
,98,6600.0
,100,6660.0
,101,6720.0
,103,6780.0
,103,6840.0
,104,6900.0
,104,6960.0
,105,7020.0
,107,7080.0
,109,7140.0
,109,7200.0
,109,7260.0
,101,7320.0
,101,7380.0
,100,7440.0
,100,7500.0
,99,7560.0
,99,7620.0
,97,7680.0
,101,7740.0
,98,7800.0
,98,7860.0
,99,7920.0
,101,7980.0
,102,8040.0
,105,8100.0
,103,8160.0
,103,8220.0
,100,8280.0
,104,8340.0
,104,8400.0
,101,8460.0
,101,8520.0
,97,8580.0
,100,8640.0
,97,8700.0
,101,8760.0
,102,8820.0
,104,8880.0
,102,8940.0
,102,9000.0
,103,9060.0
,105,9120.0
,109,9180.0
,107,9240.0
,107,9300.0
,107,9360.0
,110,9420.0
,111,9480.0
,113,9540.0
,111,9600.0
,109,9660.0
,108,9720.0
,107,9780.0
,108,9840.0
,109,9900.0
,111,9960.0
,111,10020.0
,112,10080.0
,112,10140.0
,110,10200.0
,110,10260.0
,107,10320.0
,109,10380.0
,108,10440.0
,108,10500.0
,109,10560.0
,112,10620.0
,118,10680.0
,120,10740.0
,122,10800.0
,131,10860.0
,135,10920.0
,138,10980.0
,136,11040.0
,142,11100.0
,143,11160.0
,146,11220.0
,147,11280.0
,147,11340.0
,149,11400.0
,151,11460.0
,152,11520.0
,148,11580.0
,151,11640.0
,154,11700.0
,153,11760.0
,154,11820.0
,156,11880.0
,155,11940.0
,159,12000.0
,158,12060.0
,159,12120.0
,167,12180.0
,170,12240.0
,173,12300.0
,175,12360.0
,178,12420.0
,179,12480.0
,176,12540.0
,176,12600.0
,174,12660.0
,180,12720.0
,178,12780.0
,182,12840.0
,180,12900.0
,177,12960.0
,174,13020.0
,175,13080.0
,173,13140.0
,173,13200.0
,173,13260.0
,172,13320.0
,175,13380.0
,179,13440.0
,182,13500.0
,183,13560.0
,186,13620.0
,187,13680.0
,189,13740.0
,186,13800.0
,189,13860.0
,188,13920.0
,191,13980.0
,191,14040.0
,194,14100.0
,191,14160.0
,193,14220.0
,194,14280.0
,191,14340.0
,187,14400.0
,182,14460.0
,180,14520.0
,179,14580.0
,181,14640.0
,180,14700.0
,179,14760.0
,181,14820.0
,181,14880.0
,183,14940.0
,184,15000.0
,184,15060.0
,187,15120.0
,189,15180.0
,195,15240.0
,195,15300.0
,200,15360.0
,203,15420.0
,205,15480.0
,203,15540.0
,209,15600.0
,206,15660.0
,205,15720.0
,203,15780.0
,202,15840.0
,204,15900.0
,202,15960.0
,198,16020.0
,197,16080.0
,198,16140.0
,195,16200.0
,194,16260.0
,195,16320.0
,196,16380.0
,198,16440.0
,201,16500.0
,200,16560.0
,204,16620.0
,205,16680.0
,204,16740.0
,206,16800.0
,207,16860.0
,202,16920.0
,201,16980.0
,202,17040.0
,203,17100.0
,204,17160.0
,205,17220.0
,203,17280.0
,204,17340.0
,202,17400.0
,203,17460.0
,203,17520.0
,203,17580.0
,204,17640.0
,204,17700.0
,203,17760.0
,206,17820.0
,208,17880.0
,208,17940.0
,211,18000.0
,213,18060.0
,214,18120.0
,218,18180.0
,218,18240.0
,219,18300.0
,222,18360.0
,225,18420.0
,227,18480.0
,231,18540.0
,232,18600.0
,232,18660.0
,229,18720.0
,228,18780.0
,224,18840.0
,224,18900.0
,224,18960.0
,225,19020.0
,224,19080.0
,225,19140.0
,223,19200.0
,225,19260.0
,225,19320.0
,229,19380.0
,231,19440.0
,236,19500.0
,234,19560.0
,231,19620.0
,232,19680.0
,233,19740.0
,236,19800.0
,239,19860.0
,241,19920.0
,246,19980.0
,247,20040.0
,244,20100.0
,241,20160.0
,238,20220.0
,238,20280.0
,239,20340.0
,238,20400.0
,238,20460.0
,238,20520.0
,237,20580.0
,239,20640.0
,240,20700.0
,242,20760.0
,244,20820.0
,251,20880.0
,253,20940.0
,257,21000.0
,263,21060.0
,268,21120.0
,271,21180.0
,274,21240.0
,274,21300.0
,275,21360.0
,278,21420.0
,282,21480.0
,283,21540.0
