Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,1
120,2,0
180,3,0
240,4,0
300,5,0
360,6,0
420,7,0
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,1
840,14,0
900,15,0
960,16,0
1020,17,0
1080,18,0
1140,19,0
1200,20,3
1260,21,5
1320,22,6
1380,23,1
1440,0,0
1500,1,0
1560,2,0
1620,3,1
1680,4,1
1740,5,2
1800,6,3
1860,7,3
1920,8,2
1980,9,1
2040,10,0
2100,11,0
2160,12,1
2220,13,2
2280,14,1
2340,15,3
2400,16,1
2460,17,1
2520,18,2
2580,19,3
2640,20,5
2700,21,8
2760,22,5
2820,23,4
2880,0,2
2940,1,2
3000,2,0
3060,3,0
3120,4,3
3180,5,5
3240,6,6
3300,7,7
3360,8,8
3420,9,6
3480,10,4
3540,11,2
3600,12,0
3660,13,1
3720,14,0
3780,15,0
3840,16,0
3900,17,0
3960,18,3
4020,19,0
4080,20,1
4140,21,2
4200,22,0
4260,23,0
4320,0,2
4380,1,0
4440,2,2
4500,3,3
4560,4,3
4620,5,2
4680,6,6
4740,7,6
4800,8,6
4860,9,7
4920,10,6
4980,11,4
5040,12,4
5100,13,3
5160,14,3
5220,15,4
5280,16,5
5340,17,5
5400,18,6
5460,19,7
5520,20,7
5580,21,10
5640,22,12
5700,23,11
5760,0,12
5820,1,6
5880,2,8
5940,3,7
6000,4,7
6060,5,9
6120,6,10
6180,7,9
6240,8,10
6300,9,9
6360,10,7
6420,11,5
6480,12,4
6540,13,2
6600,14,5
6660,15,5
6720,16,4
6780,17,4
6840,18,5
6900,19,7
6960,20,9
7020,21,11
7080,22,13
7140,23,11
7200,0,12
7260,1,12
7320,2,14
7380,3,16
7440,4,14
7500,5,13
7560,6,14
7620,7,14
7680,8,14
7740,9,12
7800,10,10
7860,11,10
7920,12,8
7980,13,6
8040,14,7
8100,15,6
8160,16,8
8220,17,7
8280,18,9
8340,19,12
8400,20,17
8460,21,21
8520,22,23
8580,23,23
8640,0,23
8700,1,25
8760,2,10
8820,3,12
8880,4,13
8940,5,13
9000,6,15
9060,7,17
9120,8,19
9180,9,19
9240,10,16
9300,11,14
9360,12,15
9420,13,15
9480,14,14
9540,15,15
9600,16,14
9660,17,14
9720,18,17
9780,19,18
9840,20,17
9900,21,21
9960,22,25
10020,23,23
10080,0,23
10140,1,24
10200,2,26
10260,3,27
10320,4,27
10380,5,26
10440,6,27
10500,7,28
10560,8,27
10620,9,28
10680,10,26
10740,11,24
10800,12,24
10860,13,23
10920,14,21
10980,15,22
11040,16,21
11100,17,21
11160,18,20
11220,19,22
11280,20,24
11340,21,26
11400,22,29
11460,23,28
11520,0,30
11580,1,31
11640,2,30
11700,3,29
11760,4,33
11820,5,35
11880,6,36
11940,7,37
12000,8,37
12060,9,37
12120,10,36
12180,11,35
12240,12,35
12300,13,38
12360,14,39
12420,15,38
12480,16,37
12540,17,38
12600,18,41
12660,19,40
12720,20,42
12780,21,44
12840,22,44
12900,23,46
12960,0,45
13020,1,46
13080,2,48
13140,3,49
13200,4,48
13260,5,50
13320,6,49
13380,7,50
13440,8,51
13500,9,52
13560,10,51
13620,11,50
13680,12,49
13740,13,49
13800,14,49
13860,15,49
13920,16,48
13980,17,49
14040,18,49
14100,19,49
14160,20,47
14220,21,53
14280,22,55
14340,23,56
14400,0,56
14460,1,48
14520,2,50
14580,3,47
14640,4,49
14700,5,46
14760,6,48
14820,7,50
14880,8,50
14940,9,50
15000,10,48
15060,11,47
15120,12,48
15180,13,47
15240,14,47
15300,15,47
15360,16,48
15420,17,48
15480,18,49
15540,19,50
15600,20,50
15660,21,53
15720,22,56
15780,23,56
15840,0,56
15900,1,52
15960,2,54
16020,3,55
16080,4,52
16140,5,53
16200,6,52
16260,7,51
16320,8,49
16380,9,49
16440,10,47
16500,11,44
16560,12,45
16620,13,44
16680,14,43
16740,15,43
16800,16,41
16860,17,42
16920,18,46
16980,19,48
17040,20,49
17100,21,52
17160,22,55
17220,23,55
17280,0,55
17340,1,55
17400,2,59
17460,3,57
17520,4,58
17580,5,58
17640,6,60
17700,7,61
17760,8,58
17820,9,58
17880,10,56
17940,11,56
18000,12,54
18060,13,55
18120,14,56
18180,15,56
18240,16,54
18300,17,56
18360,18,57
18420,19,60
18480,20,61
18540,21,65
18600,22,67
18660,23,68
18720,0,69
18780,1,70
18840,2,72
18900,3,70
18960,4,72
19020,5,73
19080,6,74
19140,7,77
19200,8,77
19260,9,78
19320,10,77
19380,11,75
19440,12,74
19500,13,74
19560,14,73
19620,15,72
19680,16,72
19740,17,74
19800,18,74
19860,19,74
19920,20,77
19980,21,80
20040,22,83
20100,23,81
20160,0,82
20220,1,84
20280,2,84
20340,3,84
20400,4,86
20460,5,87
20520,6,88
20580,7,91
20640,8,93
20700,9,93
20760,10,90
20820,11,90
20880,12,90
20940,13,89
21000,14,90
21060,15,90
21120,16,88
21180,17,88
21240,18,88
21300,19,89
21360,20,90
21420,21,97
21480,22,96
21540,23,98
