Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,0
240,4,0
300,5,0
360,6,0
420,7,0
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,0
840,14,0
900,15,0
960,16,1
1020,17,3
1080,18,3
1140,19,6
1200,20,6
1260,21,10
1320,22,10
1380,23,10
1440,0,2
1500,1,2
1560,2,2
1620,3,1
1680,4,4
1740,5,4
1800,6,5
1860,7,7
1920,8,6
1980,9,6
2040,10,5
2100,11,3
2160,12,4
2220,13,7
2280,14,7
2340,15,7
2400,16,7
2460,17,7
2520,18,9
2580,19,12
2640,20,12
2700,21,17
2760,22,18
2820,23,18
2880,0,15
2940,1,16
3000,2,16
3060,3,16
3120,4,17
3180,5,17
3240,6,18
3300,7,20
3360,8,18
3420,9,17
3480,10,16
3540,11,14
3600,12,13
3660,13,10
3720,14,10
3780,15,11
3840,16,10
3900,17,11
3960,18,5
4020,19,6
4080,20,10
4140,21,12
4200,22,14
4260,23,16
4320,0,15
4380,1,4
4440,2,5
4500,3,8
4560,4,9
4620,5,8
4680,6,9
4740,7,10
4800,8,11
4860,9,11
4920,10,10
4980,11,8
5040,12,7
5100,13,7
5160,14,9
5220,15,11
5280,16,12
5340,17,13
5400,18,13
5460,19,16
5520,20,17
5580,21,19
5640,22,16
5700,23,16
5760,0,16
5820,1,14
5880,2,16
5940,3,17
6000,4,19
6060,5,20
6120,6,22
6180,7,23
6240,8,25
6300,9,23
6360,10,22
6420,11,19
6480,12,19
6540,13,19
6600,14,19
6660,15,19
6720,16,18
6780,17,21
6840,18,24
6900,19,26
6960,20,27
7020,21,27
7080,22,30
7140,23,28
7200,0,29
7260,1,28
7320,2,31
7380,3,31
7440,4,33
7500,5,35
7560,6,33
7620,7,35
7680,8,38
7740,9,37
7800,10,34
7860,11,32
7920,12,33
7980,13,32
8040,14,32
8100,15,30
8160,16,28
8220,17,28
8280,18,29
8340,19,29
8400,20,31
8460,21,34
8520,22,35
8580,23,36
8640,0,36
8700,1,36
8760,2,37
8820,3,37
8880,4,39
8940,5,38
9000,6,38
9060,7,40
9120,8,39
9180,9,38
9240,10,37
9300,11,36
9360,12,36
9420,13,36
9480,14,37
9540,15,37
9600,16,38
9660,17,39
9720,18,39
9780,19,41
9840,20,45
9900,21,46
9960,22,49
10020,23,48
10080,0,50
10140,1,52
10200,2,53
10260,3,53
10320,4,53
10380,5,54
10440,6,56
10500,7,58
10560,8,58
10620,9,57
10680,10,55
10740,11,53
10800,12,53
10860,13,52
10920,14,53
10980,15,52
11040,16,50
11100,17,49
11160,18,50
11220,19,53
11280,20,55
11340,21,56
11400,22,54
11460,23,54
11520,0,53
11580,1,53
11640,2,58
11700,3,54
11760,4,55
11820,5,56
11880,6,56
11940,7,56
12000,8,56
12060,9,55
12120,10,53
12180,11,50
12240,12,48
12300,13,49
12360,14,50
12420,15,47
12480,16,48
12540,17,48
12600,18,50
12660,19,53
12720,20,55
12780,21,61
12840,22,61
12900,23,61
12960,0,61
13020,1,61
13080,2,61
13140,3,62
13200,4,62
13260,5,66
13320,6,66
13380,7,67
13440,8,66
13500,9,66
13560,10,65
13620,11,64
13680,12,63
13740,13,62
13800,14,60
13860,15,62
13920,16,65
13980,17,63
14040,18,65
14100,19,67
14160,20,68
14220,21,72
14280,22,71
14340,23,72
14400,0,72
14460,1,72
14520,2,70
14580,3,71
14640,4,71
14700,5,70
14760,6,74
14820,7,73
14880,8,75
14940,9,75
15000,10,73
15060,11,72
15120,12,72
15180,13,71
15240,14,71
15300,15,69
15360,16,69
15420,17,70
15480,18,70
15540,19,72
15600,20,73
15660,21,77
15720,22,79
15780,23,79
15840,0,77
15900,1,78
15960,2,74
16020,3,77
16080,4,77
16140,5,78
16200,6,80
16260,7,80
16320,8,80
16380,9,79
16440,10,75
16500,11,72
16560,12,73
16620,13,74
16680,14,72
16740,15,73
16800,16,73
16860,17,70
16920,18,70
16980,19,72
17040,20,74
17100,21,78
17160,22,81
17220,23,81
17280,0,81
17340,1,77
17400,2,79
17460,3,78
17520,4,77
17580,5,78
17640,6,79
17700,7,81
17760,8,79
17820,9,78
17880,10,78
17940,11,76
18000,12,77
18060,13,77
18120,14,76
18180,15,75
18240,16,74
18300,17,75
18360,18,76
18420,19,80
18480,20,84
18540,21,88
18600,22,88
18660,23,90
18720,0,83
18780,1,85
18840,2,86
18900,3,85
18960,4,84
19020,5,85
19080,6,87
19140,7,86
19200,8,85
19260,9,84
19320,10,82
19380,11,79
19440,12,79
19500,13,81
19560,14,80
19620,15,80
19680,16,79
19740,17,78
19800,18,79
19860,19,81
19920,20,85
19980,21,86
20040,22,89
20100,23,88
20160,0,89
20220,1,89
20280,2,92
20340,3,93
20400,4,95
20460,5,94
20520,6,94
20580,7,95
20640,8,96
20700,9,96
20760,10,95
20820,11,92
20880,12,92
20940,13,91
21000,14,93
21060,15,94
21120,16,95
21180,17,96
21240,18,98
21300,19,100
21360,20,104
21420,21,107
21480,22,111
21540,23,110
