Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,3
240,4,1
300,5,2
360,6,2
420,7,3
480,8,1
540,9,0
600,10,0
660,11,0
720,12,0
780,13,2
840,14,0
900,15,1
960,16,0
1020,17,0
1080,18,0
1140,19,3
1200,20,5
1260,21,5
1320,22,6
1380,23,8
1440,0,8
1500,1,6
1560,2,7
1620,3,9
1680,4,10
1740,5,10
1800,6,11
1860,7,11
1920,8,9
1980,9,9
2040,10,8
2100,11,7
2160,12,6
2220,13,7
2280,14,8
2340,15,7
2400,16,5
2460,17,5
2520,18,6
2580,19,8
2640,20,8
2700,21,11
2760,22,14
2820,23,5
2880,0,5
2940,1,4
3000,2,7
3060,3,7
3120,4,10
3180,5,8
3240,6,9
3300,7,11
3360,8,11
3420,9,11
3480,10,9
3540,11,9
3600,12,10
3660,13,9
3720,14,9
3780,15,8
3840,16,9
3900,17,10
3960,18,10
4020,19,10
4080,20,12
4140,21,14
4200,22,16
4260,23,13
4320,0,12
4380,1,10
4440,2,11
4500,3,8
4560,4,6
4620,5,8
4680,6,10
4740,7,14
4800,8,14
4860,9,16
4920,10,14
4980,11,14
5040,12,13
5100,13,14
5160,14,13
5220,15,14
5280,16,14
5340,17,14
5400,18,10
5460,19,14
5520,20,17
5580,21,22
5640,22,25
5700,23,26
5760,0,18
5820,1,20
5880,2,19
5940,3,20
6000,4,21
6060,5,19
6120,6,18
6180,7,19
6240,8,21
6300,9,20
6360,10,20
6420,11,17
6480,12,18
6540,13,18
6600,14,18
6660,15,17
6720,16,16
6780,17,17
6840,18,17
6900,19,15
6960,20,16
7020,21,20
7080,22,23
7140,23,22
7200,0,19
7260,1,22
7320,2,23
7380,3,22
7440,4,23
7500,5,22
7560,6,22
7620,7,21
7680,8,20
7740,9,19
7800,10,18
7860,11,17
7920,12,19
7980,13,19
8040,14,18
8100,15,19
8160,16,16
8220,17,18
8280,18,18
8340,19,18
8400,20,19
8460,21,24
8520,22,24
8580,23,24
8640,0,24
8700,1,23
8760,2,24
8820,3,23
8880,4,25
8940,5,25
9000,6,25
9060,7,26
9120,8,27
9180,9,27
9240,10,24
9300,11,23
9360,12,22
9420,13,23
9480,14,22
9540,15,22
9600,16,21
9660,17,20
9720,18,19
9780,19,21
9840,20,23
9900,21,26
9960,22,29
10020,23,29
10080,0,29
10140,1,31
10200,2,33
10260,3,32
10320,4,35
10380,5,35
10440,6,37
10500,7,36
10560,8,35
10620,9,35
10680,10,33
10740,11,31
10800,12,31
10860,13,29
10920,14,27
10980,15,29
11040,16,30
11100,17,30
11160,18,33
11220,19,35
11280,20,34
11340,21,34
11400,22,37
11460,23,35
11520,0,35
11580,1,33
11640,2,36
11700,3,35
11760,4,37
11820,5,37
11880,6,38
11940,7,42
12000,8,43
12060,9,42
12120,10,41
12180,11,39
12240,12,39
12300,13,40
12360,14,40
12420,15,41
12480,16,43
12540,17,43
12600,18,42
12660,19,46
12720,20,47
12780,21,48
12840,22,50
12900,23,51
12960,0,51
13020,1,46
13080,2,46
13140,3,45
13200,4,49
13260,5,47
13320,6,49
13380,7,51
13440,8,53
13500,9,52
13560,10,50
13620,11,48
13680,12,47
13740,13,47
13800,14,47
13860,15,49
13920,16,47
13980,17,46
14040,18,47
14100,19,47
14160,20,47
14220,21,51
14280,22,48
14340,23,46
14400,0,41
14460,1,44
14520,2,46
14580,3,36
14640,4,38
14700,5,37
14760,6,42
14820,7,41
14880,8,40
14940,9,40
15000,10,38
15060,11,36
15120,12,36
15180,13,35
15240,14,35
15300,15,36
15360,16,35
15420,17,33
15480,18,34
15540,19,29
15600,20,32
15660,21,37
15720,22,40
15780,23,39
15840,0,38
15900,1,36
15960,2,38
16020,3,38
16080,4,39
16140,5,39
16200,6,41
16260,7,40
16320,8,39
16380,9,38
16440,10,37
16500,11,34
16560,12,34
16620,13,34
16680,14,34
16740,15,32
16800,16,32
16860,17,35
16920,18,34
16980,19,36
17040,20,38
17100,21,39
17160,22,41
17220,23,41
17280,0,42
17340,1,42
17400,2,42
17460,3,41
17520,4,44
17580,5,44
17640,6,43
17700,7,47
17760,8,44
17820,9,43
17880,10,41
17940,11,41
18000,12,40
18060,13,41
18120,14,40
18180,15,40
18240,16,39
18300,17,40
18360,18,40
18420,19,44
18480,20,48
18540,21,50
18600,22,49
18660,23,50
18720,0,51
18780,1,49
18840,2,52
18900,3,50
18960,4,53
19020,5,53
19080,6,53
19140,7,53
19200,8,55
19260,9,55
19320,10,54
19380,11,52
19440,12,51
19500,13,52
19560,14,53
19620,15,54
19680,16,55
19740,17,55
19800,18,56
19860,19,58
19920,20,58
19980,21,61
20040,22,64
20100,23,61
20160,0,62
20220,1,64
20280,2,66
20340,3,68
20400,4,70
20460,5,70
20520,6,70
20580,7,71
20640,8,70
20700,9,71
20760,10,70
20820,11,67
20880,12,69
20940,13,70
21000,14,71
21060,15,71
21120,16,72
21180,17,73
21240,18,75
21300,19,77
21360,20,78
21420,21,84
21480,22,87
21540,23,87
