Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,0
240,4,0
300,5,0
360,6,0
420,7,1
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,1
840,14,1
900,15,0
960,16,1
1020,17,4
1080,18,3
1140,19,4
1200,20,8
1260,21,11
1320,22,11
1380,23,12
1440,0,6
1500,1,7
1560,2,3
1620,3,6
1680,4,8
1740,5,9
1800,6,9
1860,7,10
1920,8,10
1980,9,10
2040,10,7
2100,11,6
2160,12,7
2220,13,8
2280,14,8
2340,15,8
2400,16,8
2460,17,8
2520,18,10
2580,19,12
2640,20,14
2700,21,15
2760,22,17
2820,23,17
2880,0,17
2940,1,6
3000,2,8
3060,3,7
3120,4,8
3180,5,10
3240,6,9
3300,7,12
3360,8,10
3420,9,9
3480,10,8
3540,11,5
3600,12,4
3660,13,5
3720,14,4
3780,15,4
3840,16,4
3900,17,5
3960,18,5
4020,19,6
4080,20,9
4140,21,11
4200,22,14
4260,23,13
4320,0,13
4380,1,12
4440,2,13
4500,3,15
4560,4,13
4620,5,17
4680,6,16
4740,7,18
4800,8,19
4860,9,20
4920,10,19
4980,11,15
5040,12,13
5100,13,12
5160,14,12
5220,15,12
5280,16,12
5340,17,12
5400,18,15
5460,19,17
5520,20,21
5580,21,25
5640,22,27
5700,23,24
5760,0,24
5820,1,23
5880,2,23
5940,3,22
6000,4,21
6060,5,22
6120,6,24
6180,7,23
6240,8,23
6300,9,22
6360,10,21
6420,11,20
6480,12,21
6540,13,21
6600,14,20
6660,15,18
6720,16,18
6780,17,17
6840,18,18
6900,19,19
6960,20,21
7020,21,25
7080,22,28
7140,23,28
7200,0,28
7260,1,16
7320,2,16
7380,3,19
7440,4,20
7500,5,22
7560,6,20
7620,7,23
7680,8,25
7740,9,24
7800,10,23
7860,11,20
7920,12,20
7980,13,20
8040,14,22
8100,15,21
8160,16,23
8220,17,23
8280,18,24
8340,19,23
8400,20,24
8460,21,24
8520,22,27
8580,23,27
8640,0,28
8700,1,27
8760,2,30
8820,3,30
8880,4,32
8940,5,31
9000,6,32
9060,7,33
9120,8,33
9180,9,34
9240,10,30
9300,11,28
9360,12,27
9420,13,27
9480,14,26
9540,15,26
9600,16,24
9660,17,23
9720,18,24
9780,19,26
9840,20,29
9900,21,31
9960,22,35
10020,23,34
10080,0,35
10140,1,34
10200,2,36
10260,3,36
10320,4,37
10380,5,38
10440,6,38
10500,7,39
10560,8,39
10620,9,36
10680,10,37
10740,11,34
10800,12,30
10860,13,31
10920,14,31
10980,15,33
11040,16,33
11100,17,34
11160,18,35
11220,19,37
11280,20,39
11340,21,43
11400,22,44
11460,23,44
11520,0,44
11580,1,43
11640,2,43
11700,3,41
11760,4,40
11820,5,43
11880,6,45
11940,7,47
12000,8,48
12060,9,49
12120,10,46
12180,11,47
12240,12,48
12300,13,49
12360,14,50
12420,15,49
12480,16,49
12540,17,48
12600,18,50
12660,19,50
12720,20,43
12780,21,42
12840,22,43
12900,23,41
12960,0,40
13020,1,34
13080,2,35
13140,3,36
13200,4,36
13260,5,37
13320,6,38
13380,7,38
13440,8,40
13500,9,40
13560,10,39
13620,11,37
13680,12,36
13740,13,38
13800,14,37
13860,15,38
13920,16,39
13980,17,39
14040,18,39
14100,19,43
14160,20,42
14220,21,46
14280,22,48
14340,23,40
14400,0,39
14460,1,34
14520,2,36
14580,3,30
14640,4,29
14700,5,30
14760,6,32
14820,7,32
14880,8,33
14940,9,33
15000,10,31
15060,11,29
15120,12,29
15180,13,28
15240,14,28
15300,15,26
15360,16,24
15420,17,21
15480,18,23
15540,19,25
15600,20,28
15660,21,29
15720,22,30
15780,23,30
15840,0,28
15900,1,26
15960,2,26
16020,3,24
16080,4,26
16140,5,29
16200,6,27
16260,7,28
16320,8,29
16380,9,26
16440,10,23
16500,11,21
16560,12,21
16620,13,20
16680,14,19
16740,15,21
16800,16,22
16860,17,22
16920,18,19
16980,19,22
17040,20,23
17100,21,25
17160,22,27
17220,23,24
17280,0,24
17340,1,25
17400,2,25
17460,3,27
17520,4,29
17580,5,30
17640,6,31
17700,7,33
17760,8,33
17820,9,34
17880,10,33
17940,11,32
18000,12,32
18060,13,32
18120,14,34
18180,15,32
18240,16,35
18300,17,36
18360,18,38
18420,19,38
18480,20,41
18540,21,46
18600,22,48
18660,23,48
18720,0,49
18780,1,51
18840,2,53
18900,3,55
18960,4,57
19020,5,57
19080,6,57
19140,7,58
19200,8,59
19260,9,58
19320,10,56
19380,11,55
19440,12,55
19500,13,55
19560,14,54
19620,15,53
19680,16,53
19740,17,53
19800,18,52
19860,19,56
19920,20,57
19980,21,60
20040,22,63
20100,23,61
20160,0,62
20220,1,64
20280,2,66
20340,3,63
20400,4,65
20460,5,65
20520,6,68
20580,7,67
20640,8,68
20700,9,68
20760,10,66
20820,11,66
20880,12,66
20940,13,64
21000,14,64
21060,15,64
21120,16,64
21180,17,64
21240,18,67
21300,19,69
21360,20,71
21420,21,74
21480,22,76
21540,23,75
