Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,1
240,4,0
300,5,2
360,6,1
420,7,1
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,2
840,14,1
900,15,3
960,16,1
1020,17,0
1080,18,1
1140,19,4
1200,20,5
1260,21,11
1320,22,12
1380,23,12
1440,0,8
1500,1,9
1560,2,10
1620,3,13
1680,4,17
1740,5,18
1800,6,16
1860,7,18
1920,8,17
1980,9,14
2040,10,11
2100,11,11
2160,12,9
2220,13,9
2280,14,7
2340,15,9
2400,16,7
2460,17,6
2520,18,7
2580,19,7
2640,20,9
2700,21,13
2760,22,14
2820,23,15
2880,0,13
2940,1,13
3000,2,16
3060,3,18
3120,4,18
3180,5,16
3240,6,18
3300,7,17
3360,8,16
3420,9,14
3480,10,13
3540,11,10
3600,12,10
3660,13,10
3720,14,9
3780,15,8
3840,16,10
3900,17,9
3960,18,11
4020,19,13
4080,20,12
4140,21,16
4200,22,16
4260,23,18
4320,0,17
4380,1,17
4440,2,19
4500,3,16
4560,4,19
4620,5,13
4680,6,13
4740,7,13
4800,8,13
4860,9,12
4920,10,10
4980,11,10
5040,12,10
5100,13,10
5160,14,12
5220,15,14
5280,16,16
5340,17,17
5400,18,18
5460,19,19
5520,20,23
5580,21,26
5640,22,28
5700,23,28
5760,0,28
5820,1,25
5880,2,24
5940,3,26
6000,4,26
6060,5,22
6120,6,24
6180,7,23
6240,8,22
6300,9,21
6360,10,19
6420,11,18
6480,12,18
6540,13,21
6600,14,20
6660,15,21
6720,16,21
6780,17,23
6840,18,24
6900,19,26
6960,20,26
7020,21,31
7080,22,34
7140,23,33
7200,0,22
7260,1,22
7320,2,23
7380,3,26
7440,4,26
7500,5,28
7560,6,28
7620,7,27
7680,8,26
7740,9,24
7800,10,24
7860,11,21
7920,12,21
7980,13,20
8040,14,20
8100,15,20
8160,16,20
8220,17,20
8280,18,22
8340,19,25
8400,20,27
8460,21,30
8520,22,32
8580,23,33
8640,0,32
8700,1,33
8760,2,35
8820,3,33
8880,4,35
8940,5,35
9000,6,36
9060,7,38
9120,8,39
9180,9,39
9240,10,37
9300,11,36
9360,12,35
9420,13,35
9480,14,34
9540,15,34
9600,16,36
9660,17,35
9720,18,37
9780,19,38
9840,20,38
9900,21,44
9960,22,44
10020,23,46
10080,0,45
10140,1,45
10200,2,47
10260,3,48
10320,4,50
10380,5,52
10440,6,54
10500,7,55
10560,8,54
10620,9,51
10680,10,50
10740,11,49
10800,12,46
10860,13,46
10920,14,47
10980,15,50
11040,16,50
11100,17,51
11160,18,52
11220,19,52
11280,20,54
11340,21,56
11400,22,59
11460,23,60
11520,0,61
11580,1,58
11640,2,60
11700,3,60
11760,4,63
11820,5,63
11880,6,66
11940,7,65
12000,8,66
12060,9,65
12120,10,62
12180,11,61
12240,12,59
12300,13,61
12360,14,60
12420,15,61
12480,16,60
12540,17,61
12600,18,62
12660,19,64
12720,20,66
12780,21,67
12840,22,67
12900,23,62
12960,0,61
13020,1,62
13080,2,64
13140,3,62
13200,4,63
13260,5,64
13320,6,67
13380,7,65
13440,8,66
13500,9,66
13560,10,63
13620,11,62
13680,12,63
13740,13,61
13800,14,61
13860,15,63
13920,16,63
13980,17,63
14040,18,66
14100,19,66
14160,20,66
14220,21,71
14280,22,74
14340,23,74
14400,0,77
14460,1,75
14520,2,76
14580,3,75
14640,4,76
14700,5,79
14760,6,79
14820,7,80
14880,8,80
14940,9,79
15000,10,77
15060,11,75
15120,12,73
15180,13,75
15240,14,78
15300,15,80
15360,16,80
15420,17,79
15480,18,81
15540,19,81
15600,20,83
15660,21,87
15720,22,85
15780,23,84
15840,0,85
15900,1,79
15960,2,81
16020,3,81
16080,4,83
16140,5,84
16200,6,85
16260,7,86
16320,8,86
16380,9,86
16440,10,86
16500,11,84
16560,12,83
16620,13,82
16680,14,81
16740,15,82
16800,16,81
16860,17,82
16920,18,84
16980,19,84
17040,20,84
17100,21,89
17160,22,89
17220,23,89
17280,0,84
17340,1,84
17400,2,85
17460,3,78
17520,4,82
17580,5,83
17640,6,83
17700,7,84
17760,8,82
17820,9,82
17880,10,81
17940,11,78
18000,12,78
18060,13,79
18120,14,80
18180,15,79
18240,16,78
18300,17,78
18360,18,78
18420,19,79
18480,20,82
18540,21,85
18600,22,87
18660,23,83
18720,0,84
18780,1,84
18840,2,85
18900,3,87
18960,4,87
19020,5,88
19080,6,88
19140,7,88
19200,8,87
19260,9,88
19320,10,85
19380,11,83
19440,12,83
19500,13,85
19560,14,86
19620,15,86
19680,16,83
19740,17,85
19800,18,84
19860,19,88
19920,20,89
19980,21,92
20040,22,95
20100,23,95
20160,0,95
20220,1,93
20280,2,94
20340,3,91
20400,4,91
20460,5,91
20520,6,93
20580,7,94
20640,8,92
20700,9,92
20760,10,90
20820,11,88
20880,12,89
20940,13,86
21000,14,86
21060,15,86
21120,16,87
21180,17,87
21240,18,87
21300,19,88
21360,20,88
21420,21,92
21480,22,95
21540,23,93
