Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,0
240,4,0
300,5,1
360,6,0
420,7,2
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,0
840,14,0
900,15,0
960,16,0
1020,17,0
1080,18,0
1140,19,0
1200,20,3
1260,21,7
1320,22,7
1380,23,7
1440,0,4
1500,1,3
1560,2,5
1620,3,7
1680,4,7
1740,5,10
1800,6,10
1860,7,10
1920,8,11
1980,9,10
2040,10,9
2100,11,7
2160,12,7
2220,13,7
2280,14,8
2340,15,8
2400,16,7
2460,17,8
2520,18,7
2580,19,9
2640,20,11
2700,21,15
2760,22,18
2820,23,17
2880,0,3
2940,1,3
3000,2,3
3060,3,4
3120,4,4
3180,5,5
3240,6,4
3300,7,7
3360,8,7
3420,9,7
3480,10,6
3540,11,4
3600,12,4
3660,13,5
3720,14,3
3780,15,3
3840,16,3
3900,17,3
3960,18,6
4020,19,7
4080,20,8
4140,21,9
4200,22,12
4260,23,7
4320,0,8
4380,1,9
4440,2,9
4500,3,9
4560,4,10
4620,5,10
4680,6,12
4740,7,11
4800,8,9
4860,9,9
4920,10,8
4980,11,6
5040,12,8
5100,13,6
5160,14,6
5220,15,6
5280,16,6
5340,17,6
5400,18,7
5460,19,12
5520,20,12
5580,21,16
5640,22,18
5700,23,18
5760,0,11
5820,1,13
5880,2,15
5940,3,17
6000,4,18
6060,5,19
6120,6,21
6180,7,19
6240,8,10
6300,9,9
6360,10,8
6420,11,6
6480,12,3
6540,13,2
6600,14,2
6660,15,2
6720,16,0
6780,17,1
6840,18,1
6900,19,0
6960,20,0
7020,21,3
7080,22,2
7140,23,0
7200,0,0
7260,1,0
7320,2,0
7380,3,2
7440,4,0
7500,5,2
7560,6,1
7620,7,5
7680,8,6
7740,9,5
7800,10,4
7860,11,2
7920,12,1
7980,13,1
8040,14,0
8100,15,1
8160,16,1
8220,17,1
8280,18,2
8340,19,1
8400,20,1
8460,21,5
8520,22,7
8580,23,7
8640,0,8
8700,1,9
8760,2,8
8820,3,8
8880,4,10
8940,5,9
9000,6,13
9060,7,14
9120,8,13
9180,9,14
9240,10,13
9300,11,11
9360,12,13
9420,13,15
9480,14,13
9540,15,15
9600,16,14
9660,17,13
9720,18,13
9780,19,13
9840,20,15
9900,21,18
9960,22,19
10020,23,20
10080,0,22
10140,1,24
10200,2,26
10260,3,27
10320,4,27
10380,5,30
10440,6,26
10500,7,28
10560,8,28
10620,9,28
10680,10,26
10740,11,26
10800,12,25
10860,13,25
10920,14,26
10980,15,26
11040,16,27
11100,17,28
11160,18,29
11220,19,29
11280,20,32
11340,21,34
11400,22,36
11460,23,29
11520,0,30
11580,1,28
11640,2,29
11700,3,29
11760,4,29
11820,5,30
11880,6,33
11940,7,33
12000,8,34
12060,9,34
12120,10,33
12180,11,31
12240,12,29
12300,13,30
12360,14,29
12420,15,30
12480,16,32
12540,17,34
12600,18,35
12660,19,35
12720,20,38
12780,21,40
12840,22,40
12900,23,40
12960,0,40
13020,1,40
13080,2,43
13140,3,40
13200,4,43
13260,5,43
13320,6,45
13380,7,47
13440,8,46
13500,9,43
13560,10,40
13620,11,39
13680,12,38
13740,13,38
13800,14,39
13860,15,40
13920,16,39
13980,17,38
14040,18,37
14100,19,41
14160,20,43
14220,21,45
14280,22,46
14340,23,45
14400,0,45
14460,1,45
14520,2,46
14580,3,47
14640,4,47
14700,5,48
14760,6,48
14820,7,50
14880,8,50
14940,9,50
15000,10,48
15060,11,46
15120,12,44
15180,13,44
15240,14,45
15300,15,44
15360,16,44
15420,17,44
15480,18,46
15540,19,45
15600,20,47
15660,21,50
15720,22,51
15780,23,51
15840,0,48
15900,1,45
15960,2,45
16020,3,46
16080,4,49
16140,5,48
16200,6,50
16260,7,51
16320,8,50
16380,9,51
16440,10,50
16500,11,46
16560,12,45
16620,13,44
16680,14,45
16740,15,45
16800,16,45
16860,17,48
16920,18,51
16980,19,55
17040,20,53
17100,21,54
17160,22,57
17220,23,53
17280,0,55
17340,1,56
17400,2,58
17460,3,59
17520,4,61
17580,5,63
17640,6,62
17700,7,61
17760,8,61
17820,9,61
17880,10,59
17940,11,58
18000,12,57
18060,13,58
18120,14,59
18180,15,58
18240,16,60
18300,17,61
18360,18,61
18420,19,62
18480,20,64
18540,21,68
18600,22,71
18660,23,71
18720,0,70
18780,1,72
18840,2,73
18900,3,75
18960,4,76
19020,5,77
19080,6,79
19140,7,81
19200,8,81
19260,9,82
19320,10,80
19380,11,80
19440,12,80
19500,13,82
19560,14,82
19620,15,81
19680,16,79
19740,17,81
19800,18,83
19860,19,86
19920,20,89
19980,21,90
20040,22,94
20100,23,92
20160,0,92
20220,1,90
20280,2,92
20340,3,95
20400,4,96
20460,5,94
20520,6,94
20580,7,97
20640,8,97
20700,9,97
20760,10,95
20820,11,93
20880,12,91
20940,13,92
21000,14,92
21060,15,93
21120,16,95
21180,17,94
21240,18,97
21300,19,99
21360,20,99
21420,21,103
21480,22,105
21540,23,106
