Run Number,Time,Queue Length
1.0,15560,0
1.0,15570,0
1.0,15580,0
1.0,15590,0
1.0,15600,0
1.0,15610,0
1.0,15620,0
1.0,15630,0
1.0,15640,0
1.0,15650,0
1.0,15660,0
1.0,15670,0
1.0,15680,0
1.0,15690,0
1.0,15700,0
1.0,15710,0
1.0,15720,0
1.0,15730,0
1.0,15740,0
1.0,15750,0
1.0,15760,0
1.0,15770,0
1.0,15780,0
1.0,15790,0
1.0,15800,1
1.0,15810,1
1.0,15820,0
1.0,15830,1
1.0,15840,2
1.0,15850,3
1.0,15860,5
1.0,15870,5
1.0,15880,3
1.0,15890,0
1.0,15900,1
1.0,15910,0
1.0,15920,0
1.0,15930,2
1.0,15940,0
1.0,15950,0
1.0,15960,1
1.0,15970,2
1.0,15980,0
1.0,15990,0
1.0,16000,1
1.0,16010,1
1.0,16020,0
1.0,16030,0
1.0,16040,0
1.0,16050,2
1.0,16060,0
1.0,16070,0
1.0,16080,0
1.0,16090,0
1.0,16100,0
1.0,16110,0
1.0,16120,0
1.0,16130,0
1.0,16140,0
1.0,16150,0
1.0,16160,0
1.0,16170,0
1.0,16180,0
1.0,16190,0
1.0,16200,2
1.0,16210,1
1.0,16220,0
1.0,16230,1
1.0,16240,0
1.0,16250,2
1.0,16260,2
1.0,16270,0
1.0,16280,0
1.0,16290,0
1.0,16300,0
1.0,16310,0
1.0,16320,0
1.0,16330,0
1.0,16340,1
1.0,16350,1
1.0,16360,3
1.0,16370,1
1.0,16380,2
1.0,16390,1
1.0,16400,1
1.0,16410,1
1.0,16420,1
1.0,16430,0
1.0,16440,3
1.0,16450,1
1.0,16460,0
1.0,16470,0
1.0,16480,0
1.0,16490,0
1.0,16500,2
1.0,16510,1
1.0,16520,1
1.0,16530,0
1.0,16540,0
1.0,16550,1
1.0,16560,2
1.0,16570,2
1.0,16580,0
1.0,16590,0
1.0,16600,2
1.0,16610,0
1.0,16620,0
1.0,16630,0
1.0,16640,0
1.0,16650,0
1.0,16660,1
1.0,16670,0
1.0,16680,0
1.0,16690,0
1.0,16700,0
1.0,16710,0
1.0,16720,0
1.0,16730,0
1.0,16740,1
1.0,16750,1
1.0,16760,1
1.0,16770,4
1.0,16780,3
1.0,16790,2
1.0,16800,0
1.0,16810,0
1.0,16820,1
1.0,16830,0
1.0,16840,0
1.0,16850,1
1.0,16860,2
1.0,16870,0
1.0,16880,0
1.0,16890,0
1.0,16900,0
1.0,16910,0
1.0,16920,1
1.0,16930,0
1.0,16940,0
1.0,16950,0
1.0,16960,0
1.0,16970,0
1.0,16980,0
1.0,16990,0
1.0,17000,0
1.0,17010,1
1.0,17020,1
1.0,17030,1
1.0,17040,1
1.0,17050,0
1.0,17060,0
1.0,17070,0
1.0,17080,0
1.0,17090,0
1.0,17100,4
1.0,17110,4
1.0,17120,3
1.0,17130,2
1.0,17140,0
1.0,17150,1
1.0,17160,1
1.0,17170,0
1.0,17180,0
1.0,17190,0
1.0,17200,0
1.0,17210,0
1.0,17220,0
1.0,17230,0
1.0,17240,0
1.0,17250,0
1.0,17260,0
1.0,17270,0
1.0,17280,0
1.0,17290,0
1.0,17300,0
1.0,17310,0
1.0,17320,0
1.0,17330,0
1.0,17340,0
1.0,17350,0
1.0,17360,0
1.0,17370,0
1.0,17380,0
1.0,17390,0
1.0,17400,0
1.0,17410,0
1.0,17420,0
1.0,17430,0
1.0,17440,0
1.0,17450,3
1.0,17460,3
1.0,17470,1
1.0,17480,0
1.0,17490,0
1.0,17500,1
1.0,17510,0
1.0,17520,1
1.0,17530,3
1.0,17540,5
1.0,17550,6
1.0,17560,4
1.0,17570,4
1.0,17580,4
1.0,17590,3
1.0,17600,2
1.0,17610,3
1.0,17620,1
1.0,17630,0
1.0,17640,0
1.0,17650,0
1.0,17660,0
1.0,17670,0
1.0,17680,0
1.0,17690,0
1.0,17700,0
1.0,17710,0
1.0,17720,0
1.0,17730,0
1.0,17740,0
1.0,17750,0
1.0,17760,0
1.0,17770,0
1.0,17780,0
1.0,17790,0
1.0,17800,1
1.0,17810,0
1.0,17820,0
1.0,17830,0
1.0,17840,0
1.0,17850,1
1.0,17860,0
1.0,17870,0
1.0,17880,1
1.0,17890,1
1.0,17900,2
1.0,17910,0
1.0,17920,1
1.0,17930,2
1.0,17940,1
1.0,17950,2
1.0,17960,0
1.0,17970,2
1.0,17980,2
1.0,17990,2
1.0,18000,0
1.0,18010,1
1.0,18020,0
1.0,18030,0
1.0,18040,0
1.0,18050,0
1.0,18060,0
1.0,18070,2
1.0,18080,4
1.0,18090,2
1.0,18100,3
1.0,18110,4
1.0,18120,1
1.0,18130,0
1.0,18140,0
1.0,18150,0
1.0,18160,0
1.0,18170,0
1.0,18180,0
1.0,18190,0
1.0,18200,0
1.0,18210,3
1.0,18220,4
1.0,18230,2
1.0,18240,2
1.0,18250,0
1.0,18260,0
1.0,18270,0
1.0,18280,0
1.0,18290,1
1.0,18300,5
1.0,18310,5
1.0,18320,6
1.0,18330,11
1.0,18340,14
1.0,18350,13
1.0,18360,12
1.0,18370,9
1.0,18380,9
1.0,18390,9
1.0,18400,7
1.0,18410,6
1.0,18420,3
1.0,18430,2
1.0,18440,1
1.0,18450,2
1.0,18460,0
1.0,18470,0
1.0,18480,0
1.0,18490,2
1.0,18500,0
1.0,18510,2
1.0,18520,3
1.0,18530,5
1.0,18540,3
1.0,18550,0
1.0,18560,3
1.0,18570,2
1.0,18580,0
1.0,18590,0
1.0,18600,0
1.0,18610,0
1.0,18620,0
1.0,18630,0
1.0,18640,0
1.0,18650,0
1.0,18660,1
1.0,18670,1
1.0,18680,0
1.0,18690,0
1.0,18700,0
1.0,18710,0
1.0,18720,0
1.0,18730,0
1.0,18740,1
1.0,18750,0
1.0,18760,1
1.0,18770,0
1.0,18780,0
1.0,18790,0
1.0,18800,0
1.0,18810,0
1.0,18820,1
1.0,18830,1
1.0,18840,0
1.0,18850,0
1.0,18860,0
1.0,18870,0
1.0,18880,1
1.0,18890,1
1.0,18900,0
1.0,18910,0
1.0,18920,0
1.0,18930,0
1.0,18940,1
1.0,18950,2
1.0,18960,1
1.0,18970,1
1.0,18980,0
1.0,18990,2
1.0,19000,3
1.0,19010,4
1.0,19020,3
1.0,19030,2
1.0,19040,2
1.0,19050,0
1.0,19060,0
1.0,19070,0
1.0,19080,0
1.0,19090,0
1.0,19100,0
1.0,19110,0
1.0,19120,0
1.0,19130,0
1.0,19140,1
1.0,19150,1
1.0,19160,0
1.0,19170,0
1.0,19180,1
1.0,19190,0
1.0,19200,1
1.0,19210,0
1.0,19220,0
1.0,19230,0
1.0,19240,0
1.0,19250,0
1.0,19260,1
1.0,19270,0
1.0,19280,0
1.0,19290,0
1.0,19300,0
1.0,19310,0
1.0,19320,0
1.0,19330,0
1.0,19340,0
1.0,19350,0
1.0,19360,1
1.0,19370,0
1.0,19380,0
1.0,19390,0
1.0,19400,0
1.0,19410,0
1.0,19420,0
1.0,19430,0
1.0,19440,4
1.0,19450,3
1.0,19460,3
1.0,19470,7
1.0,19480,5
1.0,19490,3
1.0,19500,1
1.0,19510,1
1.0,19520,3
1.0,19530,2
1.0,19540,2
1.0,19550,0
1.0,19560,1
1.0,19570,0
1.0,19580,0
1.0,19590,0
1.0,19600,0
1.0,19610,0
1.0,19620,0
1.0,19630,0
1.0,19640,0
1.0,19650,0
1.0,19660,0
1.0,19670,0
1.0,19680,0
1.0,19690,0
1.0,19700,0
1.0,19710,0
1.0,19720,0
1.0,19730,0
1.0,19740,0
1.0,19750,1
1.0,19760,0
1.0,19770,0
1.0,19780,1
1.0,19790,0
1.0,19800,1
1.0,19810,0
1.0,19820,0
1.0,19830,0
1.0,19840,0
1.0,19850,0
1.0,19860,3
1.0,19870,2
1.0,19880,3
1.0,19890,0
1.0,19900,0
1.0,19910,0
1.0,19920,0
1.0,19930,0
1.0,19940,0
1.0,19950,0
1.0,19960,0
1.0,19970,0
1.0,19980,0
1.0,19990,0
1.0,20000,0
1.0,20010,0
1.0,20020,0
1.0,20030,0
1.0,20040,0
1.0,20050,0
1.0,20060,0
1.0,20070,1
1.0,20080,0
1.0,20090,0
1.0,20100,0
1.0,20110,0
1.0,20120,0
1.0,20130,1
1.0,20140,1
1.0,20150,0
2.0,0,0
2.0,10,3
2.0,20,4
2.0,30,3
2.0,40,4
2.0,50,0
2.0,60,0
2.0,70,0
2.0,80,0
2.0,90,1
2.0,100,0
2.0,110,0
2.0,120,0
2.0,130,0
2.0,140,0
2.0,150,0
2.0,160,0
2.0,170,0
2.0,180,0
2.0,190,0
2.0,200,1
2.0,210,0
2.0,220,0
2.0,230,0
2.0,240,0
2.0,250,0
2.0,260,1
2.0,270,0
2.0,280,0
2.0,290,0
2.0,300,0
2.0,310,0
2.0,320,0
2.0,330,0
2.0,340,2
2.0,350,0
2.0,360,0
2.0,370,0
2.0,380,0
2.0,390,0
2.0,400,0
2.0,410,0
2.0,420,2
2.0,430,1
2.0,440,1
2.0,450,2
2.0,460,0
2.0,470,0
2.0,480,0
2.0,490,0
2.0,500,0
2.0,510,1
2.0,520,0
2.0,530,0
2.0,540,0
2.0,550,0
2.0,560,2
2.0,570,0
2.0,580,0
2.0,590,0
2.0,600,1
2.0,610,1
2.0,620,0
2.0,630,0
2.0,640,0
2.0,650,0
2.0,660,2
2.0,670,1
2.0,680,3
2.0,690,4
2.0,700,3
2.0,710,0
2.0,720,0
2.0,730,2
2.0,740,0
2.0,750,0
2.0,760,0
2.0,770,0
2.0,780,0
2.0,790,0
2.0,800,0
2.0,810,0
2.0,820,0
2.0,830,0
2.0,840,0
2.0,850,0
2.0,860,0
2.0,870,0
2.0,880,0
2.0,890,0
2.0,900,0
2.0,910,0
2.0,920,0
2.0,930,0
2.0,940,0
2.0,950,0
2.0,960,0
2.0,970,0
2.0,980,0
2.0,990,2
2.0,1000,0
2.0,1010,3
2.0,1020,2
2.0,1030,2
2.0,1040,0
2.0,1050,1
2.0,1060,0
2.0,1070,0
2.0,1080,2
2.0,1090,2
2.0,1100,4
2.0,1110,7
2.0,1120,6
2.0,1130,5
2.0,1140,2
2.0,1150,4
2.0,1160,2
2.0,1170,2
2.0,1180,1
2.0,1190,0
2.0,1200,0
2.0,1210,0
2.0,1220,0
2.0,1230,3
2.0,1240,2
2.0,1250,0
2.0,1260,0
2.0,1270,0
2.0,1280,1
2.0,1290,3
2.0,1300,2
2.0,1310,2
2.0,1320,0
2.0,1330,0
2.0,1340,0
2.0,1350,0
2.0,1360,0
2.0,1370,0
2.0,1380,0
2.0,1390,0
2.0,1400,1
2.0,1410,1
2.0,1420,1
2.0,1430,0
2.0,1440,1
2.0,1450,0
2.0,1460,0
2.0,1470,0
2.0,1480,0
2.0,1490,1
2.0,1500,1
2.0,1510,2
2.0,1520,0
2.0,1530,1
2.0,1540,6
2.0,1550,5
2.0,1560,3
2.0,1570,3
2.0,1580,2
2.0,1590,2
2.0,1600,0
2.0,1610,1
2.0,1620,0
2.0,1630,0
2.0,1640,0
2.0,1650,0
2.0,1660,0
2.0,1670,0
2.0,1680,0
2.0,1690,2
2.0,1700,2
2.0,1710,3
2.0,1720,2
2.0,1730,0
2.0,1740,0
2.0,1750,0
2.0,1760,0
2.0,1770,0
2.0,1780,0
2.0,1790,0
2.0,1800,0
2.0,1810,2
2.0,1820,1
2.0,1830,0
2.0,1840,0
2.0,1850,0
2.0,1860,0
2.0,1870,0
2.0,1880,0
2.0,1890,2
2.0,1900,0
2.0,1910,0
2.0,1920,0
2.0,1930,0
2.0,1940,0
2.0,1950,0
2.0,1960,1
2.0,1970,1
2.0,1980,3
2.0,1990,3
2.0,2000,0
2.0,2010,0
2.0,2020,0
2.0,2030,2
2.0,2040,0
2.0,2050,1
2.0,2060,0
2.0,2070,0
2.0,2080,0
2.0,2090,0
2.0,2100,0
2.0,2110,0
2.0,2120,0
2.0,2130,0
2.0,2140,0
2.0,2150,0
2.0,2160,0
2.0,2170,0
2.0,2180,0
2.0,2190,2
2.0,2200,4
2.0,2210,4
2.0,2220,6
2.0,2230,5
2.0,2240,4
2.0,2250,0
2.0,2260,1
2.0,2270,0
2.0,2280,0
2.0,2290,0
2.0,2300,0
2.0,2310,0
2.0,2320,0
2.0,2330,0
2.0,2340,0
2.0,2350,0
2.0,2360,0
2.0,2370,0
2.0,2380,0
2.0,2390,0
2.0,2400,0
2.0,2410,2
2.0,2420,0
2.0,2430,0
2.0,2440,0
2.0,2450,0
2.0,2460,0
2.0,2470,0
2.0,2480,0
2.0,2490,0
2.0,2500,0
2.0,2510,0
2.0,2520,0
2.0,2530,0
2.0,2540,0
2.0,2550,0
2.0,2560,0
2.0,2570,0
2.0,2580,0
2.0,2590,0
2.0,2600,0
2.0,2610,0
2.0,2620,0
2.0,2630,0
2.0,2640,0
2.0,2650,2
2.0,2660,1
2.0,2670,1
2.0,2680,2
2.0,2690,0
2.0,2700,0
2.0,2710,1
2.0,2720,0
2.0,2730,0
2.0,2740,0
2.0,2750,1
2.0,2760,0
2.0,2770,0
2.0,2780,1
2.0,2790,2
2.0,2800,0
2.0,2810,0
2.0,2820,0
2.0,2830,0
2.0,2840,0
2.0,2850,0
2.0,2860,0
2.0,2870,0
2.0,2880,0
2.0,2890,1
2.0,2900,1
2.0,2910,1
2.0,2920,3
2.0,2930,2
2.0,2940,3
2.0,2950,1
2.0,2960,0
2.0,2970,0
2.0,2980,0
2.0,2990,1
2.0,3000,1
2.0,3010,0
2.0,3020,0
2.0,3030,1
2.0,3040,0
2.0,3050,0
2.0,3060,0
2.0,3070,0
2.0,3080,1
2.0,3090,1
2.0,3100,2
2.0,3110,0
2.0,3120,0
2.0,3130,0
2.0,3140,0
2.0,3150,0
2.0,3160,1
2.0,3170,0
2.0,3180,0
2.0,3190,0
2.0,3200,0
2.0,3210,0
2.0,3220,2
2.0,3230,0
2.0,3240,0
2.0,3250,0
2.0,3260,2
2.0,3270,4
2.0,3280,1
2.0,3290,1
2.0,3300,0
2.0,3310,0
2.0,3320,0
2.0,3330,0
2.0,3340,0
2.0,3350,0
2.0,3360,0
2.0,3370,0
2.0,3380,3
2.0,3390,2
2.0,3400,0
2.0,3410,0
2.0,3420,0
2.0,3430,0
2.0,3440,0
2.0,3450,0
2.0,3460,0
2.0,3470,0
2.0,3480,0
2.0,3490,2
2.0,3500,0
2.0,3510,0
2.0,3520,1
2.0,3530,0
2.0,3540,2
2.0,3550,0
2.0,3560,0
2.0,3570,0
2.0,3580,0
2.0,3590,0
2.0,3600,0
2.0,3610,0
2.0,3620,0
2.0,3630,0
2.0,3640,1
2.0,3650,0
2.0,3660,0
2.0,3670,1
2.0,3680,0
2.0,3690,0
2.0,3700,1
2.0,3710,1
2.0,3720,1
2.0,3730,2
2.0,3740,1
2.0,3750,0
2.0,3760,0
2.0,3770,1
2.0,3780,0
2.0,3790,0
2.0,3800,0
2.0,3810,0
2.0,3820,0
2.0,3830,0
2.0,3840,0
2.0,3850,0
2.0,3860,0
2.0,3870,0
2.0,3880,0
2.0,3890,0
2.0,3900,0
2.0,3910,0
2.0,3920,0
2.0,3930,0
2.0,3940,0
2.0,3950,0
2.0,3960,0
2.0,3970,0
2.0,3980,1
2.0,3990,2
2.0,4000,1
2.0,4010,0
2.0,4020,2
2.0,4030,1
2.0,4040,0
2.0,4050,0
2.0,4060,0
2.0,4070,0
2.0,4080,2
2.0,4090,5
2.0,4100,2
2.0,4110,2
2.0,4120,0
2.0,4130,0
2.0,4140,0
2.0,4150,0
2.0,4160,0
2.0,4170,0
2.0,4180,0
2.0,4190,1
2.0,4200,0
2.0,4210,0
2.0,4220,0
2.0,4230,0
2.0,4240,0
2.0,4250,0
2.0,4260,0
2.0,4270,1
2.0,4280,0
2.0,4290,0
2.0,4300,0
2.0,4310,1
2.0,4320,4
2.0,4330,2
2.0,4340,0
2.0,4350,0
2.0,4360,0
2.0,4370,0
2.0,4380,0
2.0,4390,0
2.0,4400,0
2.0,4410,0
2.0,4420,0
2.0,4430,0
2.0,4440,0
2.0,4450,0
2.0,4460,4
2.0,4470,4
2.0,4480,5
2.0,4490,3
2.0,4500,3
2.0,4510,3
2.0,4520,4
2.0,4530,3
2.0,4540,2
2.0,4550,1
2.0,4560,0
2.0,4570,0
2.0,4580,0
2.0,4590,0
2.0,4600,0
2.0,4610,0
2.0,4620,0
2.0,4630,0
2.0,4640,0
2.0,4650,0
2.0,4660,0
2.0,4670,0
2.0,4680,0
2.0,4690,0
2.0,4700,1
2.0,4710,0
2.0,4720,0
2.0,4730,0
2.0,4740,1
2.0,4750,1
2.0,4760,0
2.0,4770,0
2.0,4780,0
2.0,4790,0
2.0,4800,0
2.0,4810,2
2.0,4820,1
2.0,4830,1
2.0,4840,3
2.0,4850,2
2.0,4860,0
2.0,4870,0
2.0,4880,0
2.0,4890,0
2.0,4900,2
2.0,4910,0
2.0,4920,0
2.0,4930,3
2.0,4940,3
2.0,4950,1
2.0,4960,3
2.0,4970,3
2.0,4980,2
2.0,4990,2
2.0,5000,0
2.0,5010,0
2.0,5020,0
2.0,5030,1
2.0,5040,0
2.0,5050,0
2.0,5060,0
2.0,5070,0
2.0,5080,0
2.0,5090,0
2.0,5100,0
2.0,5110,0
2.0,5120,0
2.0,5130,0
2.0,5140,1
2.0,5150,0
2.0,5160,1
2.0,5170,0
2.0,5180,2
2.0,5190,0
2.0,5200,0
2.0,5210,0
2.0,5220,0
2.0,5230,0
2.0,5240,0
2.0,5250,1
2.0,5260,0
2.0,5270,0
2.0,5280,0
2.0,5290,2
2.0,5300,0
2.0,5310,2
2.0,5320,0
2.0,5330,0
2.0,5340,3
2.0,5350,2
2.0,5360,1
2.0,5370,1
2.0,5380,0
2.0,5390,0
2.0,5400,0
2.0,5410,0
2.0,5420,0
2.0,5430,0
2.0,5440,0
2.0,5450,0
2.0,5460,0
2.0,5470,0
2.0,5480,0
2.0,5490,0
2.0,5500,0
2.0,5510,0
2.0,5520,0
2.0,5530,0
2.0,5540,2
2.0,5550,0
2.0,5560,1
2.0,5570,0
2.0,5580,0
2.0,5590,0
2.0,5600,1
2.0,5610,0
2.0,5620,0
2.0,5630,0
2.0,5640,1
2.0,5650,2
2.0,5660,2
2.0,5670,0
2.0,5680,0
2.0,5690,2
2.0,5700,5
2.0,5710,7
2.0,5720,4
2.0,5730,6
2.0,5740,7
2.0,5750,4
2.0,5760,2
2.0,5770,0
2.0,5780,0
2.0,5790,0
2.0,5800,0
2.0,5810,0
2.0,5820,1
2.0,5830,5
2.0,5840,5
2.0,5850,4
2.0,5860,1
2.0,5870,0
2.0,5880,0
2.0,5890,0
2.0,5900,0
2.0,5910,1
2.0,5920,0
2.0,5930,0
2.0,5940,0
2.0,5950,1
2.0,5960,1
2.0,5970,0
2.0,5980,0
2.0,5990,0
2.0,6000,0
2.0,6010,0
2.0,6020,1
2.0,6030,2
2.0,6040,2
2.0,6050,0
2.0,6060,3
2.0,6070,0
2.0,6080,0
2.0,6090,0
2.0,6100,0
2.0,6110,2
2.0,6120,0
2.0,6130,1
2.0,6140,0
2.0,6150,2
2.0,6160,3
2.0,6170,3
2.0,6180,2
2.0,6190,4
2.0,6200,5
2.0,6210,1
2.0,6220,0
2.0,6230,2
2.0,6240,3
2.0,6250,1
2.0,6260,3
2.0,6270,0
2.0,6280,0
2.0,6290,0
2.0,6300,0
2.0,6310,0
2.0,6320,0
2.0,6330,1
2.0,6340,0
2.0,6350,0
2.0,6360,0
2.0,6370,0
2.0,6380,2
2.0,6390,2
2.0,6400,0
2.0,6410,0
2.0,6420,0
2.0,6430,0
2.0,6440,0
2.0,6450,0
2.0,6460,0
2.0,6470,0
2.0,6480,0
2.0,6490,0
2.0,6500,1
2.0,6510,3
2.0,6520,3
2.0,6530,3
2.0,6540,1
2.0,6550,0
2.0,6560,0
2.0,6570,0
2.0,6580,0
2.0,6590,0
2.0,6600,0
2.0,6610,2
2.0,6620,0
2.0,6630,0
2.0,6640,0
2.0,6650,0
2.0,6660,0
2.0,6670,0
2.0,6680,0
2.0,6690,0
2.0,6700,0
2.0,6710,1
2.0,6720,0
2.0,6730,0
2.0,6740,0
2.0,6750,0
2.0,6760,0
2.0,6770,0
2.0,6780,4
2.0,6790,2
2.0,6800,2
2.0,6810,1
2.0,6820,0
2.0,6830,0
2.0,6840,0
2.0,6850,0
2.0,6860,1
2.0,6870,0
2.0,6880,0
2.0,6890,0
2.0,6900,0
2.0,6910,0
2.0,6920,0
2.0,6930,1
2.0,6940,0
2.0,6950,2
2.0,6960,0
2.0,6970,0
2.0,6980,0
2.0,6990,1
2.0,7000,0
2.0,7010,1
2.0,7020,0
2.0,7030,0
2.0,7040,0
2.0,7050,1
2.0,7060,0
2.0,7070,0
2.0,7080,2
2.0,7090,0
2.0,7100,0
2.0,7110,0
2.0,7120,0
2.0,7130,0
2.0,7140,0
2.0,7150,0
2.0,7160,0
2.0,7170,0
2.0,7180,0
2.0,7190,0
2.0,7200,0
2.0,7210,0
2.0,7220,0
2.0,7230,0
2.0,7240,0
2.0,7250,1
2.0,7260,1
2.0,7270,0
2.0,7280,0
2.0,7290,1
2.0,7300,0
2.0,7310,0
2.0,7320,1
2.0,7330,1
2.0,7340,0
2.0,7350,0
2.0,7360,0
2.0,7370,0
2.0,7380,0
2.0,7390,0
2.0,7400,2
2.0,7410,0
2.0,7420,0
2.0,7430,0
2.0,7440,0
2.0,7450,0
2.0,7460,0
2.0,7470,0
2.0,7480,1
2.0,7490,0
2.0,7500,0
2.0,7510,0
2.0,7520,0
2.0,7530,2
2.0,7540,0
2.0,7550,0
2.0,7560,0
2.0,7570,0
2.0,7580,1
2.0,7590,0
2.0,7600,3
2.0,7610,3
2.0,7620,1
2.0,7630,2
2.0,7640,0
2.0,7650,0
2.0,7660,1
2.0,7670,0
2.0,7680,0
2.0,7690,0
2.0,7700,0
2.0,7710,0
2.0,7720,0
2.0,7730,0
2.0,7740,0
2.0,7750,0
2.0,7760,0
2.0,7770,0
2.0,7780,0
2.0,7790,0
2.0,7800,1
2.0,7810,0
2.0,7820,0
2.0,7830,1
2.0,7840,2
2.0,7850,2
2.0,7860,1
2.0,7870,0
2.0,7880,0
2.0,7890,0
2.0,7900,0
2.0,7910,1
2.0,7920,0
2.0,7930,0
2.0,7940,0
2.0,7950,0
2.0,7960,0
2.0,7970,0
2.0,7980,0
2.0,7990,0
2.0,8000,0
2.0,8010,1
2.0,8020,1
2.0,8030,4
2.0,8040,3
2.0,8050,1
2.0,8060,0
2.0,8070,0
2.0,8080,0
2.0,8090,1
2.0,8100,0
2.0,8110,0
2.0,8120,1
2.0,8130,0
2.0,8140,0
2.0,8150,0
2.0,8160,0
2.0,8170,0
2.0,8180,0
2.0,8190,0
2.0,8200,0
2.0,8210,0
2.0,8220,1
2.0,8230,0
2.0,8240,1
2.0,8250,0
2.0,8260,0
2.0,8270,0
2.0,8280,0
2.0,8290,1
2.0,8300,2
2.0,8310,0
2.0,8320,0
2.0,8330,1
2.0,8340,4
2.0,8350,1
2.0,8360,0
2.0,8370,0
2.0,8380,0
2.0,8390,0
2.0,8400,1
2.0,8410,0
2.0,8420,0
2.0,8430,0
2.0,8440,0
2.0,8450,0
2.0,8460,0
2.0,8470,0
2.0,8480,0
2.0,8490,0
2.0,8500,0
2.0,8510,0
2.0,8520,0
2.0,8530,0
2.0,8540,0
2.0,8550,0
2.0,8560,0
2.0,8570,0
2.0,8580,0
2.0,8590,1
2.0,8600,0
2.0,8610,0
2.0,8620,0
2.0,8630,0
2.0,8640,0
2.0,8650,0
2.0,8660,0
2.0,8670,0
2.0,8680,1
2.0,8690,0
2.0,8700,0
2.0,8710,0
2.0,8720,0
2.0,8730,0
2.0,8740,0
2.0,8750,1
2.0,8760,0
2.0,8770,0
2.0,8780,0
2.0,8790,0
2.0,8800,1
2.0,8810,0
2.0,8820,0
2.0,8830,0
2.0,8840,0
2.0,8850,0
2.0,8860,0
2.0,8870,0
2.0,8880,2
2.0,8890,0
2.0,8900,0
2.0,8910,0
2.0,8920,0
2.0,8930,0
2.0,8940,0
2.0,8950,0
2.0,8960,2
2.0,8970,3
2.0,8980,1
2.0,8990,0
2.0,9000,0
2.0,9010,0
2.0,9020,1
2.0,9030,0
2.0,9040,1
2.0,9050,0
2.0,9060,0
2.0,9070,1
2.0,9080,0
2.0,9090,1
2.0,9100,0
2.0,9110,0
2.0,9120,0
2.0,9130,1
2.0,9140,0
2.0,9150,0
2.0,9160,0
2.0,9170,0
2.0,9180,0
2.0,9190,0
2.0,9200,1
2.0,9210,0
2.0,9220,1
2.0,9230,0
2.0,9240,1
2.0,9250,0
2.0,9260,0
2.0,9270,0
2.0,9280,1
2.0,9290,0
2.0,9300,0
2.0,9310,0
2.0,9320,0
2.0,9330,1
2.0,9340,0
2.0,9350,0
2.0,9360,0
2.0,9370,0
2.0,9380,1
2.0,9390,0
2.0,9400,0
2.0,9410,0
2.0,9420,1
2.0,9430,1
2.0,9440,1
2.0,9450,0
2.0,9460,0
2.0,9470,0
2.0,9480,0
2.0,9490,0
2.0,9500,0
2.0,9510,0
2.0,9520,0
2.0,9530,0
2.0,9540,0
2.0,9550,0
2.0,9560,0
2.0,9570,0
2.0,9580,0
2.0,9590,0
2.0,9600,0
2.0,9610,0
2.0,9620,0
2.0,9630,0
2.0,9640,0
2.0,9650,2
2.0,9660,1
2.0,9670,0
2.0,9680,0
2.0,9690,0
2.0,9700,0
2.0,9710,0
2.0,9720,0
2.0,9730,0
2.0,9740,1
2.0,9750,2
2.0,9760,1
2.0,9770,0
2.0,9780,0
2.0,9790,0
2.0,9800,0
2.0,9810,0
2.0,9820,0
2.0,9830,0
2.0,9840,0
2.0,9850,0
2.0,9860,0
2.0,9870,1
2.0,9880,1
2.0,9890,0
2.0,9900,0
2.0,9910,0
2.0,9920,1
2.0,9930,1
2.0,9940,0
2.0,9950,0
2.0,9960,0
2.0,9970,1
2.0,9980,0
2.0,9990,0
2.0,10000,0
2.0,10010,1
2.0,10020,1
2.0,10030,0
2.0,10040,0
2.0,10050,0
2.0,10060,0
2.0,10070,0
2.0,10080,0
2.0,10090,2
2.0,10100,2
2.0,10110,1
2.0,10120,0
2.0,10130,0
2.0,10140,0
2.0,10150,0
2.0,10160,0
2.0,10170,0
2.0,10180,0
2.0,10190,0
2.0,10200,0
2.0,10210,0
2.0,10220,1
2.0,10230,4
2.0,10240,5
2.0,10250,3
2.0,10260,4
2.0,10270,2
2.0,10280,1
2.0,10290,0
2.0,10300,0
2.0,10310,0
2.0,10320,0
2.0,10330,2
2.0,10340,0
2.0,10350,0
2.0,10360,0
2.0,10370,0
2.0,10380,0
2.0,10390,0
2.0,10400,0
2.0,10410,0
2.0,10420,0
2.0,10430,0
2.0,10440,0
2.0,10450,2
2.0,10460,1
2.0,10470,0
2.0,10480,1
2.0,10490,0
2.0,10500,0
2.0,10510,2
2.0,10520,1
2.0,10530,0
2.0,10540,0
2.0,10550,1
2.0,10560,0
2.0,10570,0
2.0,10580,2
2.0,10590,0
2.0,10600,0
2.0,10610,0
2.0,10620,1
2.0,10630,2
2.0,10640,1
2.0,10650,0
2.0,10660,0
2.0,10670,0
2.0,10680,0
2.0,10690,0
2.0,10700,0
2.0,10710,0
2.0,10720,0
2.0,10730,0
2.0,10740,0
2.0,10750,1
2.0,10760,5
2.0,10770,3
2.0,10780,1
2.0,10790,1
2.0,10800,0
2.0,10810,1
2.0,10820,0
2.0,10830,0
2.0,10840,0
2.0,10850,1
2.0,10860,0
2.0,10870,1
2.0,10880,0
2.0,10890,0
2.0,10900,0
2.0,10910,0
2.0,10920,0
2.0,10930,0
2.0,10940,0
2.0,10950,0
2.0,10960,0
2.0,10970,0
2.0,10980,0
2.0,10990,0
2.0,11000,0
2.0,11010,0
2.0,11020,0
2.0,11030,0
2.0,11040,1
