"","p_cal"
"22170",0.0269001325382069
"22171",0.0200227122388819
"22172",0.386524189011018
"22173",0.118492171845033
"22174",0.353728533202077
"22175",0.0334688118143989
"22176",0.452685801810042
"22177",0.0127603318656058
"22178",0.268962918380249
"22179",0.274717647827286
"22180",0.357042741043673
"22181",0.395871784347004
"22182",0.932587246291444
"22183",0.130510021382709
"22184",0.854697982535015
"22185",0.485363460312874
"22186",0.020512910767234
"22187",0.444979347368108
"22188",0.725305167428256
"22189",0.893290887356453
"22190",0.0369141210543838
"22191",0.584565621651536
"22192",0.346495077653574
"22193",0.938366308731611
"22194",0.0794167357792416
"22195",0.0246517262847107
"22196",0.089020715437942
"22197",0.927684463006069
"22198",0.284398713044909
"22199",0.119573908306217
"22200",0.666781858470239
"22201",0.0298272253245828
"22202",0.0647376571727204
"22203",0.970683759955406
"22204",0.526712013425698
"22205",0.885898766691754
"22206",0.28695715799538
"22207",0.195194512806218
"22208",0.470993247187037
"22209",0.71336210335237
"22210",0.489328029700615
"22211",0.0397468138284695
"22212",0.0147799530250892
"22213",0.876604053489922
"22214",0.573826900743073
"22215",0.0311571364275642
"22216",0.311486056893082
"22217",0.141408996339064
"22218",0.512217805121949
"22219",0.515683842410987
"22220",0.283611445662233
"22221",0.196305633078364
"22222",0.226220994432031
"22223",0.107300542298797
"22224",0.410894004245274
"22225",0.872614021670743
"22226",0.221289875859693
"22227",0.181680993920107
"22228",0.372531776644014
"22229",0.183055717586365
"22230",0.38199718630869
"22231",0.319000507490707
"22232",0.0678767856443196
"22233",0.174568905421257
"22234",0.370726439065681
"22235",0.857886685084488
"22236",0.308267067441757
"22237",0.302497246513481
"22238",0.212460465769549
"22239",0.357980496404542
"22240",0.46230079490623
"22241",0.109355181897948
"22242",0.181941441378059
"22243",0.0164450566146635
"22244",0.140678397243562
"22245",0.265843966510254
"22246",0.370310749469647
"22247",0.43413154340734
"22248",0.830471861355592
"22249",0.093324752007269
"22250",0.303981995977328
"22251",0.67510348651864
"22252",0.175116765924759
"22253",0.394920321743156
"22254",0.46936268245092
"22255",0.0512587795606138
"22256",0.376508356476258
"22257",0.742515926323697
"22258",0.747923128755818
"22259",0.0521234698537271
"22260",0.140759990176079
"22261",0.378250902516014
"22262",0.0172296762419563
"22263",0.480983283762634
"22264",0.135464443575242
"22265",0.135848689637336
"22266",0.308835429025381
"22267",0.471092275649741
"22268",0.390217439149885
"22269",0.301816301695413
"22270",0.938818447075691
"22271",0.410081984038639
"22272",0.698279475726597
"22273",0.39240155550414
"22274",0.132771282134335
"22275",0.152735830626043
"22276",0.92317392610375
"22277",0.441593396284013
"22278",0.974902022397157
"22279",0.155691353888919
"22280",0.972023391875313
"22281",0.222036421914504
"22282",0.261538137296572
"22283",0.186251539711827
"22284",0.423331018786429
"22285",0.10300766337096
"22286",0.368914814366725
"22287",0.374070245296919
"22288",0.296557621374555
"22289",0.318037138477622
"22290",0.305958890740636
"22291",0.184345547258457
"22292",0.169370249117207
"22293",0.121320125511459
"22294",0.263381632520007
"22295",0.229905883885673
"22296",0.681904512453202
"22297",0.0140097415562439
"22298",0.63615738236462
"22299",0.271986037971209
"22300",0.0545748792511077
"22301",0.335963763712998
"22302",0.920850886888616
"22303",0.162095685225627
"22304",0.175291169804134
"22305",0.1885316644485
"22306",0.185351191866259
"22307",0.686860042108742
"22308",0.204421762629773
"22309",0.887675100365513
"22310",0.348397887043467
"22311",0.0672807028808132
"22312",0.0865999331256368
"22313",0.429085660747642
"22314",0.3457718974329
"22315",0.921219439213522
"22316",0.159837642670454
"22317",0.103664496725943
"22318",0.0506257348606976
"22319",0.171383875749664
"22320",0.347984934284778
"22321",0.392270923261972
"22322",0.581432438807969
"22323",0.049491335003846
"22324",0.659475278989569
"22325",0.166412048389781
"22326",0.446321346046698
"22327",0.279455950576434
"22328",0.279218455588137
"22329",0.355210725060334
"22330",0.784029105866703
"22331",0.104399872942382
"22332",0.829902801152151
"22333",0.801655584748624
"22334",0.116393944750126
"22335",0.078868936475283
"22336",0.199323798211883
"22337",0.183963630708718
"22338",0.299647705604718
"22339",0.332833915947034
"22340",0.833057802740033
"22341",0.935083591236492
"22342",0.688272995803156
"22343",0.72678902197944
"22344",0.143227983087887
"22345",0.368300434422791
"22346",0.154108194266022
"22347",0.314191401627346
"22348",0.305211778511918
"22349",0.167281558516156
"22350",0.240057363466913
"22351",0.238718834345628
"22352",0.0162125925215217
"22353",0.335547325263062
"22354",0.375185163152999
"22355",0.904589932437198
"22356",0.170239255010813
"22357",0.429498053137406
"22358",0.156784355134273
"22359",0.949930781178408
"22360",0.216465047623392
"22361",0.306220825839943
"22362",0.252087399529177
"22363",0.280750634593869
"22364",0.437263108009013
"22365",0.10894064516298
"22366",0.295933503839906
"22367",0.856387918593377
"22368",0.151407958270868
"22369",0.179055149357392
"22370",0.157142255119404
"22371",0.102197475766506
"22372",0.156378846612021
"22373",0.266288305350367
"22374",0.850320442991311
"22375",0.081526078726729
"22376",0.0556512483737081
"22377",0.0655989143810478
"22378",0.109440273897728
"22379",0.101379457229952
"22380",0.251622140293017
"22381",0.0620328465160772
"22382",0.688768279877392
"22383",0.471942435708618
"22384",0.198695814952329
"22385",0.125120280626251
"22386",0.385334801211111
"22387",0.033513259315619
"22388",0.0604889590942011
"22389",0.711187501298159
"22390",0.165775765857673
"22391",0.397761240469801
"22392",0.132478604042843
"22393",0.579080589262027
"22394",0.69146691796485
"22395",0.0389905595649791
"22396",0.837891654385296
"22397",0.0939988643330725
"22398",0.0357412365431612
"22399",0.304555361887805
"22400",0.168656031545598
"22401",0.364446680523944
"22402",0.378064138278101
"22403",0.0679286401072723
"22404",0.662697418640005
"22405",0.865140279761977
"22406",0.386429679395776
"22407",0.957872817690881
"22408",0.492130158852269
"22409",0.220898877126205
"22410",0.915520271830385
"22411",0.512478905596365
"22412",0.176569218626098
"22413",0.0393914258853755
"22414",0.0834840006649545
"22415",0.0884793736509168
"22416",0.452022670293352
"22417",0.696200466573284
"22418",0.586977011591154
"22419",0.0891549060015274
"22420",0.652362123107163
"22421",0.274722132214952
"22422",0.226576599439191
"22423",0.526554431000473
"22424",0.551704742972015
"22425",0.310429865370424
"22426",0.0347071955612715
"22427",0.13858787523357
"22428",0.0874093443857632
"22429",0.0727874741232732
"22430",0.112779353084328
"22431",0.529287305688935
"22432",0.474963904769031
"22433",0.311361679162724
"22434",0.173424970181132
"22435",0.0368177890892589
"22436",0.0359035090493681
"22437",0.30244323679133
"22438",0.137605395507439
"22439",0.0382287204039452
"22440",0.31875107885836
"22441",0.130482233153094
"22442",0.941201372621462
"22443",0.201731147118709
"22444",0.314630351892689
"22445",0.176794025040294
"22446",0.0462822953792955
"22447",0.106448584959758
"22448",0.0765888166834204
"22449",0.0396193659403819
"22450",0.157289751611909
"22451",0.0356868392301394
"22452",0.710568995832474
"22453",0.211615202923375
"22454",0.0525645112295066
"22455",0.668724455865351
"22456",0.165245046543879
"22457",0.0704603959258316
"22458",0.29997451967375
"22459",0.0640220978444133
"22460",0.251883352674295
"22461",0.0794585645486346
"22462",0.322804417320709
"22463",0.261233764540498
"22464",0.140372333593315
"22465",0.0664725835225734
"22466",0.341187450292399
"22467",0.161152923226811
"22468",0.222931140116127
"22469",0.518095626154798
"22470",0.258721713573121
"22471",0.344588345421952
"22472",0.0311119905921948
"22473",0.0421306657813037
"22474",0.345817778259253
"22475",0.153221760900073
"22476",0.153185654346765
"22477",0.0822646133112746
"22478",0.74549322222321
"22479",0.825827359287706
"22480",0.309448238337824
"22481",0.792176577996349
"22482",0.0426628574018162
"22483",0.827043673652413
"22484",0.265532464377783
"22485",0.0134208858246986
"22486",0.0326344459452785
"22487",0.855807857435787
"22488",0.11191919681933
"22489",0.185737345664614
"22490",0.0381676146023294
"22491",0.253423557337264
"22492",0.484362871222846
"22493",0.0721266371206762
"22494",0.385268021211386
"22495",0.60879696434219
"22496",0.0456341215473222
"22497",0.151754192436094
"22498",0.294430635220818
"22499",0.490265444746955
"22500",0.110385252320365
"22501",0.608590619942175
"22502",0.0453006138888123
"22503",0.12863267108887
"22504",0.0219509419867098
"22505",0.586222169762801
"22506",0.0916838334678238
"22507",0.306463854543673
"22508",0.699059293630678
"22509",0.733105969912745
"22510",0.187551380798103
"22511",0.31130955537183
"22512",0.0812163243739318
"22513",0.070674049616293
"22514",0.875558370518937
"22515",0.794971593565467
"22516",0.0267582653604854
"22517",0.951054690961136
"22518",0.134595478731934
"22519",0.146338403717406
"22520",0.497278571279353
"22521",0.044796625384084
"22522",0.76909013770449
"22523",0.19887476840035
"22524",0.518959088248751
"22525",0.431970875065397
"22526",0.0536988407316428
"22527",0.218975504849696
"22528",0.863356434638338
"22529",0.648466753559691
"22530",0.17573614124747
"22531",0.523753447829707
"22532",0.0305001983897802
"22533",0.121348275743155
"22534",0.395763451971093
"22535",0.174488605771252
"22536",0.266256494843369
"22537",0.830319330812215
"22538",0.316740729491441
"22539",0.825286780721725
"22540",0.111120228519155
"22541",0.0462502803499287
"22542",0.10456303810646
"22543",0.555433907313999
"22544",0.1394497617235
"22545",0.505526557870875
"22546",0.105989516147622
"22547",0.384302274544262
"22548",0.343861708039356
"22549",0.103505221906443
"22550",0.957002723288739
"22551",0.650505147838011
"22552",0.781424501130861
"22553",0.230358816981471
"22554",0.146016501822701
"22555",0.976649509052712
"22556",0.0809614124997618
"22557",0.0701977040984047
"22558",0.0602344122413604
"22559",0.304472700570838
"22560",0.305934486639428
"22561",0.613811221289334
"22562",0.0414120835684355
"22563",0.026269421357221
"22564",0.0232953571656252
"22565",0.357748297448158
"22566",0.436606181576969
"22567",0.276310243147022
"22568",0.645678353538489
"22569",0.354503931728023
"22570",0.909051093753607
"22571",0.0194415981540476
"22572",0.823520355637808
"22573",0.496103518826482
"22574",0.906508462845931
"22575",0.495260273016408
"22576",0.83393687903951
"22577",0.819997701166608
"22578",0.240822174463693
"22579",0.0742709764989382
"22580",0.36632502015489
"22581",0.316379021610205
"22582",0.0777823869829473
"22583",0.0627218970879754
"22584",0.0817224496824484
"22585",0.306267043223761
"22586",0.082361029170114
"22587",0.0165803090733333
"22588",0.0941714458510769
"22589",0.0489882632743761
"22590",0.468764402437806
"22591",0.2033720213294
"22592",0.293155967343221
"22593",0.648074669143077
"22594",0.270575588803751
"22595",0.939842281587529
"22596",0.03822218037814
"22597",0.0595679716976108
"22598",0.583940853079846
"22599",0.0410250052889976
"22600",0.0414120835684355
"22601",0.212595040293449
"22602",0.743888988131169
"22603",0.32605256761849
"22604",0.156622795173128
"22605",0.0405568713395713
"22606",0.21375435283661
"22607",0.363465161382287
"22608",0.00971496346406904
"22609",0.368040805334033
"22610",0.0803078869984978
"22611",0.487816136847433
"22612",0.074755107977292
"22613",0.482454766635564
"22614",0.0808037702500451
"22615",0.114707774486738
"22616",0.127042851546085
"22617",0.169803978039071
"22618",0.0125761858370509
"22619",0.362839971751243
"22620",0.219995991173683
"22621",0.374011540643627
"22622",0.166160536764846
"22623",0.364275159476879
"22624",0.683703812215419
"22625",0.270102214206354
"22626",0.740948241642145
"22627",0.724018182542359
"22628",0.245907282388715
"22629",0.0957426690192048
"22630",0.386803309863967
"22631",0.538010122021855
"22632",0.464221158050047
"22633",0.134248865412684
"22634",0.434606852038702
"22635",0.012975581966001
"22636",0.581754447779459
"22637",0.253421393258592
"22638",0.2112021081132
"22639",0.0178013852050366
"22640",0.10756174731139
"22641",0.0171923946614672
"22642",0.186325673833011
"22643",0.291828912304842
"22644",0.516033757066499
"22645",0.146577468526048
"22646",0.207268103151149
"22647",0.21810284724994
"22648",0.778712824767077
"22649",0.426743426743321
"22650",0.911828914021811
"22651",0.822899413813587
"22652",0.294316602627947
"22653",0.0698075851223183
"22654",0.282960005167679
"22655",0.621431178148681
"22656",0.359696401637428
"22657",0.0615385610956649
"22658",0.642894087525067
"22659",0.170485862538556
"22660",0.0739096732500558
"22661",0.806662716637651
"22662",0.415627394089581
"22663",0.129588616981197
"22664",0.0958347669556232
"22665",0.173177801167964
"22666",0.74526188034364
"22667",0.188126270660682
"22668",0.196204365269559
"22669",0.0876102228310934
"22670",0.0322823963298885
"22671",0.151362576727241
"22672",0.888755610815595
"22673",0.27608446164717
"22674",0.787750716153923
"22675",0.940754105832352
"22676",0.180642589464153
"22677",0.663067764562968
"22678",0.424156172960167
"22679",0.696903694304909
"22680",0.589785062124523
"22681",0.137240081077976
"22682",0.336716895828155
"22683",0.495791381965146
"22684",0.0840635389837707
"22685",0.647450672144293
"22686",0.228108827829919
"22687",0.105375063668281
"22688",0.963361118589607
"22689",0.282061669161214
"22690",0.0205793608098898
"22691",0.891607916711643
"22692",0.878132375820534
"22693",0.420208587821714
"22694",0.49577048329519
"22695",0.0570075658316297
"22696",0.266126559968839
"22697",0.450568168441609
"22698",0.44400693539925
"22699",0.622615340279985
"22700",0.14121580648005
"22701",0.136957150444401
"22702",0.217430003604965
"22703",0.276020358112002
"22704",0.133867948475213
"22705",0.233791148889571
"22706",0.093559357141569
"22707",0.24614592187968
"22708",0.468776538274949
"22709",0.425319593212123
"22710",0.86582703643764
"22711",0.0661949853085304
"22712",0.479867596579073
"22713",0.103254899363739
"22714",0.0762916677155722
"22715",0.207156827442514
"22716",0.879150703327659
"22717",0.127605410042169
"22718",0.827844163645809
"22719",0.150326620069814
"22720",0.688494048882037
"22721",0.146692894275045
"22722",0.547672050914104
"22723",0.821897856901069
"22724",0.179348038230983
"22725",0.640562676298769
"22726",0.637979297908851
"22727",0.876118897469168
"22728",0.683679574435913
"22729",0.125604763495439
"22730",0.373788567317014
"22731",0.0501315108438085
"22732",0.0690597487925362
"22733",0.732232428815142
"22734",0.0910210129408376
"22735",0.746209586348517
"22736",0.0786062888407053
"22737",0.121648677947824
"22738",0.593271219789899
"22739",0.535021627090545
"22740",0.287113947329481
"22741",0.17117923510112
"22742",0.0764720934473795
"22743",0.445716383402474
"22744",0.0927619697556759
"22745",0.136613285768902
"22746",0.694097817622518
"22747",0.570079143540081
"22748",0.552915253506456
"22749",0.605119443804959
"22750",0.442107307573798
"22751",0.098996598375927
"22752",0.610680536833255
"22753",0.0497850102926199
"22754",0.922652978832767
"22755",0.408636094492703
"22756",0.0989012309054392
"22757",0.34365226350431
"22758",0.117545464468413
"22759",0.190776012291559
"22760",0.882232875487054
"22761",0.96287289401152
"22762",0.183417226256741
"22763",0.0887593248676564
"22764",0.611065042502583
"22765",0.0180844164181007
"22766",0.473075773967719
"22767",0.0923993963372448
"22768",0.112617050495904
"22769",0.186779891508713
"22770",0.939479834816701
"22771",0.0349891558217823
"22772",0.203569241461418
"22773",0.174954822014586
"22774",0.0237177590519323
"22775",0.0169192236008563
"22776",0.317710484282595
"22777",0.363529368669942
"22778",0.582490840520604
"22779",0.224349189814616
"22780",0.940490732713788
"22781",0.222774190310187
"22782",0.0304435190888444
"22783",0.30765320548042
"22784",0.621084156403792
"22785",0.825478633363848
"22786",0.0525094786362973
"22787",0.695742401777495
"22788",0.239428930143831
"22789",0.0456919482860365
"22790",0.0360948274632784
"22791",0.0528695244274246
"22792",0.0792138671611745
"22793",0.214862974100987
"22794",0.18375316458932
"22795",0.534737548460674
"22796",0.924264360961007
"22797",0.81736615961828
"22798",0.359324225404421
"22799",0.749800762765196
"22800",0.68635622727575
"22801",0.428409219405632
"22802",0.01431461855679
"22803",0.0686144112954799
"22804",0.961368659073734
"22805",0.73337970021912
"22806",0.936966109987514
"22807",0.392756498750561
"22808",0.258244446924379
"22809",0.17310421828715
"22810",0.257415903215136
"22811",0.333420500669972
"22812",0.376403374946388
"22813",0.120045362640016
"22814",0.517458027621479
"22815",0.922617547751547
"22816",0.0767102495185523
"22817",0.0505306515088868
"22818",0.0676154721747842
"22819",0.111819060484502
"22820",0.512296297832899
"22821",0.648385531349073
"22822",0.0416702692888112
"22823",0.343865479530629
"22824",0.193254786966287
"22825",0.400459610970367
"22826",0.166138475253219
"22827",0.537649830965628
"22828",0.0732102796072517
"22829",0.0479712264579916
"22830",0.213092015096679
"22831",0.0920632488747341
"22832",0.331851520370579
"22833",0.591835686316588
"22834",0.0367634815393306
"22835",0.808045597420185
"22836",0.0770818996022212
"22837",0.0811504757292961
"22838",0.322271413231895
"22839",0.338118500827852
"22840",0.945116444816274
"22841",0.74020697165489
"22842",0.546950350954129
"22843",0.265305239688657
"22844",0.484185685852343
"22845",0.425880852106031
"22846",0.155411252919485
"22847",0.0758700957243913
"22848",0.284271786638048
"22849",0.0347071955612715
"22850",0.128077008875471
"22851",0.0961309824224512
"22852",0.0278516140460477
"22853",0.036769601055081
"22854",0.0397813327715055
"22855",0.0216520796613229
"22856",0.717649803409909
"22857",0.846330101011234
"22858",0.433599003798017
"22859",0.0108259707418424
"22860",0.16952379492171
"22861",0.308612236034109
"22862",0.96758025973232
"22863",0.0966385968209192
"22864",0.114218502085803
"22865",0.922987482966361
"22866",0.468139787187559
"22867",0.289192926636775
"22868",0.113180176726301
"22869",0.0156679353320423
"22870",0.00749460667990998
"22871",0.522531210906249
"22872",0.684887946521208
"22873",0.312610880248503
"22874",0.121611926906662
"22875",0.0819665578149582
"22876",0.55320332986845
"22877",0.212290892926114
"22878",0.275168422400158
"22879",0.0609968685365957
"22880",0.646295522002796
"22881",0.0624234711132269
"22882",0.0663651297947586
"22883",0.057813700807116
"22884",0.176304345416319
"22885",0.657433670083021
"22886",0.358260380079768
"22887",0.125576924093094
"22888",0.34702130785997
"22889",0.298523374933542
"22890",0.118523940676118
"22891",0.0832891895439239
"22892",0.115806672941687
"22893",0.952872481842818
"22894",0.49344073886627
"22895",0.577082607283542
"22896",0.0652637386909768
"22897",0.139747229129913
"22898",0.458180105754309
"22899",0.163831552556247
"22900",0.0330756896231613
"22901",0.0980367552746356
"22902",0.299161835367275
"22903",0.309605943022193
"22904",0.182373643343295
"22905",0.726487641058187
"22906",0.035667915798535
"22907",0.244138944635813
"22908",0.509581589307092
"22909",0.0302078966166014
"22910",0.141884647436629
"22911",0.191228297226052
"22912",0.0983097422267459
"22913",0.114898187249319
"22914",0.244592494708815
"22915",0.308849166198794
"22916",0.866634166554534
"22917",0.123548782814389
"22918",0.963640911527647
"22919",0.189646353107913
"22920",0.10095794489175
"22921",0.250948511726524
"22922",0.860584929241336
"22923",0.097581241345557
"22924",0.778399590181268
"22925",0.164815858911709
"22926",0.0522655919071664
"22927",0.682665601552103
"22928",0.204629747019029
"22929",0.44215371642623
"22930",0.725280758377862
"22931",0.0853068435892705
"22932",0.0666033728059114
"22933",0.0694570648254147
"22934",0.327564745554429
"22935",0.185992851404666
"22936",0.0642451457984603
"22937",0.856499983111558
"22938",0.0186752882420763
"22939",0.860069913409341
"22940",0.0841683778533641
"22941",0.0937674176974011
"22942",0.50490483913304
"22943",0.568304344083169
"22944",0.961988019120301
"22945",0.270238537332486
"22946",0.0183876742545501
"22947",0.353297660223695
"22948",0.088887121641151
"22949",0.643329703176921
"22950",0.281780737796597
"22951",0.388308826478715
"22952",0.206428222875007
"22953",0.711501479450832
"22954",0.825209582273174
"22955",0.559597481610383
"22956",0.402497673562749
"22957",0.13354965807741
"22958",0.016092689497647
"22959",0.508827232609653
"22960",0.498236818068218
"22961",0.3884723748998
"22962",0.0403736617530631
"22963",0.363674024921154
"22964",0.61945326492382
"22965",0.371979428035464
"22966",0.127898713738284
"22967",0.0660108228907718
"22968",0.0359352270085875
"22969",0.31997308761357
"22970",0.137749445593133
"22971",0.223970022685531
"22972",0.197398100271435
"22973",0.297033944748495
"22974",0.691395859738384
"22975",0.824419019042406
"22976",0.689037741172544
"22977",0.0620729700754719
"22978",0.155154192150998
"22979",0.0361545968494885
"22980",0.861022102077329
"22981",0.280604794583684
"22982",0.13551302358766
"22983",0.139696456376742
"22984",0.207794957051533
"22985",0.578283780158294
"22986",0.732686845418058
"22987",0.228693984604288
"22988",0.20124693854197
"22989",0.888839899983291
"22990",0.830183952518063
"22991",0.111734538474994
"22992",0.313760670952272
"22993",0.0539549765034212
"22994",0.787802100600008
"22995",0.469901342475319
"22996",0.127822137605814
"22997",0.15581553414222
"22998",0.416149185499984
"22999",0.317869691770114
"23000",0.0519889536941054
"23001",0.0212413190714382
"23002",0.331858393866554
"23003",0.0718533318715138
"23004",0.218617753188745
"23005",0.492268005084992
"23006",0.624795442984724
"23007",0.563317476170486
"23008",0.708861156318455
"23009",0.168700939249082
"23010",0.0951181835152715
"23011",0.208820714406397
"23012",0.0502538820821904
"23013",0.950323827775558
"23014",0.114106251519597
"23015",0.252353926554646
"23016",0.444853166794101
"23017",0.123797417915648
"23018",0.151329491240152
"23019",0.43838300952177
"23020",0.583342480718452
"23021",0.754652932262522
"23022",0.14838339843661
"23023",0.0527070455527037
"23024",0.0199613697851453
"23025",0.0161731561197154
"23026",0.223646843525543
"23027",0.79556302685455
"23028",0.826822465781133
"23029",0.0401475686194
"23030",0.0264609349787215
"23031",0.548831711891286
"23032",0.139105373888543
"23033",0.368697714055279
"23034",0.606110096938488
"23035",0.0244865864200296
"23036",0.0795960358707008
"23037",0.0626916378305873
"23038",0.166913894965952
"23039",0.664705610411067
"23040",0.964860912025195
"23041",0.0285999507966322
"23042",0.64736600938498
"23043",0.955686550741997
"23044",0.321888708037807
"23045",0.537317839056897
"23046",0.468920756611914
"23047",0.753966641810162
"23048",0.259497741411763
"23049",0.130813325229364
"23050",0.138975208746574
"23051",0.386480585210908
"23052",0.212868930113959
"23053",0.212778856366906
"23054",0.0411696872431019
"23055",0.314346477641491
"23056",0.365953378849776
"23057",0.338714093849113
"23058",0.115042266595154
"23059",0.601540916023275
"23060",0.782101916029226
"23061",0.271957093509099
"23062",0.0351133071069936
"23063",0.0993646630230871
"23064",0.134833077219784
"23065",0.0346848603922477
"23066",0.0742612362912705
"23067",0.0458438477353778
"23068",0.965313201192707
"23069",0.439806527149343
"23070",0.829986870594696
"23071",0.89169181054787
"23072",0.631481526932328
"23073",0.056280614725764
"23074",0.147419835074254
"23075",0.0933740616564108
"23076",0.704160002597962
"23077",0.280346093652331
"23078",0.676370471400808
"23079",0.750375023084999
"23080",0.606193536477645
"23081",0.0911362420798027
"23082",0.306788336998666
"23083",0.0455664046888159
"23084",0.0575656337735231
"23085",0.91042198034546
"23086",0.202525672396099
"23087",0.0328223610215034
"23088",0.16935531495057
"23089",0.567488638915968
"23090",0.127487808162866
"23091",0.13770247406266
"23092",0.147003408563102
"23093",0.970251848174704
"23094",0.511189977044591
"23095",0.16897887800256
"23096",0.474433857752093
"23097",0.766030732351263
"23098",0.18560546647823
"23099",0.429491859586823
"23100",0.170591651293856
"23101",0.880911517295423
"23102",0.2829063159519
"23103",0.103816286578058
"23104",0.0286127109748137
"23105",0.264038123083923
"23106",0.0922021153166418
"23107",0.645485319772955
"23108",0.133577982629209
"23109",0.0862470832966373
"23110",0.173625903897016
"23111",0.316075299746411
"23112",0.453316683987394
"23113",0.606383283576624
"23114",0.116241498014965
"23115",0.0333230510316999
"23116",0.0365727523680883
"23117",0.240459564445488
"23118",0.1276749561557
"23119",0.0664910211186025
"23120",0.488743421129402
"23121",0.501820378081544
"23122",0.424199860436545
"23123",0.0257284723893977
"23124",0.302689030398968
"23125",0.0381541185573772
"23126",0.0326344459452785
"23127",0.0889254037961407
"23128",0.972503279958112
"23129",0.113202960293922
"23130",0.0802051389707801
"23131",0.560749847526441
"23132",0.360673400045076
"23133",0.0382527962635739
"23134",0.13919697989236
"23135",0.54003950642614
"23136",0.0364537484461922
"23137",0.240748896624635
"23138",0.0657576118831291
"23139",0.62570255138472
"23140",0.24719248421317
"23141",0.286108762042513
"23142",0.536915722238946
"23143",0.4709753441193
"23144",0.636784227279795
"23145",0.494377378723968
"23146",0.115192166618043
"23147",0.363926750584665
"23148",0.420169934692394
"23149",0.334453159993548
"23150",0.646984273768852
"23151",0.0407703860641329
"23152",0.113988601497927
"23153",0.216632139219847
"23154",0.145527734122035
"23155",0.278929510205846
"23156",0.361487010985412
"23157",0.0136871034476534
"23158",0.533999797935114
"23159",0.207010005004556
"23160",0.0569127545618153
"23161",0.211414757981871
"23162",0.232116924471914
"23163",0.432369000207165
"23164",0.126910141529067
"23165",0.841213986856979
"23166",0.73354830702926
"23167",0.295586218628573
"23168",0.270020726966231
"23169",0.232754914799107
"23170",0.0968688245656761
"23171",0.114375500747255
"23172",0.435940845051586
"23173",0.227464359427932
"23174",0.683836744742168
"23175",0.0380790050763444
"23176",0.0543725554670678
"23177",0.0597344646773471
"23178",0.47229761889586
"23179",0.343246874856523
"23180",0.282300226987458
"23181",0.0403177727299603
"23182",0.449388137283992
"23183",0.709051542196525
"23184",0.250822046638606
"23185",0.232010660394476
"23186",0.127030423100256
"23187",0.0709783991060502
"23188",0.0623694359917064
"23189",0.269374673426098
"23190",0.666660913587376
"23191",0.743606516465409
"23192",0.528243453668478
"23193",0.193334568796425
"23194",0.540099618015029
"23195",0.0439945470072793
"23196",0.228265061917445
"23197",0.131037860624099
"23198",0.855481355420048
"23199",0.329574049711375
"23200",0.147747382933003
"23201",0.179636863023148
"23202",0.406977589484261
"23203",0.0948570347729056
"23204",0.785815870227792
"23205",0.531347261351274
"23206",0.0614160820701574
"23207",0.521152710308211
"23208",0.753214485303156
"23209",0.144875493100112
"23210",0.556322413986038
"23211",0.115478925171278
"23212",0.305741291731893
"23213",0.200710809767649
"23214",0.0971818526756728
"23215",0.927217361152264
"23216",0.923984211774371
"23217",0.855512375385535
"23218",0.823721189691193
"23219",0.853092775517482
"23220",0.0738691891950179
"23221",0.130013905766055
"23222",0.382319843146209
"23223",0.0401885293362824
"23224",0.593308440418191
"23225",0.275836348774069
"23226",0.229362935060862
"23227",0.0644767092337972
"23228",0.884147669549051
"23229",0.0377761702322308
"23230",0.215454288122591
"23231",0.483601307271047
"23232",0.413178181282035
"23233",0.150679257333352
"23234",0.933047167128327
"23235",0.951494230138004
"23236",0.0534043179361223
"23237",0.596453341507692
"23238",0.754774354485464
"23239",0.911919275904774
"23240",0.808430776131576
"23241",0.961653784411333
"23242",0.573569911349189
"23243",0.104899112201546
"23244",0.189824822286509
"23245",0.759536024567677
"23246",0.822009107288276
"23247",0.0755559419926269
"23248",0.155096472478255
"23249",0.119797941785953
"23250",0.0270479688532001
"23251",0.157389809186311
"23252",0.197596071062204
"23253",0.32269854126103
"23254",0.799906566121101
"23255",0.822459332424943
"23256",0.0562293112048325
"23257",0.155896473364624
"23258",0.461908086519656
"23259",0.595486611672225
"23260",0.495110668572781
"23261",0.344586942998352
"23262",0.155235914993544
"23263",0.516661641220149
"23264",0.0401258999110919
"23265",0.0813160072995816
"23266",0.313893800383537
"23267",0.272660793211251
"23268",0.120732283376799
"23269",0.866389142909223
"23270",0.0346172641924187
"23271",0.525794572315758
"23272",0.831345495366287
"23273",0.125556251754296
"23274",0.331473804089338
"23275",0.729029529884812
"23276",0.15084201988308
"23277",0.819822141124328
"23278",0.800244056714012
"23279",0.952093803784952
"23280",0.57390013886509
"23281",0.704198566691685
"23282",0.274390666300796
"23283",0.0150961628413
"23284",0.57620480143606
"23285",0.385824229329163
"23286",0.170393847588993
"23287",0.817699246294489
"23288",0.596500292931526
"23289",0.221080050657547
"23290",0.129301812839706
"23291",0.75744902277393
"23292",0.58659835372593
"23293",0.0387540360569572
"23294",0.0871775560512476
"23295",0.181341141411854
"23296",0.0538154478866109
"23297",0.344526911357852
"23298",0.24022532912448
"23299",0.855376380847883
"23300",0.238643798036966
"23301",0.0436236936638044
"23302",0.0346217483509232
"23303",0.214122959821615
"23304",0.218514695819837
"23305",0.364473324846742
"23306",0.0333206274676705
"23307",0.957539911901707
"23308",0.190300070596928
"23309",0.797382226930628
"23310",0.200190666112587
"23311",0.44423094199187
"23312",0.164350972206353
"23313",0.941839171382318
"23314",0.080311821284887
"23315",0.738741609756908
