Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,2
240,4,0
300,5,1
360,6,0
420,7,0
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,1
840,14,2
900,15,3
960,16,2
1020,17,2
1080,18,2
1140,19,3
1200,20,8
1260,21,8
1320,22,4
1380,23,3
1440,0,5
1500,1,1
1560,2,3
1620,3,3
1680,4,5
1740,5,5
1800,6,6
1860,7,6
1920,8,6
1980,9,5
2040,10,4
2100,11,4
2160,12,6
2220,13,6
2280,14,7
2340,15,7
2400,16,6
2460,17,6
2520,18,7
2580,19,9
2640,20,6
2700,21,11
2760,22,13
2820,23,8
2880,0,7
2940,1,5
3000,2,9
3060,3,10
3120,4,12
3180,5,13
3240,6,15
3300,7,15
3360,8,16
3420,9,11
3480,10,9
3540,11,7
3600,12,9
3660,13,8
3720,14,7
3780,15,6
3840,16,6
3900,17,7
3960,18,10
4020,19,14
4080,20,18
4140,21,20
4200,22,22
4260,23,18
4320,0,18
4380,1,16
4440,2,17
4500,3,17
4560,4,19
4620,5,18
4680,6,21
4740,7,22
4800,8,20
4860,9,19
4920,10,19
4980,11,18
5040,12,20
5100,13,18
5160,14,19
5220,15,19
5280,16,19
5340,17,18
5400,18,18
5460,19,19
5520,20,23
5580,21,25
5640,22,27
5700,23,24
5760,0,21
5820,1,21
5880,2,21
5940,3,21
6000,4,21
6060,5,20
6120,6,21
6180,7,23
6240,8,22
6300,9,22
6360,10,20
6420,11,18
6480,12,17
6540,13,19
6600,14,19
6660,15,21
6720,16,21
6780,17,19
6840,18,17
6900,19,21
6960,20,19
7020,21,24
7080,22,26
7140,23,26
7200,0,27
7260,1,23
7320,2,26
7380,3,25
7440,4,27
7500,5,28
7560,6,28
7620,7,28
7680,8,28
7740,9,26
7800,10,25
7860,11,22
7920,12,22
7980,13,23
8040,14,22
8100,15,24
8160,16,24
8220,17,22
8280,18,23
8340,19,23
8400,20,23
8460,21,26
8520,22,28
8580,23,28
8640,0,28
8700,1,29
8760,2,28
8820,3,29
8880,4,32
8940,5,32
9000,6,31
9060,7,35
9120,8,34
9180,9,35
9240,10,33
9300,11,32
9360,12,31
9420,13,31
9480,14,32
9540,15,31
9600,16,33
9660,17,32
9720,18,33
9780,19,34
9840,20,35
9900,21,39
9960,22,39
10020,23,36
10080,0,36
10140,1,34
10200,2,37
10260,3,37
10320,4,39
10380,5,40
10440,6,41
10500,7,43
10560,8,42
10620,9,42
10680,10,42
10740,11,39
10800,12,40
10860,13,39
10920,14,40
10980,15,40
11040,16,42
11100,17,43
11160,18,44
11220,19,46
11280,20,46
11340,21,47
11400,22,51
11460,23,51
11520,0,52
11580,1,43
11640,2,49
11700,3,48
11760,4,49
11820,5,51
11880,6,53
11940,7,50
12000,8,49
12060,9,48
12120,10,46
12180,11,44
12240,12,44
12300,13,44
12360,14,44
12420,15,42
12480,16,45
12540,17,43
12600,18,44
12660,19,45
12720,20,48
12780,21,51
12840,22,55
12900,23,48
12960,0,45
13020,1,46
13080,2,47
13140,3,47
13200,4,50
13260,5,51
13320,6,53
13380,7,57
13440,8,59
13500,9,60
13560,10,58
13620,11,57
13680,12,58
13740,13,57
13800,14,59
13860,15,60
13920,16,62
13980,17,62
14040,18,61
14100,19,63
14160,20,65
14220,21,71
14280,22,73
14340,23,73
14400,0,74
14460,1,73
14520,2,74
14580,3,75
14640,4,78
14700,5,78
14760,6,78
14820,7,80
14880,8,81
14940,9,80
15000,10,79
15060,11,77
15120,12,76
15180,13,76
15240,14,75
15300,15,76
15360,16,76
15420,17,77
15480,18,78
15540,19,80
15600,20,81
15660,21,84
15720,22,87
15780,23,86
15840,0,87
15900,1,87
15960,2,90
16020,3,89
16080,4,90
16140,5,90
16200,6,89
16260,7,90
16320,8,92
16380,9,91
16440,10,90
16500,11,88
16560,12,89
16620,13,88
16680,14,87
16740,15,86
16800,16,86
16860,17,83
16920,18,84
16980,19,80
17040,20,82
17100,21,84
17160,22,85
17220,23,79
17280,0,79
17340,1,74
17400,2,72
17460,3,72
17520,4,74
17580,5,75
17640,6,78
17700,7,78
17760,8,77
17820,9,75
17880,10,74
17940,11,72
18000,12,73
18060,13,70
18120,14,71
18180,15,71
18240,16,72
18300,17,72
18360,18,73
18420,19,74
18480,20,77
18540,21,79
18600,22,82
18660,23,79
18720,0,81
18780,1,79
18840,2,79
18900,3,79
18960,4,82
19020,5,83
19080,6,85
19140,7,86
19200,8,87
19260,9,88
19320,10,86
19380,11,86
19440,12,85
19500,13,86
19560,14,88
19620,15,88
19680,16,89
19740,17,88
19800,18,89
19860,19,91
19920,20,93
19980,21,99
20040,22,101
20100,23,101
20160,0,98
20220,1,99
20280,2,99
20340,3,98
20400,4,100
20460,5,102
20520,6,103
20580,7,105
20640,8,103
20700,9,104
20760,10,103
20820,11,101
20880,12,101
20940,13,101
21000,14,100
21060,15,101
21120,16,100
21180,17,99
21240,18,99
21300,19,99
21360,20,96
21420,21,101
21480,22,104
21540,23,102
