hour_of_arrival,mean_arrival_triage,mean_arrival_ed,mean_arrival_referral,arrival_medical_assessment,mean_arrival_consultant_assessment,prop_sdec_appropriate,prop_sdec_accepted,time_in_ed,prop_>4hr_breach,prop_>12hr_breach,run_number,Scenario,DT Threshold
0,0.0,0.17453454577222263,36.973295866983044,1174.5976193655863,2978.8472964559846,0.022222222222222223,0.0,834.4222611527116,0.15555555555555556,0.15555555555555556,18,alt_dt_0.70,0.7
1,0.0,0.0,14.163355385919203,1204.5254616193001,2165.2005109874517,0.41025641025641024,0.0,301.2744050939696,0.1282051282051282,0.07692307692307693,18,alt_dt_0.70,0.7
2,0.0,0.0,50.37964328321978,759.3556839158704,1411.0153817788723,0.3939393939393939,0.0,462.6377942251762,0.15151515151515152,0.12121212121212122,18,alt_dt_0.70,0.7
3,0.0,0.0,41.760996426902786,1046.221667628608,3521.998677953864,0.4230769230769231,0.0,820.5058408143253,0.15384615384615385,0.15384615384615385,18,alt_dt_0.70,0.7
4,0.0,0.0,33.66635188486316,713.5714960317864,1638.4105114076326,0.42857142857142855,0.0,708.7637488325809,0.32142857142857145,0.21428571428571427,18,alt_dt_0.70,0.7
5,0.0,0.0,59.34033142106071,971.4298975804827,2308.738265053991,0.34285714285714286,0.0,592.7692334743259,0.17142857142857143,0.17142857142857143,18,alt_dt_0.70,0.7
6,0.0,0.0,26.593886200894882,913.6408896509871,2995.6254910744715,0.4146341463414634,0.0,884.5002697461927,0.24390243902439024,0.21951219512195122,18,alt_dt_0.70,0.7
7,0.0,0.971785380053714,41.6909713491616,874.3600573863047,2462.46854827372,0.4117647058823529,0.38095238095238093,494.4022869191586,0.16176470588235295,0.1323529411764706,18,alt_dt_0.70,0.7
8,0.0,0.0,30.648348269764785,863.2029146142934,2409.928477001618,0.4251968503937008,0.19642857142857142,402.7329417194366,0.11811023622047244,0.10236220472440945,18,alt_dt_0.70,0.7
9,0.0,2.5223250934464563,21.349285790546695,885.719861725981,2483.8154758623414,0.3149171270718232,0.04878048780487805,555.4575915954788,0.15469613259668508,0.13259668508287292,18,alt_dt_0.70,0.7
10,0.0,2.9144285268669825,24.701072662026956,918.3695729968894,2549.2743025303653,0.39195979899497485,0.03468208092485549,705.906386154638,0.19597989949748743,0.16080402010050251,18,alt_dt_0.70,0.7
11,0.0,11.551547986341005,29.823119638075717,836.6886928030137,2503.7712103801564,0.38860103626943004,0.04516129032258064,712.5716632485065,0.18134715025906736,0.15025906735751296,18,alt_dt_0.70,0.7
12,0.0,13.045567239178324,47.12785715713965,1024.962073240418,2634.724795436852,0.39,0.018518518518518517,523.6667365208939,0.16,0.105,18,alt_dt_0.70,0.7
13,0.0,3.8491666992295075,28.99046525884904,1053.7752750841753,2846.6551306050587,0.35260115606936415,0.03424657534246575,722.8278201304882,0.1676300578034682,0.15606936416184972,18,alt_dt_0.70,0.7
14,0.0,1.3658443372748263,34.41003316968467,1049.0844388485948,3074.423490764127,0.44,0.024,498.28380883419703,0.10666666666666667,0.10666666666666667,18,alt_dt_0.70,0.7
15,0.0,6.710772217738792,26.15169039430584,1002.0666855805906,2951.6262665047575,0.3812154696132597,0.03355704697986577,497.1456865707148,0.11602209944751381,0.09392265193370165,18,alt_dt_0.70,0.7
16,0.0,3.7843169600776205,24.97183318321722,999.9393074023652,2600.764352121723,0.3917525773195876,0.018292682926829267,504.6138057664172,0.16494845360824742,0.10309278350515463,18,alt_dt_0.70,0.7
17,0.0,4.6125465092896425,45.33309202425158,1212.3025432697443,2437.008717758685,0.4050632911392405,0.014814814814814815,632.6282341101866,0.1518987341772152,0.13291139240506328,18,alt_dt_0.70,0.7
18,0.0,4.85378203542362,25.091727342150627,1128.5866936834093,2111.0593696758674,0.39215686274509803,0.0,523.9579414674196,0.1503267973856209,0.12418300653594772,18,alt_dt_0.70,0.7
19,0.0,3.6171735414130084,43.71239503307597,1263.1669793936637,2582.353163211763,0.4172661870503597,0.0,597.6382321320445,0.14388489208633093,0.1223021582733813,18,alt_dt_0.70,0.7
20,0.0,8.510689558917024,47.932196097813346,1220.9539113038081,2925.6281512098612,0.4195804195804196,0.0,710.591344965121,0.14685314685314685,0.13286713286713286,18,alt_dt_0.70,0.7
21,0.0,4.574950995125854,22.56979090679332,1294.3756712697107,2927.288584352504,0.37037037037037035,0.0,337.1501484540405,0.12037037037037036,0.06481481481481481,18,alt_dt_0.70,0.7
22,0.0,0.4128101306555574,44.24023078097279,1361.3674704498883,3282.6846218637766,0.5238095238095238,0.0,532.6911711164335,0.09523809523809523,0.09523809523809523,18,alt_dt_0.70,0.7
23,0.0,1.3477752648331738,12.572590802422202,1111.9125079986727,2181.7377683671048,0.423728813559322,0.0,288.64386213404487,0.05084745762711865,0.03389830508474576,18,alt_dt_0.70,0.7
