Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,0
240,4,0
300,5,0
360,6,0
420,7,0
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,0
840,14,0
900,15,2
960,16,0
1020,17,0
1080,18,0
1140,19,1
1200,20,0
1260,21,1
1320,22,0
1380,23,1
1440,0,2
1500,1,1
1560,2,0
1620,3,1
1680,4,3
1740,5,3
1800,6,3
1860,7,2
1920,8,1
1980,9,1
2040,10,0
2100,11,0
2160,12,0
2220,13,0
2280,14,0
2340,15,2
2400,16,0
2460,17,0
2520,18,2
2580,19,4
2640,20,2
2700,21,6
2760,22,8
2820,23,8
2880,0,8
2940,1,9
3000,2,7
3060,3,6
3120,4,7
3180,5,7
3240,6,8
3300,7,8
3360,8,8
3420,9,9
3480,10,7
3540,11,6
3600,12,7
3660,13,6
3720,14,8
3780,15,9
3840,16,8
3900,17,8
3960,18,8
4020,19,10
4080,20,10
4140,21,13
4200,22,17
4260,23,17
4320,0,18
4380,1,10
4440,2,12
4500,3,13
4560,4,13
4620,5,15
4680,6,17
4740,7,18
4800,8,15
4860,9,15
4920,10,13
4980,11,12
5040,12,11
5100,13,13
5160,14,12
5220,15,13
5280,16,15
5340,17,13
5400,18,12
5460,19,15
5520,20,18
5580,21,21
5640,22,23
5700,23,23
5760,0,24
5820,1,22
5880,2,24
5940,3,24
6000,4,25
6060,5,26
6120,6,27
6180,7,28
6240,8,28
6300,9,27
6360,10,27
6420,11,26
6480,12,23
6540,13,20
6600,14,21
6660,15,22
6720,16,22
6780,17,22
6840,18,24
6900,19,27
6960,20,30
7020,21,31
7080,22,34
7140,23,34
7200,0,29
7260,1,29
7320,2,31
7380,3,28
7440,4,29
7500,5,29
7560,6,31
7620,7,32
7680,8,33
7740,9,33
7800,10,32
7860,11,30
7920,12,31
7980,13,31
8040,14,32
8100,15,31
8160,16,31
8220,17,30
8280,18,32
8340,19,36
8400,20,38
8460,21,41
8520,22,42
8580,23,42
8640,0,43
8700,1,40
8760,2,41
8820,3,41
8880,4,43
8940,5,42
9000,6,41
9060,7,39
9120,8,38
9180,9,38
9240,10,36
9300,11,35
9360,12,34
9420,13,34
9480,14,34
9540,15,34
9600,16,37
9660,17,36
9720,18,34
9780,19,38
9840,20,38
9900,21,43
9960,22,44
10020,23,45
10080,0,44
10140,1,46
10200,2,46
10260,3,46
10320,4,47
10380,5,48
10440,6,49
10500,7,50
10560,8,49
10620,9,42
10680,10,40
10740,11,38
10800,12,37
10860,13,38
10920,14,39
10980,15,37
11040,16,37
11100,17,36
11160,18,39
11220,19,39
11280,20,39
11340,21,42
11400,22,44
11460,23,41
11520,0,43
11580,1,42
11640,2,43
11700,3,44
11760,4,45
11820,5,47
11880,6,49
11940,7,50
12000,8,50
12060,9,49
12120,10,48
12180,11,47
12240,12,47
12300,13,46
12360,14,47
12420,15,47
12480,16,48
12540,17,47
12600,18,49
12660,19,50
12720,20,52
12780,21,53
12840,22,54
12900,23,55
12960,0,54
13020,1,47
13080,2,51
13140,3,46
13200,4,47
13260,5,47
13320,6,47
13380,7,47
13440,8,46
13500,9,47
13560,10,47
13620,11,45
13680,12,45
13740,13,47
13800,14,47
13860,15,48
13920,16,49
13980,17,50
14040,18,50
14100,19,50
14160,20,50
14220,21,53
14280,22,54
14340,23,55
14400,0,53
14460,1,53
14520,2,52
14580,3,50
14640,4,51
14700,5,50
14760,6,50
14820,7,49
14880,8,48
14940,9,49
15000,10,48
15060,11,46
15120,12,46
15180,13,48
15240,14,49
15300,15,49
15360,16,49
15420,17,51
15480,18,48
15540,19,47
15600,20,49
15660,21,51
15720,22,52
15780,23,53
15840,0,52
15900,1,52
15960,2,55
16020,3,48
16080,4,49
16140,5,44
16200,6,45
16260,7,46
16320,8,44
16380,9,44
16440,10,43
16500,11,40
16560,12,40
16620,13,40
16680,14,40
16740,15,41
16800,16,41
16860,17,42
16920,18,41
16980,19,39
17040,20,40
17100,21,42
17160,22,43
17220,23,42
17280,0,42
17340,1,42
17400,2,45
17460,3,44
17520,4,46
17580,5,44
17640,6,46
17700,7,48
17760,8,47
17820,9,48
17880,10,45
17940,11,44
18000,12,43
18060,13,45
18120,14,45
18180,15,45
18240,16,46
18300,17,46
18360,18,49
18420,19,50
18480,20,51
18540,21,51
18600,22,54
18660,23,55
18720,0,54
18780,1,56
18840,2,58
18900,3,59
18960,4,61
19020,5,60
19080,6,64
19140,7,65
19200,8,63
19260,9,61
19320,10,60
19380,11,57
19440,12,57
19500,13,59
19560,14,59
19620,15,58
19680,16,56
19740,17,58
19800,18,61
19860,19,63
19920,20,65
19980,21,68
20040,22,69
20100,23,69
20160,0,68
20220,1,69
20280,2,69
20340,3,70
20400,4,72
20460,5,70
20520,6,73
20580,7,72
20640,8,73
20700,9,72
20760,10,70
20820,11,69
20880,12,69
20940,13,68
21000,14,65
21060,15,64
21120,16,64
21180,17,65
21240,18,64
21300,19,66
21360,20,68
21420,21,71
21480,22,73
21540,23,74
