Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,2
240,4,0
300,5,1
360,6,0
420,7,0
480,8,0
540,9,0
600,10,0
660,11,0
720,12,1
780,13,0
840,14,0
900,15,0
960,16,0
1020,17,0
1080,18,2
1140,19,2
1200,20,7
1260,21,8
1320,22,10
1380,23,11
1440,0,9
1500,1,6
1560,2,7
1620,3,7
1680,4,9
1740,5,8
1800,6,11
1860,7,11
1920,8,9
1980,9,7
2040,10,7
2100,11,5
2160,12,5
2220,13,5
2280,14,6
2340,15,6
2400,16,6
2460,17,6
2520,18,8
2580,19,9
2640,20,11
2700,21,16
2760,22,17
2820,23,18
2880,0,18
2940,1,18
3000,2,19
3060,3,19
3120,4,21
3180,5,22
3240,6,21
3300,7,25
3360,8,23
3420,9,23
3480,10,21
3540,11,19
3600,12,21
3660,13,22
3720,14,24
3780,15,25
3840,16,23
3900,17,24
3960,18,23
4020,19,26
4080,20,29
4140,21,30
4200,22,33
4260,23,31
4320,0,32
4380,1,29
4440,2,29
4500,3,32
4560,4,33
4620,5,35
4680,6,33
4740,7,34
4800,8,35
4860,9,34
4920,10,31
4980,11,31
5040,12,30
5100,13,32
5160,14,33
5220,15,34
5280,16,37
5340,17,37
5400,18,36
5460,19,39
5520,20,39
5580,21,43
5640,22,45
5700,23,44
5760,0,44
5820,1,43
5880,2,44
5940,3,45
6000,4,46
6060,5,48
6120,6,47
6180,7,48
6240,8,47
6300,9,47
6360,10,46
6420,11,46
6480,12,46
6540,13,48
6600,14,49
6660,15,49
6720,16,50
6780,17,50
6840,18,52
6900,19,52
6960,20,56
7020,21,58
7080,22,61
7140,23,58
7200,0,59
7260,1,58
7320,2,61
7380,3,58
7440,4,60
7500,5,60
7560,6,61
7620,7,61
7680,8,59
7740,9,57
7800,10,56
7860,11,55
7920,12,53
7980,13,57
8040,14,55
8100,15,53
8160,16,55
8220,17,52
8280,18,55
8340,19,56
8400,20,58
8460,21,59
8520,22,60
8580,23,60
8640,0,59
8700,1,59
8760,2,60
8820,3,63
8880,4,65
8940,5,67
9000,6,67
9060,7,69
9120,8,72
9180,9,72
9240,10,71
9300,11,68
9360,12,66
9420,13,67
9480,14,68
9540,15,66
9600,16,66
9660,17,65
9720,18,66
9780,19,66
9840,20,69
9900,21,71
9960,22,75
10020,23,74
10080,0,78
10140,1,77
10200,2,79
10260,3,79
10320,4,79
10380,5,81
10440,6,80
10500,7,82
10560,8,82
10620,9,80
10680,10,79
10740,11,77
10800,12,75
10860,13,73
10920,14,75
10980,15,75
11040,16,76
11100,17,75
11160,18,75
11220,19,75
11280,20,79
11340,21,81
11400,22,84
11460,23,80
11520,0,82
11580,1,81
11640,2,82
11700,3,83
11760,4,83
11820,5,85
11880,6,89
11940,7,90
12000,8,87
12060,9,86
12120,10,85
12180,11,84
12240,12,85
12300,13,84
12360,14,87
12420,15,84
12480,16,83
12540,17,82
12600,18,84
12660,19,88
12720,20,87
12780,21,92
12840,22,91
12900,23,91
12960,0,92
13020,1,95
13080,2,96
13140,3,97
13200,4,99
13260,5,99
13320,6,103
13380,7,98
13440,8,97
13500,9,95
13560,10,96
13620,11,94
13680,12,93
13740,13,92
13800,14,92
13860,15,91
13920,16,91
13980,17,90
14040,18,89
14100,19,91
14160,20,90
14220,21,93
14280,22,94
14340,23,94
14400,0,94
14460,1,94
14520,2,96
14580,3,98
14640,4,95
14700,5,98
14760,6,97
14820,7,98
14880,8,100
14940,9,99
15000,10,99
15060,11,96
15120,12,95
15180,13,95
15240,14,95
15300,15,96
15360,16,95
15420,17,95
15480,18,95
15540,19,97
15600,20,99
15660,21,101
15720,22,102
15780,23,101
15840,0,98
15900,1,97
15960,2,98
16020,3,97
16080,4,99
16140,5,98
16200,6,99
16260,7,98
16320,8,99
16380,9,99
16440,10,98
16500,11,95
16560,12,94
16620,13,95
16680,14,96
16740,15,94
16800,16,95
16860,17,95
16920,18,96
16980,19,96
17040,20,98
17100,21,99
17160,22,103
17220,23,100
17280,0,100
17340,1,102
17400,2,98
17460,3,99
17520,4,98
17580,5,99
17640,6,100
17700,7,102
17760,8,102
17820,9,103
17880,10,101
17940,11,99
18000,12,98
18060,13,97
18120,14,96
18180,15,95
18240,16,98
18300,17,96
18360,18,98
18420,19,103
18480,20,104
18540,21,108
18600,22,110
18660,23,108
18720,0,108
18780,1,104
18840,2,106
18900,3,107
18960,4,108
19020,5,109
19080,6,111
19140,7,113
19200,8,112
19260,9,112
19320,10,111
19380,11,108
19440,12,110
19500,13,109
19560,14,109
19620,15,109
19680,16,110
19740,17,109
19800,18,111
19860,19,110
19920,20,113
19980,21,117
20040,22,121
20100,23,120
20160,0,122
20220,1,124
20280,2,125
20340,3,125
20400,4,124
20460,5,127
20520,6,128
20580,7,131
20640,8,131
20700,9,131
20760,10,130
20820,11,128
20880,12,127
20940,13,129
21000,14,130
21060,15,129
21120,16,131
21180,17,131
21240,18,134
21300,19,134
21360,20,135
21420,21,141
21480,22,142
21540,23,143
