Patient ID,Queue Length,Time
,0,0.0
,1,60.0
,3,120.0
,4,180.0
,7,240.0
,6,300.0
,5,360.0
,7,420.0
,8,480.0
,9,540.0
,12,600.0
,19,660.0
,23,720.0
,27,780.0
,33,840.0
,31,900.0
,38,960.0
,39,1020.0
,41,1080.0
,41,1140.0
,40,1200.0
,41,1260.0
,42,1320.0
,40,1380.0
,42,1440.0
,40,1500.0
,40,1560.0
,38,1620.0
,37,1680.0
,38,1740.0
,36,1800.0
,37,1860.0
,37,1920.0
,37,1980.0
,37,2040.0
,36,2100.0
,39,2160.0
,41,2220.0
,45,2280.0
,46,2340.0
,46,2400.0
,49,2460.0
,55,2520.0
,52,2580.0
,51,2640.0
,49,2700.0
,53,2760.0
,50,2820.0
,49,2880.0
,46,2940.0
,46,3000.0
,43,3060.0
,41,3120.0
,42,3180.0
,42,3240.0
,45,3300.0
,45,3360.0
,45,3420.0
,49,3480.0
,52,3540.0
,56,3600.0
,58,3660.0
,58,3720.0
,57,3780.0
,56,3840.0
,58,3900.0
,58,3960.0
,60,4020.0
,60,4080.0
,60,4140.0
,60,4200.0
,59,4260.0
,55,4320.0
,56,4380.0
,58,4440.0
,57,4500.0
,55,4560.0
,55,4620.0
,54,4680.0
,54,4740.0
,54,4800.0
,54,4860.0
,57,4920.0
,62,4980.0
,64,5040.0
,70,5100.0
,68,5160.0
,70,5220.0
,73,5280.0
,70,5340.0
,72,5400.0
,71,5460.0
,73,5520.0
,71,5580.0
,67,5640.0
,70,5700.0
,70,5760.0
,71,5820.0
,74,5880.0
,73,5940.0
,73,6000.0
,73,6060.0
,71,6120.0
,72,6180.0
,72,6240.0
,74,6300.0
,77,6360.0
,76,6420.0
,78,6480.0
,76,6540.0
,75,6600.0
,80,6660.0
,85,6720.0
,87,6780.0
,83,6840.0
,85,6900.0
,87,6960.0
,85,7020.0
,88,7080.0
,85,7140.0
,86,7200.0
,86,7260.0
,85,7320.0
,85,7380.0
,85,7440.0
,84,7500.0
,82,7560.0
,81,7620.0
,80,7680.0
,84,7740.0
,84,7800.0
,89,7860.0
,88,7920.0
,89,7980.0
,93,8040.0
,101,8100.0
,107,8160.0
,106,8220.0
,110,8280.0
,113,8340.0
,117,8400.0
,119,8460.0
,119,8520.0
,118,8580.0
,117,8640.0
,120,8700.0
,117,8760.0
,118,8820.0
,120,8880.0
,119,8940.0
,118,9000.0
,118,9060.0
,119,9120.0
,121,9180.0
,122,9240.0
,121,9300.0
,124,9360.0
,121,9420.0
,124,9480.0
,123,9540.0
,121,9600.0
,120,9660.0
,121,9720.0
,127,9780.0
,128,9840.0
,129,9900.0
,129,9960.0
,128,10020.0
,127,10080.0
,126,10140.0
,127,10200.0
,126,10260.0
,124,10320.0
,124,10380.0
,125,10440.0
,126,10500.0
,127,10560.0
,128,10620.0
,130,10680.0
,129,10740.0
,134,10800.0
,137,10860.0
,142,10920.0
,143,10980.0
,143,11040.0
,148,11100.0
,149,11160.0
,150,11220.0
,151,11280.0
,153,11340.0
,150,11400.0
,146,11460.0
,145,11520.0
,145,11580.0
,144,11640.0
,143,11700.0
,144,11760.0
,145,11820.0
,145,11880.0
,144,11940.0
,144,12000.0
,142,12060.0
,143,12120.0
,144,12180.0
,146,12240.0
,150,12300.0
,151,12360.0
,151,12420.0
,158,12480.0
,159,12540.0
,161,12600.0
,161,12660.0
,164,12720.0
,160,12780.0
,160,12840.0
,157,12900.0
,156,12960.0
,156,13020.0
,154,13080.0
,153,13140.0
,152,13200.0
,150,13260.0
,148,13320.0
,147,13380.0
,148,13440.0
,152,13500.0
,152,13560.0
,155,13620.0
,157,13680.0
,157,13740.0
,156,13800.0
,158,13860.0
,158,13920.0
,167,13980.0
,170,14040.0
,172,14100.0
,167,14160.0
,170,14220.0
,171,14280.0
,173,14340.0
,173,14400.0
,169,14460.0
,168,14520.0
,166,14580.0
,164,14640.0
,162,14700.0
,162,14760.0
,162,14820.0
,164,14880.0
,164,14940.0
,164,15000.0
,167,15060.0
,173,15120.0
,174,15180.0
,177,15240.0
,180,15300.0
,181,15360.0
,184,15420.0
,181,15480.0
,180,15540.0
,179,15600.0
,173,15660.0
,170,15720.0
,174,15780.0
,175,15840.0
,175,15900.0
,174,15960.0
,172,16020.0
,169,16080.0
,168,16140.0
,166,16200.0
,166,16260.0
,166,16320.0
,167,16380.0
,167,16440.0
,169,16500.0
,172,16560.0
,173,16620.0
,177,16680.0
,178,16740.0
,178,16800.0
,179,16860.0
,179,16920.0
,178,16980.0
,178,17040.0
,180,17100.0
,181,17160.0
,183,17220.0
,180,17280.0
,178,17340.0
,176,17400.0
,177,17460.0
,175,17520.0
,174,17580.0
,175,17640.0
,176,17700.0
,179,17760.0
,180,17820.0
,179,17880.0
,179,17940.0
,182,18000.0
,182,18060.0
,183,18120.0
,184,18180.0
,188,18240.0
,190,18300.0
,194,18360.0
,197,18420.0
,193,18480.0
,196,18540.0
,196,18600.0
,199,18660.0
,201,18720.0
,201,18780.0
,201,18840.0
,202,18900.0
,203,18960.0
,202,19020.0
,202,19080.0
,201,19140.0
,200,19200.0
,199,19260.0
,204,19320.0
,209,19380.0
,211,19440.0
,214,19500.0
,219,19560.0
,218,19620.0
,220,19680.0
,219,19740.0
,221,19800.0
,220,19860.0
,220,19920.0
,218,19980.0
,216,20040.0
,218,20100.0
,219,20160.0
,219,20220.0
,216,20280.0
,216,20340.0
,215,20400.0
,215,20460.0
,217,20520.0
,219,20580.0
,221,20640.0
,221,20700.0
,222,20760.0
,228,20820.0
,229,20880.0
,227,20940.0
,229,21000.0
,229,21060.0
,233,21120.0
,239,21180.0
,235,21240.0
,238,21300.0
,240,21360.0
,248,21420.0
,249,21480.0
,248,21540.0
