Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,1
240,4,1
300,5,3
360,6,2
420,7,0
480,8,1
540,9,0
600,10,0
660,11,0
720,12,0
780,13,0
840,14,1
900,15,1
960,16,4
1020,17,2
1080,18,5
1140,19,9
1200,20,11
1260,21,12
1320,22,15
1380,23,12
1440,0,13
1500,1,13
1560,2,12
1620,3,12
1680,4,14
1740,5,14
1800,6,15
1860,7,16
1920,8,15
1980,9,15
2040,10,13
2100,11,11
2160,12,9
2220,13,9
2280,14,11
2340,15,10
2400,16,9
2460,17,11
2520,18,11
2580,19,11
2640,20,16
2700,21,17
2760,22,21
2820,23,21
2880,0,21
2940,1,20
3000,2,22
3060,3,22
3120,4,23
3180,5,23
3240,6,24
3300,7,21
3360,8,22
3420,9,21
3480,10,20
3540,11,19
3600,12,20
3660,13,21
3720,14,20
3780,15,18
3840,16,18
3900,17,18
3960,18,19
4020,19,20
4080,20,20
4140,21,23
4200,22,23
4260,23,24
4320,0,24
4380,1,21
4440,2,24
4500,3,24
4560,4,26
4620,5,26
4680,6,27
4740,7,30
4800,8,28
4860,9,28
4920,10,26
4980,11,25
5040,12,24
5100,13,24
5160,14,25
5220,15,25
5280,16,26
5340,17,24
5400,18,24
5460,19,25
5520,20,28
5580,21,28
5640,22,29
5700,23,26
5760,0,26
5820,1,26
5880,2,26
5940,3,27
6000,4,29
6060,5,30
6120,6,31
6180,7,32
6240,8,31
6300,9,32
6360,10,30
6420,11,28
6480,12,27
6540,13,27
6600,14,26
6660,15,24
6720,16,24
6780,17,22
6840,18,24
6900,19,25
6960,20,29
7020,21,31
7080,22,29
7140,23,30
7200,0,28
7260,1,28
7320,2,29
7380,3,29
7440,4,32
7500,5,34
7560,6,36
7620,7,35
7680,8,36
7740,9,37
7800,10,34
7860,11,33
7920,12,31
7980,13,29
8040,14,29
8100,15,29
8160,16,26
8220,17,26
8280,18,28
8340,19,29
8400,20,31
8460,21,35
8520,22,38
8580,23,38
8640,0,40
8700,1,40
8760,2,40
8820,3,40
8880,4,44
8940,5,44
9000,6,47
9060,7,48
9120,8,49
9180,9,49
9240,10,48
9300,11,47
9360,12,48
9420,13,47
9480,14,47
9540,15,48
9600,16,48
9660,17,50
9720,18,51
9780,19,52
9840,20,54
9900,21,59
9960,22,60
10020,23,62
10080,0,61
10140,1,63
10200,2,54
10260,3,55
10320,4,54
10380,5,54
10440,6,56
10500,7,56
10560,8,57
10620,9,58
10680,10,57
10740,11,54
10800,12,54
10860,13,52
10920,14,53
10980,15,53
11040,16,53
11100,17,53
11160,18,54
11220,19,57
11280,20,56
11340,21,60
11400,22,62
11460,23,61
11520,0,61
11580,1,62
11640,2,65
11700,3,66
11760,4,65
11820,5,67
11880,6,68
11940,7,71
12000,8,70
12060,9,70
12120,10,69
12180,11,67
12240,12,67
12300,13,67
12360,14,65
12420,15,65
12480,16,66
12540,17,68
12600,18,67
12660,19,68
12720,20,71
12780,21,72
12840,22,74
12900,23,72
12960,0,73
13020,1,74
13080,2,72
13140,3,72
13200,4,73
13260,5,69
13320,6,72
13380,7,72
13440,8,73
13500,9,73
13560,10,70
13620,11,69
13680,12,70
13740,13,72
13800,14,71
13860,15,72
13920,16,70
13980,17,71
14040,18,72
14100,19,73
14160,20,73
14220,21,78
14280,22,80
14340,23,76
14400,0,74
14460,1,76
14520,2,78
14580,3,78
14640,4,79
14700,5,79
14760,6,81
14820,7,77
14880,8,77
14940,9,77
15000,10,76
15060,11,73
15120,12,72
15180,13,72
15240,14,71
15300,15,71
15360,16,69
15420,17,70
15480,18,71
15540,19,74
15600,20,74
15660,21,76
15720,22,79
15780,23,78
15840,0,78
15900,1,78
15960,2,80
16020,3,81
16080,4,82
16140,5,83
16200,6,84
16260,7,84
16320,8,85
16380,9,85
16440,10,84
16500,11,81
16560,12,80
16620,13,80
16680,14,79
16740,15,79
16800,16,80
16860,17,81
16920,18,81
16980,19,82
17040,20,83
17100,21,86
17160,22,90
17220,23,87
17280,0,89
17340,1,87
17400,2,90
17460,3,90
17520,4,91
17580,5,89
17640,6,92
17700,7,94
17760,8,95
17820,9,96
17880,10,94
17940,11,93
18000,12,93
18060,13,92
18120,14,93
18180,15,93
18240,16,93
18300,17,92
18360,18,94
18420,19,97
18480,20,98
18540,21,102
18600,22,105
18660,23,101
18720,0,104
18780,1,105
18840,2,103
18900,3,102
18960,4,103
19020,5,105
19080,6,106
19140,7,108
19200,8,105
19260,9,105
19320,10,104
19380,11,104
19440,12,105
19500,13,106
19560,14,107
19620,15,107
19680,16,110
19740,17,108
19800,18,108
19860,19,111
19920,20,113
19980,21,116
20040,22,120
20100,23,115
20160,0,116
20220,1,116
20280,2,116
20340,3,116
20400,4,116
20460,5,117
20520,6,117
20580,7,119
20640,8,121
20700,9,122
20760,10,120
20820,11,118
20880,12,119
20940,13,119
21000,14,117
21060,15,118
21120,16,121
21180,17,121
21240,18,121
21300,19,125
21360,20,125
21420,21,126
21480,22,129
21540,23,126
