hour_of_arrival,mean_arrival_triage,mean_arrival_ed,mean_arrival_referral,arrival_medical_assessment,mean_arrival_consultant_assessment,prop_sdec_appropriate,prop_sdec_accepted,time_in_ed,prop_>4hr_breach,prop_>12hr_breach,run_number,Scenario,DT Threshold
0,0.0,0.0,49.10693003179384,2169.5618872594596,3063.932306718245,0.020833333333333332,0.0,827.2211810147782,0.20833333333333334,0.16666666666666666,16,alt_dt_0.70,0.7
1,0.0,0.0,13.3696349686943,2067.83451015988,3431.6217852818495,0.4146341463414634,0.0,701.6860274638626,0.1951219512195122,0.14634146341463414,16,alt_dt_0.70,0.7
2,0.0,0.0,47.78522079214417,2081.013327197035,3158.1046724960256,0.4878048780487805,0.0,504.9417924559634,0.14634146341463414,0.12195121951219512,16,alt_dt_0.70,0.7
3,0.0,0.0,26.149421888095823,2079.135252679326,2391.105905704941,0.5,0.0,428.37463339151753,0.11538461538461539,0.11538461538461539,16,alt_dt_0.70,0.7
4,0.0,0.0,67.16678365126063,2149.565603807392,2592.618436731898,0.39285714285714285,0.0,487.70489915124216,0.10714285714285714,0.10714285714285714,16,alt_dt_0.70,0.7
5,0.0,0.5055990427504353,49.83858844038774,2124.9102663798644,3014.549326355429,0.4375,0.0,593.7702860844385,0.125,0.125,16,alt_dt_0.70,0.7
6,0.0,0.0,57.43302654977116,1842.0128626711771,2352.8204872250026,0.46875,0.0,741.3872953618154,0.25,0.25,16,alt_dt_0.70,0.7
7,0.0,3.3636498240138017,37.15168347533001,1982.5915396481544,3012.8144980488587,0.37142857142857144,0.3492063492063492,512.5141030796954,0.14285714285714285,0.1,16,alt_dt_0.70,0.7
8,0.0,0.0,31.35139673514291,1954.4938754119232,2775.776483075291,0.3391304347826087,0.19047619047619047,554.4092253083969,0.1391304347826087,0.1391304347826087,16,alt_dt_0.70,0.7
9,0.0,0.7942084946855175,52.48050095087207,1822.6650020048373,2683.2356666685064,0.4367816091954023,0.0784313725490196,498.5553788396966,0.12643678160919541,0.11494252873563218,16,alt_dt_0.70,0.7
10,0.0,10.48767960609865,48.20372459777051,1924.7960373956703,3144.7223361382735,0.40298507462686567,0.05172413793103448,586.4730039808361,0.14925373134328357,0.12437810945273632,16,alt_dt_0.70,0.7
11,0.0,24.390626815832498,31.508320267651325,1939.7237648549801,3081.4361305511784,0.42162162162162165,0.050359712230215826,612.2449399953076,0.14054054054054055,0.10810810810810811,16,alt_dt_0.70,0.7
12,0.0,7.6409852949172405,40.064006748285145,1991.2839270958948,3337.4451473359845,0.4406779661016949,0.04,818.4180292196694,0.1864406779661017,0.1694915254237288,16,alt_dt_0.70,0.7
13,0.0,5.029623331793183,34.27299110305707,2027.4056191987463,2899.8274352882577,0.3422459893048128,0.024539877300613498,526.932979846809,0.15508021390374332,0.11229946524064172,16,alt_dt_0.70,0.7
14,0.0,5.1447217910245095,35.68875409892007,2103.511633355996,3372.914182183148,0.40372670807453415,0.041379310344827586,537.098326684583,0.13043478260869565,0.11801242236024845,16,alt_dt_0.70,0.7
15,0.0,9.524267783404294,54.16400046560005,2131.863558796949,3218.2726855366777,0.44871794871794873,0.015873015873015872,708.1479530560118,0.16025641025641027,0.1282051282051282,16,alt_dt_0.70,0.7
16,0.0,5.860060167536129,58.88914495101854,2278.797248631047,3515.631109137953,0.41317365269461076,0.022058823529411766,647.8490314109638,0.11976047904191617,0.10179640718562874,16,alt_dt_0.70,0.7
17,0.0,0.7088262252463249,41.20189405016515,2272.3242172342543,3547.143766701001,0.4318181818181818,0.028985507246376812,669.418042042143,0.14204545454545456,0.10795454545454546,16,alt_dt_0.70,0.7
18,0.0,2.986578812061443,51.828890760830575,2308.5000162928277,3413.578755178757,0.39416058394160586,0.0,802.9392399131398,0.1897810218978102,0.15328467153284672,16,alt_dt_0.70,0.7
19,0.0,4.2029510051120855,26.554259915850036,2241.654580172866,3292.882196038951,0.3404255319148936,0.0,525.0764887119499,0.1276595744680851,0.09929078014184398,16,alt_dt_0.70,0.7
20,0.0,0.5729242196842279,56.59061259185233,2137.605854914215,3003.7347439453833,0.45384615384615384,0.0,448.54801452167504,0.1,0.08461538461538462,16,alt_dt_0.70,0.7
21,0.0,1.2925960743152793,7.24398002553466,2350.9249550549857,3309.8483934028513,0.27102803738317754,0.0,584.2353220055211,0.1308411214953271,0.09345794392523364,16,alt_dt_0.70,0.7
22,0.0,0.0,37.13599284629033,2357.356106391787,3611.7424531054417,0.4222222222222222,0.0,712.8481398641321,0.1111111111111111,0.1111111111111111,16,alt_dt_0.70,0.7
23,0.0,0.07501732960516291,48.56465875190024,2270.058206343049,3273.1856641349204,0.35714285714285715,0.0,498.8022002375952,0.10714285714285714,0.07142857142857142,16,alt_dt_0.70,0.7
