Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,0
240,4,0
300,5,0
360,6,0
420,7,1
480,8,0
540,9,0
600,10,0
660,11,0
720,12,3
780,13,3
840,14,3
900,15,2
960,16,2
1020,17,0
1080,18,0
1140,19,0
1200,20,0
1260,21,4
1320,22,3
1380,23,5
1440,0,3
1500,1,2
1560,2,1
1620,3,2
1680,4,2
1740,5,3
1800,6,5
1860,7,6
1920,8,3
1980,9,3
2040,10,1
2100,11,0
2160,12,0
2220,13,2
2280,14,2
2340,15,5
2400,16,5
2460,17,3
2520,18,6
2580,19,7
2640,20,10
2700,21,11
2760,22,14
2820,23,2
2880,0,3
2940,1,0
3000,2,1
3060,3,1
3120,4,1
3180,5,0
3240,6,0
3300,7,0
3360,8,1
3420,9,2
3480,10,0
3540,11,0
3600,12,0
3660,13,0
3720,14,0
3780,15,0
3840,16,0
3900,17,2
3960,18,2
4020,19,0
4080,20,0
4140,21,4
4200,22,3
4260,23,4
4320,0,4
4380,1,0
4440,2,1
4500,3,0
4560,4,1
4620,5,0
4680,6,3
4740,7,3
4800,8,4
4860,9,4
4920,10,3
4980,11,1
5040,12,0
5100,13,0
5160,14,1
5220,15,0
5280,16,1
5340,17,0
5400,18,0
5460,19,4
5520,20,8
5580,21,12
5640,22,9
5700,23,12
5760,0,7
5820,1,7
5880,2,10
5940,3,8
6000,4,8
6060,5,6
6120,6,7
6180,7,9
6240,8,10
6300,9,11
6360,10,8
6420,11,5
6480,12,4
6540,13,4
6600,14,4
6660,15,3
6720,16,3
6780,17,4
6840,18,4
6900,19,1
6960,20,1
7020,21,6
7080,22,7
7140,23,6
7200,0,5
7260,1,3
7320,2,1
7380,3,4
7440,4,5
7500,5,5
7560,6,6
7620,7,7
7680,8,9
7740,9,7
7800,10,5
7860,11,4
7920,12,4
7980,13,3
8040,14,4
8100,15,5
8160,16,6
8220,17,3
8280,18,4
8340,19,5
8400,20,6
8460,21,7
8520,22,9
8580,23,4
8640,0,2
8700,1,1
8760,2,1
8820,3,0
8880,4,2
8940,5,3
9000,6,4
9060,7,4
9120,8,4
9180,9,6
9240,10,4
9300,11,3
9360,12,4
9420,13,5
9480,14,6
9540,15,4
9600,16,4
9660,17,3
9720,18,8
9780,19,9
9840,20,10
9900,21,13
9960,22,16
10020,23,12
10080,0,15
10140,1,14
10200,2,15
10260,3,16
10320,4,17
10380,5,17
10440,6,18
10500,7,20
10560,8,21
10620,9,18
10680,10,19
10740,11,17
10800,12,17
10860,13,18
10920,14,17
10980,15,16
11040,16,17
11100,17,16
11160,18,16
11220,19,16
11280,20,15
11340,21,19
11400,22,21
11460,23,22
11520,0,21
11580,1,25
11640,2,25
11700,3,24
11760,4,26
11820,5,21
11880,6,21
11940,7,21
12000,8,23
12060,9,22
12120,10,20
12180,11,19
12240,12,20
12300,13,21
12360,14,22
12420,15,23
12480,16,22
12540,17,21
12600,18,22
12660,19,23
12720,20,24
12780,21,25
12840,22,28
12900,23,28
12960,0,30
13020,1,32
13080,2,32
13140,3,33
13200,4,35
13260,5,37
13320,6,35
13380,7,38
13440,8,36
13500,9,36
13560,10,34
13620,11,30
13680,12,30
13740,13,30
13800,14,30
13860,15,30
13920,16,30
13980,17,29
14040,18,29
14100,19,29
14160,20,31
14220,21,35
14280,22,35
14340,23,36
14400,0,33
14460,1,33
14520,2,37
14580,3,35
14640,4,35
14700,5,33
14760,6,35
14820,7,35
14880,8,34
14940,9,31
15000,10,29
15060,11,28
15120,12,27
15180,13,25
15240,14,27
15300,15,28
15360,16,29
15420,17,28
15480,18,28
15540,19,24
15600,20,25
15660,21,29
15720,22,30
15780,23,29
15840,0,28
15900,1,28
15960,2,29
16020,3,31
16080,4,31
16140,5,30
16200,6,33
16260,7,34
16320,8,34
16380,9,32
16440,10,32
16500,11,30
16560,12,31
16620,13,32
16680,14,32
16740,15,34
16800,16,32
16860,17,33
16920,18,34
16980,19,35
17040,20,40
17100,21,41
17160,22,45
17220,23,45
17280,0,46
17340,1,45
17400,2,47
17460,3,44
17520,4,48
17580,5,50
17640,6,51
17700,7,55
17760,8,54
17820,9,51
17880,10,51
17940,11,51
18000,12,48
18060,13,47
18120,14,48
18180,15,51
18240,16,52
18300,17,51
18360,18,55
18420,19,56
18480,20,56
18540,21,61
18600,22,62
18660,23,62
18720,0,60
18780,1,59
18840,2,61
18900,3,56
18960,4,55
19020,5,55
19080,6,55
19140,7,54
19200,8,54
19260,9,55
19320,10,54
19380,11,52
19440,12,49
19500,13,50
19560,14,50
19620,15,51
19680,16,50
19740,17,52
19800,18,49
19860,19,47
19920,20,49
19980,21,51
20040,22,52
20100,23,52
20160,0,51
20220,1,54
20280,2,53
20340,3,53
20400,4,54
20460,5,55
20520,6,58
20580,7,59
20640,8,60
20700,9,59
20760,10,58
20820,11,56
20880,12,58
20940,13,57
21000,14,59
21060,15,58
21120,16,58
21180,17,58
21240,18,57
21300,19,57
21360,20,59
21420,21,62
21480,22,62
21540,23,62
