Simulation Time,Hour of Day,Queue Length
0,0,0
60,1,0
120,2,0
180,3,0
240,4,0
300,5,0
360,6,2
420,7,0
480,8,0
540,9,0
600,10,0
660,11,0
720,12,0
780,13,2
840,14,0
900,15,2
960,16,1
1020,17,0
1080,18,3
1140,19,3
1200,20,7
1260,21,7
1320,22,10
1380,23,9
1440,0,12
1500,1,12
1560,2,12
1620,3,7
1680,4,7
1740,5,9
1800,6,13
1860,7,13
1920,8,12
1980,9,13
2040,10,11
2100,11,9
2160,12,10
2220,13,9
2280,14,9
2340,15,10
2400,16,9
2460,17,7
2520,18,9
2580,19,10
2640,20,9
2700,21,11
2760,22,14
2820,23,14
2880,0,13
2940,1,14
3000,2,18
3060,3,16
3120,4,17
3180,5,18
3240,6,17
3300,7,18
3360,8,15
3420,9,14
3480,10,13
3540,11,9
3600,12,11
3660,13,13
3720,14,11
3780,15,10
3840,16,9
3900,17,11
3960,18,11
4020,19,11
4080,20,8
4140,21,11
4200,22,14
4260,23,8
4320,0,8
4380,1,8
4440,2,9
4500,3,11
4560,4,11
4620,5,11
4680,6,9
4740,7,10
4800,8,10
4860,9,7
4920,10,6
4980,11,5
5040,12,4
5100,13,5
5160,14,3
5220,15,4
5280,16,6
5340,17,5
5400,18,8
5460,19,11
5520,20,12
5580,21,12
5640,22,15
5700,23,15
5760,0,17
5820,1,16
5880,2,18
5940,3,19
6000,4,21
6060,5,22
6120,6,22
6180,7,23
6240,8,22
6300,9,23
6360,10,22
6420,11,20
6480,12,21
6540,13,21
6600,14,22
6660,15,20
6720,16,22
6780,17,23
6840,18,24
6900,19,28
6960,20,30
7020,21,34
7080,22,36
7140,23,37
7200,0,37
7260,1,36
7320,2,37
7380,3,38
7440,4,39
7500,5,41
7560,6,42
7620,7,33
7680,8,33
7740,9,31
7800,10,31
7860,11,27
7920,12,24
7980,13,22
8040,14,22
8100,15,20
8160,16,19
8220,17,20
8280,18,22
8340,19,21
8400,20,24
8460,21,28
8520,22,29
8580,23,30
8640,0,29
8700,1,24
8760,2,26
8820,3,27
8880,4,26
8940,5,27
9000,6,28
9060,7,30
9120,8,31
9180,9,31
9240,10,30
9300,11,27
9360,12,27
9420,13,29
9480,14,30
9540,15,29
9600,16,28
9660,17,26
9720,18,25
9780,19,27
9840,20,31
9900,21,36
9960,22,38
10020,23,38
10080,0,39
10140,1,41
10200,2,41
10260,3,41
10320,4,42
10380,5,42
10440,6,44
10500,7,46
10560,8,46
10620,9,45
10680,10,43
10740,11,43
10800,12,42
10860,13,44
10920,14,45
10980,15,45
11040,16,48
11100,17,44
11160,18,42
11220,19,46
11280,20,46
11340,21,49
11400,22,52
11460,23,51
11520,0,43
11580,1,42
11640,2,43
11700,3,45
11760,4,46
11820,5,44
11880,6,46
11940,7,46
12000,8,46
12060,9,46
12120,10,44
12180,11,44
12240,12,43
12300,13,44
12360,14,44
12420,15,42
12480,16,44
12540,17,44
12600,18,44
12660,19,45
12720,20,47
12780,21,48
12840,22,51
12900,23,46
12960,0,46
13020,1,47
13080,2,46
13140,3,32
13200,4,32
13260,5,35
13320,6,37
13380,7,38
13440,8,38
13500,9,39
13560,10,38
13620,11,36
13680,12,37
13740,13,40
13800,14,40
13860,15,39
13920,16,39
13980,17,38
14040,18,40
14100,19,39
14160,20,41
14220,21,47
14280,22,43
14340,23,45
14400,0,43
14460,1,45
14520,2,45
14580,3,44
14640,4,45
14700,5,41
14760,6,43
14820,7,42
14880,8,44
14940,9,46
15000,10,45
15060,11,42
15120,12,40
15180,13,41
15240,14,41
15300,15,42
15360,16,42
15420,17,42
15480,18,42
15540,19,44
15600,20,45
15660,21,50
15720,22,53
15780,23,52
15840,0,52
15900,1,53
15960,2,54
16020,3,50
16080,4,52
16140,5,55
16200,6,55
16260,7,53
16320,8,53
16380,9,53
16440,10,50
16500,11,47
16560,12,45
16620,13,45
16680,14,47
16740,15,46
16800,16,47
16860,17,46
16920,18,46
16980,19,46
17040,20,47
17100,21,48
17160,22,49
17220,23,50
17280,0,45
17340,1,48
17400,2,43
17460,3,45
17520,4,47
17580,5,46
17640,6,47
17700,7,49
17760,8,50
17820,9,49
17880,10,46
17940,11,44
18000,12,43
18060,13,42
18120,14,41
18180,15,43
18240,16,43
18300,17,40
18360,18,41
18420,19,43
18480,20,43
18540,21,47
18600,22,48
18660,23,47
18720,0,46
18780,1,48
18840,2,50
18900,3,49
18960,4,50
19020,5,50
19080,6,54
19140,7,55
19200,8,55
19260,9,55
19320,10,54
19380,11,51
19440,12,48
19500,13,49
19560,14,49
19620,15,50
19680,16,50
19740,17,50
19800,18,52
19860,19,52
19920,20,53
19980,21,54
20040,22,55
20100,23,56
20160,0,57
20220,1,58
20280,2,60
20340,3,60
20400,4,60
20460,5,59
20520,6,61
20580,7,61
20640,8,61
20700,9,61
20760,10,60
20820,11,59
20880,12,58
20940,13,58
21000,14,58
21060,15,57
21120,16,57
21180,17,56
21240,18,57
21300,19,61
21360,20,58
21420,21,59
21480,22,60
21540,23,57
