hour_of_arrival,mean_arrival_triage,mean_arrival_ed,mean_arrival_referral,arrival_medical_assessment,mean_arrival_consultant_assessment,prop_sdec_appropriate,prop_sdec_accepted,time_in_ed,prop_>4hr_breach,prop_>12hr_breach,run_number
11,15.024559075731732,35.37403313289924,,387.6386517094172,543.3498504257116,0.11811023622047244,0.046296296296296294,161.01466975390892,0.20114942528735633,0.011494252873563218,1
12,15.271193580815043,28.092877343826217,,266.37664363395453,440.5529176874126,0.10294117647058823,0.00909090909090909,177.639016466489,0.20118343195266272,0.023668639053254437,1
13,11.007357791931705,26.18486885786523,,308.7104162842512,456.7292564601418,0.13385826771653545,0.04,191.8774481717105,0.21212121212121213,0.030303030303030304,1
14,13.114332352913685,24.31354575142954,,303.1208353265964,572.9808877637687,0.12,0.01904761904761905,181.45795969792587,0.1962025316455696,0.0189873417721519,1
15,10.813499308507907,21.56732386111701,,332.0837585358244,645.7510530403636,0.09166666666666666,0.019417475728155338,170.04651028574165,0.16774193548387098,0.03870967741935484,1
16,7.620332321192069,18.171335716479746,,358.9468193224333,634.8460327139009,0.05405405405405406,0.0,183.8533404176133,0.20588235294117646,0.03676470588235294,1
17,6.954745653914596,29.536926135434623,,314.36991307916435,617.5884548445476,0.09243697478991597,0.0,189.6815771492754,0.16455696202531644,0.0379746835443038,1
18,3.8145746558807665,45.41927381024388,,437.36691083875525,745.4099898880371,0.08849557522123894,0.0,220.9084594683179,0.24503311258278146,0.052980132450331126,1
19,1.8701176182115686,63.00488531666396,,321.6959317144001,719.7416592192882,0.13131313131313133,0.0,255.20704090450783,0.28346456692913385,0.07874015748031496,1
20,1.2389925719857704,47.22158123150787,,589.1163408820288,890.8693916021584,0.07692307692307693,0.0,299.34158996899134,0.2894736842105263,0.14035087719298245,1
21,0.66040952433166,51.40098284241552,,722.624299286621,792.4817286302277,0.11538461538461539,0.0,199.6666174127489,0.15053763440860216,0.053763440860215055,1
22,3.3814416698139076,64.16092626240368,,701.0922624304688,888.4588711097837,0.0967741935483871,0.0,224.0892127193465,0.2222222222222222,0.04938271604938271,1
23,0.6889766258567299,53.43177638897992,,675.7467637583719,931.03653016785,0.12,0.0,296.502805861087,0.25396825396825395,0.07936507936507936,1
0,0.7635257010795006,109.0164615334307,,1630.0127561904746,1864.7951200101552,0.2,0.0,296.72725556704296,0.3111111111111111,0.06666666666666667,2
1,1.2588753648776574,160.17920639903173,39.174661088143694,920.6478278793187,1129.14817044656,0.14705882352941177,0.0,413.80758377041906,0.5652173913043478,0.13043478260869565,2
2,0.3694314238327782,149.5102189765035,,1014.4050323696945,1061.941032696638,0.08695652173913043,0.0,441.22657797428604,0.5,0.16666666666666666,2
3,0.5858803900694155,90.16575408096844,,895.8976926984706,1011.333142563899,0.13333333333333333,0.0,468.36113415947233,0.5217391304347826,0.2608695652173913,2
4,0.0,111.69450976481345,,,,0.0,0.0,195.69343467903823,0.42857142857142855,0.0,2
5,0.17161887553886437,90.44897648255103,,1245.9568796708522,1444.332713502718,0.14814814814814814,0.0,460.46182090680844,0.5294117647058824,0.14705882352941177,2
6,0.14546475126639566,74.77811643179798,,887.7763800604797,1029.1623504351853,0.05,0.0,372.7292762413393,0.43478260869565216,0.17391304347826086,2
7,0.29187879494663155,24.056565145038288,,1018.8231037240321,1224.1969596132444,0.07692307692307693,0.05714285714285714,187.6007614699244,0.11363636363636363,0.06818181818181818,2
8,4.850034091274868,24.368224564005732,,801.5363822850691,1033.694144410629,0.08928571428571429,0.09523809523809523,340.70110947612176,0.20833333333333334,0.1388888888888889,2
9,5.057144032788532,24.030506553724745,,580.1124446115602,732.8120216555759,0.12264150943396226,0.1411764705882353,216.14132736545963,0.2028985507246377,0.06521739130434782,2
10,16.106336189474128,31.347986663038,,670.6230931091189,921.8957848501918,0.11023622047244094,0.07766990291262135,239.15130896884008,0.25,0.075,2
