day_of_arrival,mean_arrival_triage,mean_arrival_ed,mean_arrival_referral,arrival_medical_assessment,mean_arrival_consultant_assessment,sdec_appopriate,prop_sdec_accepted,time_in_ed,prop_>4hr_breach,prop_>12hr_breach,run_number
Wed,7.459173237249381,87.1469586419761,193.72704785569067,818.3105400352108,1088.0688156993774,0.06521739130434782,0.01702127659574468,393.64157540174597,0.38440111420612816,0.116991643454039,22
Fri,5.433236597664659,40.3784779327372,35.21844993472814,595.2711754488386,801.1840952821663,0.145985401459854,0.0182648401826484,240.76885671470438,0.30903790087463556,0.07871720116618076,23
Mon,3.2404974785381206,34.20615902256494,58.32243834399469,,,0.09446254071661238,0.0326530612244898,124.7665609931516,0.09302325581395349,0.0,23
Sat,2.069671128901798,28.328142718579784,,854.8511078836955,1150.7467454804787,0.10116731517509728,0.01834862385321101,314.8962400979951,0.2546583850931677,0.12422360248447205,23
Sun,1.8034411068221836,18.57060924839716,,1389.45336347978,1544.2811002072247,0.092,0.050761421319796954,272.58755105658685,0.20382165605095542,0.08917197452229299,23
Thu,3.047800979344052,41.03232399982892,,235.14189427411353,360.13150916574756,0.10752688172043011,0.01762114537444934,187.16887276699956,0.26536312849162014,0.013966480446927373,23
Tue,2.8156074367694743,40.32791102222786,,346.7504455313491,515.2708879418386,0.0967741935483871,0.02092050209205021,203.6149859474873,0.2689075630252101,0.03081232492997199,23
Wed,4.5894095890774524,48.85148695479027,,76.09356122812196,169.7103075104243,0.10460251046025104,0.018867924528301886,175.86695040229893,0.25,0.00625,23
Fri,4.933116116309744,15.804287140042135,32.80285192927386,2290.5589037561267,2468.0313455078435,0.068,0.01951219512195122,459.00376844966473,0.24169184290030213,0.14803625377643503,24
Mon,5.103577440721265,28.23997841599132,44.42143349172087,,,0.0782312925170068,0.036585365853658534,135.3009243911905,0.10354223433242507,0.0,24
Sat,2.7226898451035124,32.99728954972221,,2432.6483934494945,2612.2464527602237,0.10548523206751055,0.020100502512562814,481.5595045486475,0.27419354838709675,0.12258064516129032,24
Sun,2.5494988405369363,19.059960485194157,33.25838436966842,2290.9837655580104,2463.293857725616,0.10526315789473684,0.04838709677419355,155.20817093263372,0.11458333333333333,0.013888888888888888,24
Thu,7.3621582400003875,46.850029503022334,103.83019874431648,1817.384088974499,2101.372594316018,0.10830324909747292,0.01834862385321101,498.47321301823104,0.328042328042328,0.1746031746031746,24
Tue,1.9968938831884577,31.93878129828832,,1252.0015826808458,1334.3324506330782,0.09765625,0.024509803921568627,353.6636648126073,0.2884012539184953,0.1724137931034483,24
Wed,3.124148301696839,16.15784036433731,,1419.8075998166732,1709.8360485453431,0.07569721115537849,0.019704433497536946,367.15055385128477,0.21364985163204747,0.1543026706231454,24
Fri,4.8252228398091,36.810700473367504,,1274.0456918064672,1813.8914311755634,0.05782312925170068,0.015748031496062992,361.16638377907594,0.26519337016574585,0.11878453038674033,25
Mon,5.779080410959296,31.845855382417895,,,,0.11295681063122924,0.05622489959839357,119.97383185526573,0.058666666666666666,0.0,25
Sat,3.8453608131491714,34.90251555823899,38.807595132193455,1347.232409303946,1852.1025657560415,0.11336032388663968,0.0196078431372549,422.5005799791306,0.29283489096573206,0.1526479750778816,25
Sun,4.396758075277401,22.997613423160626,,1390.865707630382,1752.2104480030673,0.1141552511415525,0.017045454545454544,300.57627104122304,0.21926910299003322,0.09634551495016612,25
Thu,8.660948060971709,29.610646775366195,,1260.7491561099791,1878.7433376511192,0.09923664122137404,0.018691588785046728,429.93661460452574,0.25073746312684364,0.15339233038348082,25
Tue,3.607546669185887,27.871546065666145,74.07949451502736,623.5488650815781,853.1860328639206,0.0888030888030888,0.02912621359223301,290.6811588208914,0.2857142857142857,0.1094224924012158,25
Wed,3.5910551055343913,37.24287429227971,,945.1777881356822,1446.7631877432368,0.0989010989010989,0.018433179723502304,411.7243069505262,0.3258426966292135,0.18258426966292135,25
Fri,2.4069414526885096,49.38068871374989,92.13631660892709,736.9298357473664,944.1611849364957,0.07924528301886792,0.017857142857142856,290.4315569859708,0.3313782991202346,0.12316715542521994,26
Mon,5.033494062885183,44.891086698493275,171.08640631431354,664.0557435374618,868.271856095827,0.09824561403508772,0.04081632653061224,163.83497617849306,0.1320754716981132,0.0215633423180593,26
Sat,1.9213457394481699,38.43835305877351,262.4205755764956,809.6318042235134,1135.5451720583724,0.10204081632653061,0.019230769230769232,289.88802362749936,0.2826086956521739,0.13975155279503104,26
Sun,1.8397504957902864,25.525920772822836,,692.3927293206916,901.2777825697648,0.1532567049808429,0.06334841628959276,236.8255255884241,0.2515527950310559,0.11490683229813664,26
Thu,1.5700289510016934,32.314463854080444,62.07230600483581,933.7556714518878,1100.0270824590114,0.07380073800738007,0.016736401673640166,249.0112106461023,0.22562674094707522,0.10584958217270195,26
Tue,4.037468275782876,17.13890719466017,117.05597712494273,590.8290917678253,783.542114517229,0.1078838174273859,0.03076923076923077,248.16355879283162,0.2459546925566343,0.07766990291262135,26
Wed,8.720187230867515,33.62605997826135,,794.8919862028193,1044.022192429207,0.07246376811594203,0.017391304347826087,285.7507508833198,0.2737430167597765,0.12290502793296089,26
Fri,8.692597133016385,25.472483221044346,,810.2047271021371,1081.2097096816306,0.10358565737051793,0.019138755980861243,339.2210456229607,0.25157232704402516,0.13836477987421383,27
Mon,3.813505122474588,31.411818696889384,,428.11686942742443,578.2050072979093,0.1,0.0546218487394958,149.0384767838131,0.12637362637362637,0.0027472527472527475,27
Sat,1.8230114883892863,17.341501351411953,45.7753086554294,623.8566295142836,924.3647171784678,0.10138248847926268,0.02185792349726776,284.47463660428616,0.2490974729241877,0.1263537906137184,27
Sun,3.4379884061143366,25.02312061805113,55.331837370740686,634.4476446445375,917.3630651165173,0.11538461538461539,0.050505050505050504,261.99218352735016,0.26557377049180325,0.10491803278688525,27
Thu,4.478117575367808,27.030937997817066,,760.6028425976924,1023.3277053471137,0.09090909090909091,0.019138755980861243,317.14463126230095,0.27134146341463417,0.14329268292682926,27
Tue,2.7516087215188523,75.55325519279064,96.34581051442728,688.1414251381929,941.5180536997618,0.09507042253521127,0.02109704641350211,398.8374451660326,0.4005681818181818,0.13352272727272727,27
Wed,7.515284600540555,43.31589283498523,,716.2041445192457,959.833404158144,0.08921933085501858,0.017391304347826087,312.30492476818733,0.28328611898017,0.10764872521246459,27
Fri,5.516318281037804,65.84903805891504,139.85209050283447,2195.2407286641087,2389.4219535956963,0.11428571428571428,0.016736401673640166,470.45153271933793,0.3398876404494382,0.12921348314606743,28
Mon,8.739311069700538,28.033178517075466,,,,0.09602649006622517,0.05042016806722689,122.09268810223587,0.10052910052910052,0.0,28
Sat,3.9220748137150827,60.61212066335429,46.12140065823587,2148.0608883004807,2436.6007148831222,0.10687022900763359,0.017857142857142856,481.01951011530133,0.345565749235474,0.1345565749235474,28
Sun,4.346332391537824,29.886115733056084,,1945.200064245928,2273.3449159608117,0.0992063492063492,0.04672897196261682,223.02132525251713,0.15555555555555556,0.04126984126984127,28
Thu,4.7573890509247985,57.644886627342665,,1940.1189513335687,2139.0852324598204,0.10948905109489052,0.01809954751131222,489.6716949927359,0.3435754189944134,0.15363128491620112,28
Tue,5.117451578277822,72.81101464288338,84.83789738024643,776.7959981022993,984.8767845347522,0.10264900662251655,0.020242914979757085,351.9699266067122,0.38992042440318303,0.14323607427055704,28
Wed,3.127467497853224,79.4796244285836,196.25574281365698,1396.3707223792273,1710.216314063615,0.11235955056179775,0.01904761904761905,496.5302754946974,0.40294117647058825,0.18529411764705883,28
Fri,1.8420276083086207,53.53390016156619,131.20293697420266,1088.3973182179334,1322.0088287402602,0.12323943661971831,0.0163265306122449,310.67496027083524,0.2785515320334262,0.12256267409470752,29
Mon,5.691970419570729,26.73960361439005,133.0877869141841,373.64421509697553,501.1488037274165,0.06870229007633588,0.03225806451612903,161.21172167891484,0.1467065868263473,0.005988023952095809,29
Sat,1.5942234410393659,29.176329833823004,,469.3147294811296,884.0358416591047,0.08,0.020202020202020204,229.69298724322303,0.23278688524590163,0.08196721311475409,29
Sun,5.389080616215897,40.47233954625547,179.28251613711927,456.30963759190047,698.4645424915391,0.08658008658008658,0.04712041884816754,238.68653688192697,0.2760942760942761,0.09764309764309764,29
Thu,6.577162395336457,49.17041615436597,,1152.9773850488257,1409.5155059671408,0.09556313993174062,0.01593625498007968,327.95392943748914,0.273224043715847,0.13114754098360656,29
Tue,3.5299798485784954,20.918954288164954,59.714055697016796,882.4203373058443,1093.8132133312924,0.1018867924528302,0.03317535545023697,300.04195434031584,0.2912912912912913,0.15615615615615616,29
Wed,2.7679037769413233,24.58868820194398,112.41676508325304,1063.1950104575974,1272.0142067821237,0.09765625,0.018691588785046728,348.6512628484838,0.2777777777777778,0.14814814814814814,29
Fri,2.6822227797811817,36.57198483965091,51.97967068237267,1059.944485480174,1281.9879624106375,0.09523809523809523,0.018867924528301886,302.7926041165633,0.28059701492537314,0.1253731343283582,30
Mon,5.610156127177557,29.22135523627057,83.95047542677942,1310.8999029180077,,0.1099290780141844,0.058333333333333334,132.19723313058822,0.08086253369272237,0.0,30
Sat,3.2921498693672597,37.371202223366346,210.58493210444612,1202.3557750038292,1596.8724987674002,0.07203389830508475,0.02127659574468085,470.4204054121339,0.32051282051282054,0.15705128205128205,30
Sun,2.134753574835431,40.59091914554277,174.08175947954533,1407.9741549068208,1676.0777168138486,0.09765625,0.06572769953051644,244.47435592393333,0.19578313253012047,0.06325301204819277,30
Thu,6.465996173043527,49.11628849508989,,1009.6417847280129,1233.1296507265627,0.08833922261484099,0.01680672268907563,291.9001474462306,0.3028571428571429,0.13714285714285715,30
Tue,2.9546487809836672,93.86108873191915,72.60272331633541,588.7774886969033,931.3221455005271,0.10902255639097744,0.023696682464454975,386.82552087428866,0.4289772727272727,0.17045454545454544,30
Wed,4.564110906137221,58.843825519692636,63.758914955988985,937.2938344701469,1128.3498333902123,0.08712121212121213,0.0182648401826484,314.207138556709,0.36578171091445427,0.1504424778761062,30
Fri,5.451736552800274,32.28830988886852,108.55615389915874,2033.54003709222,2275.1361119654134,0.06792452830188679,0.018518518518518517,439.92816460580946,0.2757660167130919,0.14484679665738162,31
Mon,13.596415237061269,50.07778591984396,,,,0.11864406779661017,0.04897959183673469,144.6830824914774,0.08970976253298153,0.002638522427440633,31
Sat,2.208950823611257,20.50919457777389,,2225.2735370564383,2443.89718631255,0.09361702127659574,0.020100502512562814,467.7597682119882,0.24548736462093862,0.1299638989169675,31
Sun,2.4867738284969065,10.856837601143278,,1852.3460911233508,2077.0970982969666,0.09387755102040816,0.04433497536945813,211.53087326469358,0.12416107382550336,0.04697986577181208,31
Thu,6.70868341353792,32.32368506661338,81.75133252353407,1516.8791638251714,1679.5334463801275,0.1417624521072797,0.01904761904761905,400.6780649333744,0.286144578313253,0.16265060240963855,31
Tue,4.634952832540302,117.60426384705255,46.76510164122374,732.7747935820652,813.0262361597336,0.11589403973509933,0.028112449799196786,326.9647463004991,0.41114058355437666,0.11671087533156499,31
Wed,3.100108726024043,48.33224538308852,76.85407768038908,1241.3397274323572,1379.224245711715,0.109375,0.0196078431372549,371.2501140716347,0.3151515151515151,0.1696969696969697,31
Fri,6.28663845077829,50.321176171393404,143.27633958865863,174.1583121264409,474.0269402369192,0.09561752988047809,0.018957345971563982,217.52208253583538,0.26586102719033233,0.0513595166163142,32
Mon,12.707901277576555,53.23086811722476,103.11340899258721,260.0268858330263,372.7902834224926,0.1,0.03187250996015936,177.85859741350544,0.18635170603674542,0.0026246719160104987,32
Sat,2.411784437947551,29.48079693827832,,121.84112681226347,328.25059223991485,0.1015625,0.018518518518518517,168.99300791291896,0.22186495176848875,0.01607717041800643,32
Sun,2.568599693547085,19.973066255783397,,290.91456226416227,443.9045602811659,0.12757201646090535,0.04411764705882353,189.4258133139135,0.2159468438538206,0.03986710963455149,32
Thu,1.9181442117967775,39.29142053087892,,116.279051846072,368.5162357905407,0.0860655737704918,0.019704433497536946,222.43480861762364,0.2978723404255319,0.03951367781155015,32
Tue,2.1773825147965242,17.950211457493694,,114.04031143804944,386.98836915168727,0.12083333333333333,0.023696682464454975,168.93742527017517,0.167192429022082,0.0473186119873817,32
Wed,4.410184304070742,36.40954732660214,122.20341900619133,174.25314596560068,381.76590209755955,0.10756972111553785,0.019417475728155338,191.12256438930112,0.2579710144927536,0.02608695652173913,32
Fri,4.112502043620271,58.05737404981993,65.70948479377785,1409.9471337028197,1552.8055204692469,0.09427609427609428,0.01646090534979424,398.81150072479244,0.35656836461126007,0.1742627345844504,33
Mon,12.6876124190534,40.515207518135874,,,,0.09385113268608414,0.044,133.41426464070156,0.09898477157360407,0.0,33
Sat,3.0475757999773063,47.563974375119294,36.81630906879309,1423.7839374109178,1628.128952737455,0.11693548387096774,0.018957345971563982,376.2385498716138,0.29354838709677417,0.14838709677419354,33
Sun,4.018766639371308,24.79659741454448,159.6235275965646,1505.0934829072312,1631.2057837328339,0.1225296442687747,0.0673076923076923,314.7079355332894,0.21241830065359477,0.11437908496732026,33
Thu,4.109792407882385,33.11164190317248,41.0917539415841,991.9151930624874,1102.6204113058568,0.11481481481481481,0.017241379310344827,260.0242870948099,0.21965317919075145,0.11849710982658959,33
Tue,8.881960014241677,133.1837495499221,,706.8938480876847,937.9461287022452,0.10749185667752444,0.023529411764705882,359.687884450419,0.48578811369509045,0.1421188630490956,33
Wed,2.7104719794146623,66.73856764097467,,943.732140201995,1265.558967278959,0.14937759336099585,0.02,347.4507222839569,0.33650793650793653,0.13968253968253969,33
Fri,5.393739530730707,23.12584819659371,,616.0673305902077,912.4373599778418,0.1285140562248996,0.019230769230769232,241.79021717071998,0.24074074074074073,0.11728395061728394,34
Mon,4.799198842735853,25.345854486848058,,584.5939165736678,763.7872172986756,0.09642857142857143,0.045871559633027525,169.62209611128128,0.141643059490085,0.028328611898016998,34
Sat,2.3697507300475142,14.408800675143585,193.68179309632797,482.9488775097064,689.9409050827172,0.1141552511415525,0.022598870056497175,231.42500429019773,0.25448028673835127,0.08602150537634409,34
Sun,1.3809813455215327,11.092524725615904,37.97251710731325,657.9688050045064,879.8484976047528,0.0851063829787234,0.07329842931937172,255.68197483825006,0.26973684210526316,0.10197368421052631,34
Thu,2.8358872346107815,20.6850257519407,,411.5950803830751,591.8522933369039,0.07692307692307693,0.020942408376963352,207.34452037541666,0.24503311258278146,0.04966887417218543,34
Tue,4.721539812652991,82.03117378271075,,190.63445204466723,399.2858365303756,0.124,0.03414634146341464,246.29601549270248,0.3768545994065282,0.032640949554896145,34
Wed,5.085550648961432,45.013989474545134,161.015560125114,450.1240777351533,585.9812272179718,0.09859154929577464,0.0163265306122449,221.65885780732967,0.2747875354107649,0.042492917847025496,34
Fri,9.998629646289787,68.78726162263898,65.75817683383866,2379.7284688351724,2640.317464507807,0.09215017064846416,0.01680672268907563,613.5852836647156,0.3601108033240997,0.16620498614958448,35
Mon,3.9751786804276645,23.74417453738754,50.217189979655814,,,0.1198501872659176,0.048672566371681415,110.2569753420449,0.059490084985835696,0.0,35
Sat,2.094371423692433,23.173196930079484,,2694.6880757233366,2897.16718970279,0.1179245283018868,0.022727272727272728,469.84119732977064,0.22180451127819548,0.11278195488721804,35
Sun,2.6456227566982955,16.657085445930367,,2550.8552437277363,2661.8824495480276,0.10504201680672269,0.047619047619047616,122.71788550592004,0.06818181818181818,0.0,35
Thu,8.792837110273453,102.50715809671577,48.68309106349261,1999.6768561021765,2195.5114515678956,0.06666666666666667,0.016260162601626018,524.4774980002866,0.4083769633507853,0.15968586387434555,35
Tue,12.803383271912741,166.66790515985213,,1271.9332935104824,1470.8228963302229,0.11349693251533742,0.018867924528301886,469.7127706644827,0.5048309178743962,0.18840579710144928,35
Wed,2.9047548308324025,76.44105572422791,107.63987770857602,1700.1858178333416,1842.8228343829776,0.0842911877394636,0.018604651162790697,428.62708045868266,0.3421828908554572,0.1415929203539823,35
Fri,2.0899873082218146,35.17928921086974,,473.71364317732616,745.0123816614181,0.10276679841897234,0.018957345971563982,310.7215131990716,0.27469135802469136,0.12962962962962962,36
Mon,5.41550248054386,35.83962936360592,73.65855000658303,450.92094213585915,649.41186264446,0.06752411575562701,0.030534351145038167,147.647035774218,0.09610389610389611,0.012987012987012988,36
Sat,1.8427467473119135,41.42775499914667,53.4252565190327,592.7582097444196,849.6549066791218,0.12053571428571429,0.02127659574468085,320.59989112115255,0.3217993079584775,0.11764705882352941,36
Sun,3.379716130168211,33.80895226814599,88.96746646205156,424.6210568926769,692.9553308937716,0.09777777777777778,0.03626943005181347,263.1225959670286,0.2733333333333333,0.09333333333333334,36
Thu,2.6165415534725422,32.43281017100986,,556.5880617146179,794.1300099313121,0.11210762331838565,0.022099447513812154,336.4307839781761,0.28040540540540543,0.12162162162162163,36
Tue,4.976972708108259,87.22786579003517,,464.1905630710867,636.720730217611,0.11913357400722022,0.025210084033613446,239.62254380100273,0.35376044568245124,0.04178272980501393,36
Wed,1.6729606384545592,63.6072302655575,,551.2075817239709,716.8905431751489,0.06870229007633588,0.01818181818181818,275.38923398495973,0.345565749235474,0.0856269113149847,36
Fri,1.8831910142651862,53.550092143876185,,632.0231770279548,823.8388828993038,0.08928571428571429,0.01646090534979424,248.64057386550903,0.28285714285714286,0.08571428571428572,37
Mon,5.095299797599045,22.972811695096503,,281.75090979893656,376.7708285280528,0.07958477508650519,0.038461538461538464,145.3219332255846,0.13150684931506848,0.0,37
Sat,2.521784560356861,28.69390301947562,,383.29765487389915,607.3738546612093,0.09745762711864407,0.01951219512195122,216.33247312688158,0.2996632996632997,0.04713804713804714,37
Sun,3.4699287689410747,26.57696638955224,,447.094941904658,624.9787506319213,0.078125,0.0410958904109589,212.45223434134303,0.24382716049382716,0.08024691358024691,37
Thu,4.432007610530892,22.99884958089497,39.64884810479998,738.1785067138514,912.339272242429,0.0763888888888889,0.017467248908296942,274.8349506425574,0.2988826815642458,0.10614525139664804,37
Tue,3.752676573192428,75.97062484308431,,450.0009871941749,609.721457598614,0.10067114093959731,0.0205761316872428,251.36413710141895,0.38421052631578945,0.05789473684210526,37
Wed,4.9096352300408785,42.09651222877409,35.686700681962975,567.7839293494226,727.0065777492403,0.0944206008583691,0.020942408376963352,274.5873596008488,0.32051282051282054,0.11217948717948718,37
Fri,4.515017491101234,41.92735079151659,,1794.4089615147868,2083.9527782323407,0.06513409961685823,0.017699115044247787,373.96467390146216,0.2630057803468208,0.11560693641618497,38
Mon,2.3122919792334784,27.521288063895305,,1378.2903005504031,,0.072992700729927,0.017937219730941704,130.6889983790682,0.09329446064139942,0.0058309037900874635,38
Sat,2.8336064161876937,24.049259235435166,139.93448661112052,1461.9125832154525,1923.2310320083034,0.09210526315789473,0.02185792349726776,475.08556075767103,0.2762237762237762,0.16433566433566432,38
Sun,1.8747825269752536,28.15432687036189,51.366491130877876,1408.286118970007,1676.5137587990603,0.10434782608695652,0.06735751295336788,220.3904178010771,0.17114093959731544,0.053691275167785234,38
Thu,3.378332390307558,14.944576638265621,,1718.259827941819,2072.714371649371,0.07954545454545454,0.018957345971563982,461.8635933039748,0.24242424242424243,0.16363636363636364,38
Tue,5.960631522519123,28.94527663857503,51.043371485274974,1181.803579015811,1754.365925870093,0.10236220472440945,0.034482758620689655,450.6935909701068,0.28134556574923547,0.1620795107033639,38
Wed,6.799675887556918,34.218295144144015,,1407.13912089062,2019.1473836164944,0.0784313725490196,0.01932367149758454,452.53429549749734,0.2710843373493976,0.15060240963855423,38
Fri,6.727147106118937,36.65183559317527,,438.8824762684093,595.1566567860816,0.10305343511450382,0.01834862385321101,227.12041827409396,0.3203592814371258,0.038922155688622756,39
Mon,6.425976750306478,31.793437899739438,,378.7981773169954,553.4565422142376,0.07931034482758621,0.046218487394957986,170.7534226115126,0.12195121951219512,0.024390243902439025,39
Sat,1.9135840601622314,34.656037128396335,,240.70238848798382,427.7881851618077,0.09012875536480687,0.020512820512820513,218.22681213327505,0.2913907284768212,0.04304635761589404,39
Sun,3.1169189694174446,40.17491707516715,54.85155562999353,172.23957882315597,453.16244051563825,0.1018867924528302,0.06607929515418502,251.03355460024886,0.3069908814589666,0.10030395136778116,39
Thu,3.45298670649342,35.46571922364404,130.58346881624706,367.1598656248915,477.7877210582662,0.07633587786259542,0.0182648401826484,208.68926046023103,0.26993865030674846,0.03987730061349693,39
Tue,4.875247823491059,97.92943174267766,175.60342804177117,185.15048755318577,295.92474405845184,0.0962962962962963,0.030303030303030304,214.5989472800887,0.30701754385964913,0.014619883040935672,39
Wed,12.50400221489899,58.393681147113526,,81.87688905864981,231.72781025972802,0.07630522088353414,0.019138755980861243,187.1788593845767,0.2536873156342183,0.011799410029498525,39
Fri,10.159566337289116,46.848274955974226,79.80777924343602,2765.454431166158,3023.6483971964512,0.0830188679245283,0.01904761904761905,673.1434297272376,0.35311572700296734,0.17507418397626112,40
Mon,9.756911519419617,63.94571492157921,113.47216583724367,,,0.11231884057971014,0.0635593220338983,144.36758761367756,0.11671087533156499,0.002652519893899204,40
Sat,3.0086203592152403,16.95545498475862,76.21282145994428,3082.126263818079,3361.028149146705,0.12307692307692308,0.018691588785046728,385.87000149079586,0.17405063291139242,0.0759493670886076,40
Sun,3.1822155813932143,38.503863950167215,,,,0.12757201646090535,0.03431372549019608,164.69051832440948,0.18461538461538463,0.009230769230769232,40
Thu,5.887546747891045,50.59808790705765,52.653918360001626,1995.1066818624172,2150.190084642301,0.10869565217391304,0.018604651162790697,522.4207133221126,0.31339031339031337,0.18518518518518517,40
Tue,3.5398452197666326,27.056142473128233,,1028.5153120710124,1192.4453507988505,0.10305343511450382,0.02403846153846154,319.56420911136297,0.27011494252873564,0.15804597701149425,40
Wed,2.2558504563584503,39.42738186181611,,1305.0532053786242,1411.8386428174722,0.09230769230769231,0.018867924528301886,360.7270976782437,0.32238805970149254,0.16119402985074627,40
Fri,6.624507780540569,47.46286883970142,,1572.6342266385964,1815.863748789682,0.07857142857142857,0.017316017316017316,421.7341047716441,0.2801120448179272,0.1568627450980392,41
Mon,3.8618989769174927,16.552097821441503,32.47906007791062,,,0.09712230215827339,0.03317535545023697,114.71055566419733,0.06989247311827956,0.002688172043010753,41
Sat,1.2731855484659924,15.110101425804205,165.16161821091555,1556.5772743713408,1841.615289287096,0.09345794392523364,0.02185792349726776,396.5511771743831,0.23722627737226276,0.1386861313868613,41
Sun,3.157616652423552,12.24238191315472,,1396.722941976864,1531.8594974360208,0.11328125,0.057971014492753624,236.3176175700591,0.17647058823529413,0.07739938080495357,41
Thu,7.035262473848471,31.94116300942725,131.38177814153278,1335.9036769717454,1560.6697521859703,0.10606060606060606,0.017699115044247787,317.5934871751672,0.26176470588235295,0.12058823529411765,41
Tue,4.059005758091441,54.108627500496155,,716.7438246052906,873.7488444566176,0.09090909090909091,0.02358490566037736,283.8197840102179,0.3343108504398827,0.093841642228739,41
Wed,6.689600550130031,36.97912904243349,89.62862399475716,1147.1272023779254,1405.0432156715156,0.1044776119402985,0.0182648401826484,352.506780126164,0.27298850574712646,0.14655172413793102,41
Fri,4.657609340616518,25.867524263925983,,1480.2756746137993,1668.0596764872098,0.09961685823754789,0.018691588785046728,365.5306711112518,0.26666666666666666,0.1484848484848485,42
Mon,16.763967271799114,38.282616517624184,114.87000754822293,,,0.06884057971014493,0.03896103896103896,122.6998373919078,0.0659025787965616,0.0,42
Sat,2.846916859466352,32.62680925373439,,1505.892623360646,1740.852316863854,0.08745247148288973,0.017857142857142856,384.32930513055425,0.30030959752321984,0.13622291021671826,42
Sun,3.598818145732195,27.335709093393966,62.66599867699824,1589.2280247053357,1772.8352757537898,0.100418410041841,0.020618556701030927,279.25428818051165,0.17857142857142858,0.07792207792207792,42
Thu,3.4215534149970233,26.08435179218073,107.21116950059604,1453.0243776335706,1624.2607843310157,0.084070796460177,0.020618556701030927,312.42981178508944,0.23389830508474577,0.11864406779661017,42
Tue,3.6953286999528583,31.107851795619144,89.71054725619831,681.0813201295771,930.6684716762486,0.09090909090909091,0.022222222222222223,296.75435710497146,0.2680722891566265,0.13855421686746988,42
Wed,3.083148049659848,24.027199955686164,,1237.3586535266438,1394.3577140661812,0.07432432432432433,0.01694915254237288,389.8699638770117,0.29649595687331537,0.1752021563342318,42
Fri,1.9445516285621471,34.97023384948296,116.89876910335806,466.52570351898396,666.9928323611196,0.06967213114754098,0.019801980198019802,233.58208209745314,0.29449838187702265,0.05825242718446602,43
Mon,4.658509827455598,39.52114249862781,135.57690996820747,838.8869922408077,1298.5679008540592,0.08013937282229965,0.029045643153526972,135.70301790203317,0.08776595744680851,0.0,43
Sat,2.881589091957023,19.54250577257584,,629.1137797975896,847.5184717344504,0.11764705882352941,0.02185792349726776,225.34378507609787,0.23208191126279865,0.06825938566552901,43
Sun,3.2109488341333288,21.144392579796946,,727.3737139575892,997.1347786446963,0.1092436974789916,0.046632124352331605,269.7240677623496,0.24836601307189543,0.12745098039215685,43
Thu,5.653839856481835,75.97881990149943,,191.6650170395405,301.7046419928806,0.10943396226415095,0.017857142857142856,222.72462932365733,0.3397790055248619,0.011049723756906077,43
Tue,9.609664606905323,96.91801225875123,,219.87122512771862,330.58701117798626,0.10416666666666667,0.02074688796680498,229.9465479728633,0.37637362637362637,0.013736263736263736,43
Wed,4.903449950992039,70.19264351173138,38.010363231170686,206.6345963203904,400.48848146633753,0.13333333333333333,0.01762114537444934,221.75158176638297,0.3296398891966759,0.019390581717451522,43
Fri,1.6740663049944662,42.43242235788178,,758.4755191946617,898.205490178972,0.1067193675889328,0.019138755980861243,259.54406804569606,0.2934131736526946,0.11976047904191617,44
Mon,7.263875249557101,50.16736275405613,136.5162866501778,907.0930104302946,,0.1099290780141844,0.07111111111111111,145.23566857455737,0.1298342541436464,0.0027624309392265192,44
Sat,1.8711943177514758,17.019131015442717,248.77813220180542,684.9675210752239,835.8913831440086,0.10679611650485436,0.023255813953488372,238.262378347358,0.24253731343283583,0.08208955223880597,44
Sun,1.9871611035135204,40.76603165480947,46.64112069545445,750.8061598313482,1086.625861400503,0.0962962962962963,0.05188679245283019,313.3053855321232,0.311614730878187,0.141643059490085,44
Thu,2.2760160388059054,54.851291162742264,70.42348653225963,718.1069820334357,879.3227809500986,0.11450381679389313,0.01762114537444934,257.6456164116231,0.290519877675841,0.10091743119266056,44
Tue,6.388818953764607,57.796145361222585,48.38910456615122,704.1410579797766,922.7344208138757,0.07692307692307693,0.023809523809523808,267.74093281775265,0.3063583815028902,0.08670520231213873,44
Wed,5.1232502603341175,40.872111285381685,58.40775212549079,855.2323764326864,982.5873851304653,0.09019607843137255,0.018518518518518517,264.0633330118521,0.2991202346041056,0.12023460410557185,44
Fri,3.0530599831001943,71.45701633493834,154.5036867383833,1727.7157683958856,1932.831904547997,0.10264900662251655,0.016,533.8174080435487,0.33608815426997246,0.1763085399449036,45
Mon,3.052336854148957,51.43854451200826,36.699526615817376,,,0.10238907849829351,0.06995884773662552,146.36685789792372,0.12532637075718014,0.0026109660574412533,45
Sat,1.1013091946972073,62.932725538322174,111.08499296325044,2198.5557811873937,2424.062979485201,0.1036036036036036,0.022857142857142857,562.7278223409564,0.3219178082191781,0.1506849315068493,45
Sun,3.1330729497751526,32.94860956853416,,1976.2632647910873,2208.3493958402064,0.11904761904761904,0.05238095238095238,167.8571583303648,0.16463414634146342,0.012195121951219513,45
Thu,5.319320838921251,45.09787836645671,65.47186282505754,1309.747814196827,1528.9170098766397,0.10256410256410256,0.017699115044247787,388.971035627433,0.32941176470588235,0.15294117647058825,45
Tue,2.9955060744550406,31.17796768129935,34.61821617842861,1127.2900631589566,1333.5847678277732,0.0784313725490196,0.023474178403755867,360.1429671839242,0.2981366459627329,0.14285714285714285,45
Wed,2.40158699270843,35.302181251032756,,1249.9830082727967,1368.3886729135454,0.09689922480620156,0.018957345971563982,343.4958197312704,0.28273809523809523,0.15476190476190477,45
