hour_of_arrival,mean_arrival_triage,mean_arrival_ed,mean_arrival_referral,arrival_medical_assessment,mean_arrival_consultant_assessment,prop_sdec_appropriate,prop_sdec_accepted,time_in_ed,prop_>4hr_breach,prop_>12hr_breach,run_number,Scenario,DT Threshold
0,0.0,0.6406653041580689,63.38226977906,1313.023403973619,1728.8927796364721,0.01639344262295082,0.0,695.4848542477336,0.18032786885245902,0.14754098360655737,25,alt_dt_0.70,0.7
1,0.0,0.1842592016559245,29.89314348931771,1742.2006708518602,3800.414353822264,0.5,0.0,593.5296618730541,0.16666666666666666,0.11904761904761904,25,alt_dt_0.70,0.7
2,0.0,0.0,107.06054592880028,1331.9170002076103,3258.6383822289267,0.2972972972972973,0.0,986.674787456008,0.21621621621621623,0.1891891891891892,25,alt_dt_0.70,0.7
3,0.0,0.0,45.83737100934507,1838.2742525505078,4426.217725089259,0.3611111111111111,0.0,719.2879225736809,0.2222222222222222,0.16666666666666666,25,alt_dt_0.70,0.7
4,0.0,0.0,45.02783660827299,1897.908960873473,2737.373489789183,0.45454545454545453,0.0,466.1927944685903,0.09090909090909091,0.09090909090909091,25,alt_dt_0.70,0.7
5,0.0,0.0,42.605648650183994,1620.4856542595617,3144.2548821946175,0.49019607843137253,0.0,899.3522141257731,0.17647058823529413,0.1568627450980392,25,alt_dt_0.70,0.7
6,0.0,0.0,69.46761894004491,1271.7167482730583,2728.916380733708,0.5384615384615384,0.0,946.4165825498304,0.19230769230769232,0.19230769230769232,25,alt_dt_0.70,0.7
7,0.0,0.963837289654009,31.02016373438649,1142.197426730619,2968.1300735022232,0.3424657534246575,0.31746031746031744,740.867523701848,0.1643835616438356,0.1643835616438356,25,alt_dt_0.70,0.7
8,0.0,0.0,35.84687253077493,1234.121721738241,3156.1088099998988,0.39215686274509803,0.2727272727272727,577.225918670271,0.1568627450980392,0.12745098039215685,25,alt_dt_0.70,0.7
9,0.0,2.9203917973955424,41.955528421795,1364.5644963754673,2823.725247145531,0.3741935483870968,0.05555555555555555,819.1546359661828,0.2,0.18064516129032257,25,alt_dt_0.70,0.7
10,0.0,0.7602385657833644,25.93653411449802,1385.1126571938553,3399.731947846277,0.3977272727272727,0.060810810810810814,680.5659131208936,0.14772727272727273,0.11931818181818182,25,alt_dt_0.70,0.7
11,0.0,11.239128928294102,51.12731803667075,1505.6898756377948,3262.4674629536103,0.4365482233502538,0.031446540880503145,676.3151799305001,0.1319796954314721,0.116751269035533,25,alt_dt_0.70,0.7
12,0.0,8.528258183276138,47.65002156230011,1488.5125377766656,3392.4714837957413,0.41089108910891087,0.018867924528301886,631.7273792997589,0.13366336633663367,0.10396039603960396,25,alt_dt_0.70,0.7
13,0.0,1.8284154142771731,42.29189438854563,1529.5241699690218,3555.649602018704,0.45454545454545453,0.0273972602739726,466.71338559838784,0.125,0.07386363636363637,25,alt_dt_0.70,0.7
14,0.0,1.1019884826403938,31.275140861230536,1543.495428792978,3377.0201256643245,0.46774193548387094,0.012987012987012988,613.6387606591699,0.11827956989247312,0.10752688172043011,25,alt_dt_0.70,0.7
15,0.0,9.488449908938378,42.37062768628576,1659.372159941932,3613.3345388482576,0.4228855721393035,0.047058823529411764,546.4687722863265,0.12437810945273632,0.08955223880597014,25,alt_dt_0.70,0.7
16,0.0,8.016989802532184,35.35270665355677,1679.4474485108603,3212.0624265072333,0.4536082474226804,0.011904761904761904,573.1885703072412,0.12371134020618557,0.09278350515463918,25,alt_dt_0.70,0.7
17,0.0,8.616165700594063,34.83340480821137,1752.8343050553733,3259.209227485095,0.4010989010989011,0.013245033112582781,710.9753296124707,0.13736263736263737,0.12087912087912088,25,alt_dt_0.70,0.7
18,0.0,5.859083331412429,28.898820288949796,1737.6538170818942,3751.8499439544053,0.4240506329113924,0.0,632.1254648802512,0.12658227848101267,0.10126582278481013,25,alt_dt_0.70,0.7
19,0.0,8.89640638068874,38.56776878287753,1682.400618673527,4041.899244256202,0.4485294117647059,0.0,725.6940158229983,0.13970588235294118,0.125,25,alt_dt_0.70,0.7
20,0.0,4.072520382714931,27.014424163880683,1897.8449286210641,3492.209106835859,0.24647887323943662,0.0,648.9004949016309,0.11267605633802817,0.1056338028169014,25,alt_dt_0.70,0.7
21,0.0,3.29565184054802,31.221953636991636,1776.9818751406326,2888.352674276029,0.38738738738738737,0.0,588.9334293946152,0.11711711711711711,0.10810810810810811,25,alt_dt_0.70,0.7
22,0.0,0.008409625269450771,29.543490373166872,1561.7115881461004,2911.9145339362676,0.3684210526315789,0.0,760.6103816155296,0.11842105263157894,0.11842105263157894,25,alt_dt_0.70,0.7
23,0.0,0.19763539692869997,29.949252642472185,1780.2589124274991,2605.745952169596,0.42857142857142855,0.0,542.0808194619221,0.11688311688311688,0.11688311688311688,25,alt_dt_0.70,0.7
