hour_of_arrival,mean_arrival_triage,mean_arrival_ed,mean_arrival_referral,arrival_medical_assessment,mean_arrival_consultant_assessment,prop_sdec_appropriate,prop_sdec_accepted,time_in_ed,prop_>4hr_breach,prop_>12hr_breach,run_number,Scenario,DT Threshold
0,0.0,0.0,39.177125061357906,1922.2612759258884,2762.078703945995,0.02127659574468085,0.0,526.4838811391874,0.14893617021276595,0.1276595744680851,15,alt_dt_0.70,0.7
1,0.0,0.4004459440990364,42.783159023714084,2045.6957644721556,3093.211586247242,0.3877551020408163,0.0,902.7665004476629,0.22448979591836735,0.20408163265306123,15,alt_dt_0.70,0.7
2,0.0,0.0,28.165983356522442,2114.123457097513,2943.9189536185168,0.35294117647058826,0.0,304.0697716512699,0.08823529411764706,0.058823529411764705,15,alt_dt_0.70,0.7
3,0.0,0.0,70.55532710521288,1997.3707634678883,3371.3217759190275,0.43478260869565216,0.0,1013.034730729949,0.30434782608695654,0.30434782608695654,15,alt_dt_0.70,0.7
4,0.0,0.03983663245790839,47.189158557886,1765.4756413550567,2776.5513399393676,0.5357142857142857,0.0,362.79600346716836,0.17857142857142858,0.07142857142857142,15,alt_dt_0.70,0.7
5,0.0,0.0,24.82856182464252,1825.7353093763145,2797.676342488513,0.4878048780487805,0.0,628.3780110770658,0.24390243902439024,0.17073170731707318,15,alt_dt_0.70,0.7
6,0.0,0.0,23.529311832368485,1846.3008126749087,2915.737017561915,0.16129032258064516,0.0,555.6328212606845,0.12903225806451613,0.12903225806451613,15,alt_dt_0.70,0.7
7,0.0,0.7336516241673683,29.30107789589077,1765.104309638844,2422.570832328213,0.273972602739726,0.2857142857142857,549.6702455098874,0.1917808219178082,0.1780821917808219,15,alt_dt_0.70,0.7
8,0.0,0.04650291012798194,13.120660405306504,1689.820435252288,2519.697685428493,0.40869565217391307,0.24509803921568626,395.2482576811598,0.1391304347826087,0.11304347826086956,15,alt_dt_0.70,0.7
9,0.0,3.423621073694194,56.905559204716354,1769.8982326099583,2519.503454041834,0.45989304812834225,0.03529411764705882,495.6590257291086,0.1497326203208556,0.13368983957219252,15,alt_dt_0.70,0.7
10,0.0,8.427082170257549,38.550034659265066,1796.134975135657,2625.4263510658648,0.3742690058479532,0.006896551724137931,526.1576309165156,0.15789473684210525,0.13450292397660818,15,alt_dt_0.70,0.7
11,0.0,22.080992388244365,59.742138281536135,1769.897645816977,2509.2265762176576,0.38073394495412843,0.053763440860215055,481.8492927204562,0.12844036697247707,0.11926605504587157,15,alt_dt_0.70,0.7
12,0.0,18.643143154360327,34.65614425655088,1836.8729798557818,2780.922753574811,0.40512820512820513,0.04938271604938271,438.77648380717716,0.12307692307692308,0.09743589743589744,15,alt_dt_0.70,0.7
13,0.0,15.068521793795904,29.45673618437109,1848.9898417488491,2716.9534945776513,0.4340659340659341,0.019736842105263157,537.6306090580342,0.15384615384615385,0.11538461538461539,15,alt_dt_0.70,0.7
14,0.0,6.4263392443446925,45.16238262258994,1839.7328417865306,2702.11461043339,0.43478260869565216,0.04285714285714286,509.9173399808604,0.13043478260869565,0.12422360248447205,15,alt_dt_0.70,0.7
15,0.0,12.047112710746731,23.61593829247608,1776.9567251256815,2508.5149716582605,0.4065934065934066,0.0189873417721519,508.90698173716646,0.16483516483516483,0.12087912087912088,15,alt_dt_0.70,0.7
16,0.0,6.7596737708612515,48.29357375996939,1834.12127036643,2825.881416047311,0.46060606060606063,0.04285714285714286,572.3493989277079,0.15151515151515152,0.13333333333333333,15,alt_dt_0.70,0.7
17,0.0,8.569821449097496,42.78741281513612,1783.3550314870763,2568.498950435721,0.42424242424242425,0.0,522.3398920633889,0.15757575757575756,0.11515151515151516,15,alt_dt_0.70,0.7
18,0.0,11.75874737904344,50.63054188153875,1877.0692449966994,2593.182406381085,0.35119047619047616,0.0,648.2318806619088,0.16071428571428573,0.15476190476190477,15,alt_dt_0.70,0.7
19,0.0,12.929292835686077,39.14445762903657,1933.7998803912333,2901.0815173838764,0.4222222222222222,0.0,566.3878645844014,0.14074074074074075,0.11851851851851852,15,alt_dt_0.70,0.7
20,0.0,5.003095352437989,34.934816537321694,1988.408263331285,2932.465392548301,0.3533834586466165,0.0,700.2053564208485,0.16541353383458646,0.15037593984962405,15,alt_dt_0.70,0.7
21,0.0,2.716747026627717,42.888141557582514,2119.76437138481,3233.7828253597404,0.40229885057471265,0.0,585.9246996030969,0.13793103448275862,0.10344827586206896,15,alt_dt_0.70,0.7
22,0.0,0.0,16.134022473253285,2068.2388814378655,3128.437751618983,0.2602739726027397,0.0,737.6174691560961,0.1780821917808219,0.1506849315068493,15,alt_dt_0.70,0.7
23,0.0,0.11422907759285104,16.549295538083662,2188.4667187474683,3181.140884785198,0.375,0.0,758.0651584424464,0.15625,0.15625,15,alt_dt_0.70,0.7
