Patient ID,Queue Length,Time
,0,0.0
,0,60.0
,0,120.0
,0,180.0
,0,240.0
,0,300.0
,0,360.0
,0,420.0
,0,480.0
,0,540.0
,0,600.0
,7,660.0
,13,720.0
,18,780.0
,22,840.0
,25,900.0
,30,960.0
,33,1020.0
,39,1080.0
,37,1140.0
,40,1200.0
,39,1260.0
,37,1320.0
,31,1380.0
,29,1440.0
,26,1500.0
,26,1560.0
,27,1620.0
,27,1680.0
,26,1740.0
,28,1800.0
,28,1860.0
,26,1920.0
,25,1980.0
,29,2040.0
,29,2100.0
,33,2160.0
,37,2220.0
,37,2280.0
,43,2340.0
,44,2400.0
,47,2460.0
,51,2520.0
,54,2580.0
,52,2640.0
,58,2700.0
,60,2760.0
,62,2820.0
,58,2880.0
,54,2940.0
,49,3000.0
,47,3060.0
,47,3120.0
,47,3180.0
,46,3240.0
,45,3300.0
,44,3360.0
,45,3420.0
,44,3480.0
,48,3540.0
,52,3600.0
,50,3660.0
,53,3720.0
,55,3780.0
,54,3840.0
,51,3900.0
,51,3960.0
,52,4020.0
,52,4080.0
,58,4140.0
,56,4200.0
,60,4260.0
,59,4320.0
,57,4380.0
,55,4440.0
,55,4500.0
,52,4560.0
,53,4620.0
,51,4680.0
,51,4740.0
,50,4800.0
,51,4860.0
,53,4920.0
,53,4980.0
,55,5040.0
,56,5100.0
,58,5160.0
,61,5220.0
,66,5280.0
,69,5340.0
,75,5400.0
,73,5460.0
,69,5520.0
,63,5580.0
,63,5640.0
,62,5700.0
,57,5760.0
,59,5820.0
,58,5880.0
,57,5940.0
,55,6000.0
,55,6060.0
,55,6120.0
,55,6180.0
,58,6240.0
,56,6300.0
,56,6360.0
,58,6420.0
,63,6480.0
,63,6540.0
,69,6600.0
,70,6660.0
,68,6720.0
,67,6780.0
,67,6840.0
,65,6900.0
,66,6960.0
,66,7020.0
,69,7080.0
,69,7140.0
,68,7200.0
,66,7260.0
,65,7320.0
,64,7380.0
,63,7440.0
,62,7500.0
,58,7560.0
,58,7620.0
,58,7680.0
,58,7740.0
,54,7800.0
,58,7860.0
,63,7920.0
,61,7980.0
,61,8040.0
,63,8100.0
,64,8160.0
,67,8220.0
,67,8280.0
,67,8340.0
,68,8400.0
,66,8460.0
,68,8520.0
,67,8580.0
,68,8640.0
,68,8700.0
,68,8760.0
,68,8820.0
,67,8880.0
,65,8940.0
,65,9000.0
,67,9060.0
,69,9120.0
,69,9180.0
,68,9240.0
,72,9300.0
,71,9360.0
,75,9420.0
,75,9480.0
,79,9540.0
,80,9600.0
,84,9660.0
,84,9720.0
,83,9780.0
,84,9840.0
,86,9900.0
,92,9960.0
,90,10020.0
,93,10080.0
,92,10140.0
,90,10200.0
,89,10260.0
,90,10320.0
,89,10380.0
,89,10440.0
,90,10500.0
,92,10560.0
,91,10620.0
,92,10680.0
,94,10740.0
,93,10800.0
,94,10860.0
,96,10920.0
,98,10980.0
,99,11040.0
,102,11100.0
,109,11160.0
,107,11220.0
,111,11280.0
,110,11340.0
,112,11400.0
,109,11460.0
,112,11520.0
,110,11580.0
,111,11640.0
,110,11700.0
,107,11760.0
,106,11820.0
,106,11880.0
,107,11940.0
,105,12000.0
,107,12060.0
,111,12120.0
,109,12180.0
,111,12240.0
,109,12300.0
,114,12360.0
,119,12420.0
,120,12480.0
,123,12540.0
,123,12600.0
,124,12660.0
,122,12720.0
,122,12780.0
,123,12840.0
,122,12900.0
,123,12960.0
,122,13020.0
,122,13080.0
,120,13140.0
,121,13200.0
,118,13260.0
,118,13320.0
,118,13380.0
,119,13440.0
,120,13500.0
,123,13560.0
,122,13620.0
,129,13680.0
,131,13740.0
,131,13800.0
,129,13860.0
,131,13920.0
,134,13980.0
,135,14040.0
,135,14100.0
,132,14160.0
,131,14220.0
,130,14280.0
,128,14340.0
,128,14400.0
,123,14460.0
,122,14520.0
,121,14580.0
,122,14640.0
,124,14700.0
,123,14760.0
,125,14820.0
,125,14880.0
,125,14940.0
,127,15000.0
,128,15060.0
,130,15120.0
,133,15180.0
,133,15240.0
,137,15300.0
,132,15360.0
,129,15420.0
,130,15480.0
,133,15540.0
,135,15600.0
,136,15660.0
,133,15720.0
,136,15780.0
,136,15840.0
,138,15900.0
,139,15960.0
,140,16020.0
,138,16080.0
,141,16140.0
,141,16200.0
,141,16260.0
,142,16320.0
,143,16380.0
,148,16440.0
,152,16500.0
,153,16560.0
,157,16620.0
,155,16680.0
,158,16740.0
,156,16800.0
,156,16860.0
,160,16920.0
,160,16980.0
,163,17040.0
,163,17100.0
,163,17160.0
,166,17220.0
,163,17280.0
,162,17340.0
,163,17400.0
,163,17460.0
,161,17520.0
,160,17580.0
,157,17640.0
,157,17700.0
,159,17760.0
,156,17820.0
,155,17880.0
,157,17940.0
,157,18000.0
,159,18060.0
,157,18120.0
,157,18180.0
,161,18240.0
,162,18300.0
,164,18360.0
,162,18420.0
,161,18480.0
,162,18540.0
,162,18600.0
,163,18660.0
,164,18720.0
,164,18780.0
,163,18840.0
,160,18900.0
,160,18960.0
,160,19020.0
,159,19080.0
,160,19140.0
,162,19200.0
,160,19260.0
,163,19320.0
,164,19380.0
,169,19440.0
,169,19500.0
,167,19560.0
,168,19620.0
,171,19680.0
,177,19740.0
,179,19800.0
,178,19860.0
,178,19920.0
,178,19980.0
,180,20040.0
,183,20100.0
,183,20160.0
,183,20220.0
,182,20280.0
,181,20340.0
,180,20400.0
,179,20460.0
,177,20520.0
,177,20580.0
,178,20640.0
,178,20700.0
,181,20760.0
,187,20820.0
,191,20880.0
,194,20940.0
,195,21000.0
,193,21060.0
,195,21120.0
,198,21180.0
,202,21240.0
,202,21300.0
,202,21360.0
,204,21420.0
,200,21480.0
,197,21540.0
